ip_address,hostname,mac_address,device_type,manufacturer,model,is_managed,has_security_patches,encryption_enabled,authentication_required,firewall_protected,access_control,vulnerabilities,cve_count,last_seen,confidence_level,firmware_version,protocol
192.168.191.24,IP_C-7671,10:3B:5A:17:24:21,IP_Camera,Endress+Hauser,IP_Camera-750,true,true,false,false,true,Role-Based,1,0,2025-11-07,70,v4.5.2,Unknown
192.168.73.14,DEVICE-192-168-73-14,47:3B:30:36:3B:3D,Smart_Transmitter,Generic,Unknown,true,true,false,false,true,Role-Based,0,0,2025-11-07,100,v2.8.1,BACnet
192.168.175.95,,2A:14:19:56:4C:47,Gateway,Yokogawa,Gateway-488,true,true,false,false,false,Role-Based,0,0,2025-11-06,75,v4.5.2,HART-IP
192.168.145.48,,5E:3B:62:4C:2E:47,Analyzer,Schneider,Analyzer-126,true,true,false,false,true,Role-Based,1,0,2025-11-09,75,v16.0,BACnet
192.168.168.12,,39:52:40:12:2F:2F,Gateway,ABB,Gateway-544,true,true,false,false,false,Role-Based,3,0,2025-11-05,75,v1.2.3,Unknown
192.168.78.224,Smar-4090,1E:5F:D:13:26:47,Smart_Transmitter,Schneider,Smart_Transmitter-110,true,true,false,false,true,Role-Based,2,1,2025-11-03,65,v5.0,Unknown
192.168.225.38,Smar-5817,1E:22:19:28:34:14,Smart_Transmitter,Emerson,Smart_Transmitter-238,true,true,true,false,false,Role-Based,1,0,2025-11-08,74,v16.0,HART-IP
192.168.73.21,,56:18:3F:54:1C:18,Smart_Transmitter,Siemens,Smart_Transmitter-682,true,true,false,true,true,Basic,2,0,2025-11-06,65,v4.5.2,Unknown
192.168.233.232,Prot-6404,25:1A:4F:4E:2E:31,Protocol_Converter,Schneider,Protocol_Converter-942,true,true,false,false,true,Role-Based,0,0,2025-11-08,86,v1.2.3,Unknown
192.168.84.197,Anal-1673,3C:40:53:42:14:16,Analyzer,Rosemount,Analyzer-546,true,true,false,false,false,Role-Based,3,1,2025-11-04,95,v5.0,Unknown
192.168.211.39,,E:58:1A:11:31:39,Analyzer,Endress+Hauser,Analyzer-758,true,true,false,false,true,Basic,1,0,2025-11-08,62,v2.8.3,BACnet
192.168.47.38,,A:E:16:25:58:A,SCADA,Yokogawa,Model-2863,true,true,true,false,true,Basic,0,0,2025-11-08,93,v4.5.2,Modbus TCP
192.168.234.179,,3D:C:55:63:1C:44,Gateway,Endress+Hauser,Gateway-413,true,true,false,false,true,Role-Based,3,1,2025-11-08,86,v4.5.2,HART-IP
192.168.103.52,Prot-1717,2A:5E:38:35:63:54,Protocol_Converter,Schneider,Protocol_Converter-176,false,false,false,false,true,None,9,5,2025-11-07,89,v4.5.2,Modbus TCP
192.168.136.78,IP_C-2487,55:2E:F:5B:2F:3A,IP_Camera,Emerson,IP_Camera-653,true,true,false,false,true,Role-Based,1,0,2025-11-05,65,R4.03,Modbus TCP
192.168.15.91,,12:41:F:5D:32:27,Controller,Allen-Bradley,Model-3619,true,true,false,true,false,Basic,1,0,2025-11-07,74,v1.2.3,EtherNet/IP
192.168.22.215,DEVICE-192-168-22-215,5E:29:52:3F:57:2B,IP_Camera,Endress+Hauser,IP_Camera-209,false,false,false,false,false,None,5,3,2025-11-09,65,Unknown,BACnet
192.168.96.21,DEVICE-192-168-96-21,C:1D:55:55:47:20,Safety_Controller,Emerson,Safety_Controller-486,true,false,false,false,true,Basic,0,0,2025-11-05,100,v21.11,Modbus TCP
192.168.44.159,Swit-6650,37:3E:42:59:17:1E,Switch,Endress+Hauser,Switch-496,true,true,false,false,true,Role-Based,2,1,2025-11-04,84,v2.8.1,BACnet
192.168.92.61,Safe-4756,34:2B:5F:2D:2E:4F,Safety_Controller,ABB,Safety_Controller-433,true,true,false,true,true,Role-Based,1,0,2025-11-06,70,v2.8.1,Modbus TCP
192.168.110.167,DEVICE-192-168-110-167,59:5B:5F:C:E:2E,VFD,Yokogawa,VFD-939,true,true,true,true,false,Role-Based,0,0,2025-11-06,67,v4.5.2,Unknown
192.168.147.53,DEVICE-192-168-147-53,59:33:1F:50:24:59,HMI,Siemens,Model-2553,true,true,false,false,false,Basic,0,0,2025-11-05,77,v4.5.2,EtherNet/IP
192.168.183.26,DEVICE-192-168-183-26,3D:4C:54:26:29:21,VFD,Siemens,VFD-480,true,true,false,true,false,Basic,3,0,2025-11-08,60,v20.19,BACnet
192.168.228.220,DEVICE-192-168-228-220,35:15:61:57:32:55,VFD,Generic,Unknown,true,true,false,false,true,Role-Based,2,0,2025-11-07,90,R511.5,HART-IP
192.168.201.186,DEVICE-192-168-201-186,30:58:12:22:53:42,Switch,Generic,Unknown,true,true,false,false,false,Basic,3,0,2025-11-05,90,v1.2.3,HART-IP
192.168.75.14,,32:30:2D:35:3F:E,VFD,Rosemount,VFD-979,true,true,true,true,true,Basic,2,0,2025-11-07,78,v4.5.2,Unknown
192.168.100.61,VFD-3971,22:2E:38:58:42:37,VFD,Siemens,VFD-608,true,true,false,true,true,Role-Based,2,0,2025-11-06,95,v1.2.3,Modbus TCP
192.168.73.133,DEVICE-192-168-73-133,31:59:3A:48:34:17,DCS,ABB,Model-3388,true,true,false,true,false,Role-Based,1,0,2025-11-09,100,v2.8.1,Modbus TCP
192.168.157.239,,37:2D:46:5A:50:58,VFD,Unknown,Unknown,false,false,false,false,true,None,3,1,2025-11-07,94,v14.3,Unknown
192.168.135.132,,63:47:27:1F:4A:44,Smart_Transmitter,Schneider,Smart_Transmitter-497,true,true,false,true,false,Role-Based,3,0,2025-11-05,81,Unknown,BACnet
192.168.30.137,,5F:4A:3E:40:49:44,Gateway,Generic,Unknown,true,false,false,true,true,Basic,0,0,2025-11-04,93,R511.5,Modbus TCP
192.168.131.100,Swit-4152,3A:B:10:5D:E:4A,Switch,Emerson,Switch-142,false,false,false,false,true,None,5,3,2025-11-04,62,v16.0,Unknown
192.168.156.26,DEV-523,41:4E:3C:48:5F:15,Historian,ABB,Model-4739,true,true,true,true,true,Role-Based,3,0,2025-11-09,80,R511.5,EtherNet/IP
192.168.124.227,Smar-4670,D:53:1C:36:62:4F,Smart_Transmitter,Yokogawa,Smart_Transmitter-441,false,false,false,false,true,None,7,3,2025-11-10,99,v14.3,Unknown
192.168.172.84,DEVICE-192-168-172-84,27:48:F:48:22:14,IP_Camera,Emerson,IP_Camera-921,true,true,false,false,true,Basic,1,0,2025-11-08,98,Unknown,Modbus TCP
192.168.146.159,DEVICE-192-168-146-159,57:19:4B:14:18:1E,Analyzer,Generic,Unknown,true,true,false,false,true,Basic,1,0,2025-11-06,69,v4.5.2,Modbus TCP
192.168.62.211,DEVICE-192-168-62-211,3E:39:12:60:30:49,Smart_Transmitter,Generic,Unknown,true,true,false,true,true,Role-Based,2,0,2025-11-07,65,v2.8.1,Unknown
192.168.126.92,Swit-1368,63:44:39:43:58:23,Switch,Yokogawa,Switch-312,true,true,false,false,true,Role-Based,1,0,2025-11-07,89,R4.03,HART-IP
192.168.105.16,RTU-226,14:31:59:57:5A:E,RTU,Siemens,Model-9128,true,true,true,true,true,Basic,0,0,2025-11-06,81,v21.11,Proprietary
192.168.214.20,,18:20:43:14:36:15,Historian,Generic,Unknown,true,true,false,false,true,Role-Based,0,0,2025-11-09,80,v16.0,Proprietary
192.168.51.171,DEVICE-192-168-51-171,1F:62:49:18:1F:42,Protocol_Converter,Yokogawa,Protocol_Converter-278,true,true,false,false,false,Role-Based,1,0,2025-11-03,62,v2.8.1,BACnet
192.168.103.220,DEVICE-192-168-103-220,45:2B:1C:2F:5C:2B,SCADA,Siemens,Model-1996,true,true,false,true,false,Basic,0,0,2025-11-08,83,v3.1.0,Modbus TCP
192.168.155.152,Prot-7284,4A:28:3C:3D:42:3C,Protocol_Converter,Yokogawa,Protocol_Converter-192,false,false,false,true,true,None,3,0,2025-11-08,78,R4.03,Modbus TCP
192.168.11.233,,53:40:2C:16:17:61,PLC,Honeywell,Model-5820,true,true,true,true,false,Basic,0,0,2025-11-08,63,v5.0,Proprietary
192.168.121.108,DEV-737,5C:5B:52:61:2F:4F,Controller,Schneider,Model-8952,true,true,false,true,true,Basic,2,1,2025-11-07,96,v4.5.2,EtherNet/IP
192.168.176.80,DEVICE-192-168-176-80,53:44:4D:35:F:21,Switch,ABB,Switch-986,false,false,false,false,false,None,2,0,2025-11-06,94,Unknown,Modbus TCP
192.168.188.96,DEVICE-192-168-188-96,19:28:22:42:53:31,Smart_Transmitter,ABB,Smart_Transmitter-927,false,false,false,false,false,None,9,5,2025-11-04,68,v20.19,Unknown
192.168.49.30,Smar-8442,1E:41:41:2E:4A:63,Smart_Transmitter,ABB,Smart_Transmitter-976,true,true,false,true,true,Role-Based,2,1,2025-11-10,80,v5.0,HART-IP
192.168.13.250,DEVICE-192-168-13-250,10:28:1C:2E:28:39,Safety_Controller,Yokogawa,Safety_Controller-721,true,true,false,false,false,Role-Based,2,1,2025-11-08,84,Unknown,Modbus TCP
192.168.198.164,RTU-216,5E:27:1B:62:15:1D,RTU,Generic,Unknown,true,true,false,true,true,Role-Based,2,1,2025-11-06,65,v16.0,EtherNet/IP
192.168.199.84,DEVICE-192-168-199-84,21:10:5E:38:13:51,Analyzer,ABB,Analyzer-529,true,true,false,false,true,Basic,3,1,2025-11-06,92,v5.0,Unknown
192.168.68.93,DEVICE-192-168-68-93,57:1C:A:5B:50:4B,VFD,Schneider,VFD-490,true,false,false,true,true,Role-Based,3,0,2025-11-06,85,v4.5.2,Unknown
192.168.196.21,VFD-6033,50:1B:47:2B:10:15,VFD,Siemens,VFD-310,false,false,false,false,false,None,6,3,2025-11-05,100,v4.5.2,BACnet
192.168.98.53,HMI-1245,17:45:61:10:2C:42,HMI,GE,Model-5208,true,true,true,true,true,Role-Based,2,0,2025-11-05,93,v21.11,Proprietary
192.168.161.14,,24:1D:5A:47:44:55,Server,Allen-Bradley,Model-6781,true,true,true,true,true,Role-Based,3,0,2025-11-03,89,v2.8.3,Modbus TCP
192.168.73.153,VFD-4298,5F:63:40:41:5A:40,VFD,Yokogawa,VFD-672,true,true,false,false,true,Basic,1,0,2025-11-06,72,v4.5.2,Unknown
192.168.162.100,Swit-4331,30:19:1A:4D:1F:4E,Switch,Yokogawa,Switch-124,false,false,false,true,false,None,12,6,2025-11-08,80,v1.2.3,HART-IP
192.168.126.117,,30:54:5B:18:50:19,Smart_Transmitter,Endress+Hauser,Smart_Transmitter-276,true,true,false,false,false,Basic,3,1,2025-11-06,98,v2.8.3,Modbus TCP
192.168.134.193,Smar-5336,B:32:58:34:4B:4F,Smart_Transmitter,Endress+Hauser,Smart_Transmitter-398,true,true,false,true,true,Role-Based,2,1,2025-11-03,99,v2.8.1,Modbus TCP
192.168.76.122,Prot-4315,5C:18:E:E:1B:59,Protocol_Converter,Schneider,Protocol_Converter-767,false,false,false,false,false,None,6,1,2025-11-06,92,v14.3,HART-IP
192.168.221.160,Prot-7509,30:3B:54:19:3D:5A,Protocol_Converter,Emerson,Protocol_Converter-732,false,false,false,false,true,None,3,0,2025-11-06,80,v16.0,HART-IP
192.168.10.93,,61:22:47:13:5F:C,Safety_Controller,Rosemount,Safety_Controller-761,false,false,false,false,true,None,10,5,2025-11-07,71,v3.1.0,HART-IP
192.168.14.21,DEVICE-192-168-14-21,61:61:50:5B:11:44,Gateway,Siemens,Gateway-223,true,true,false,true,false,Role-Based,0,0,2025-11-05,96,v21.11,Modbus TCP
192.168.169.229,DEVICE-192-168-169-229,3C:45:4D:1D:63:36,Smart_Transmitter,Yokogawa,Smart_Transmitter-506,true,true,false,false,false,Role-Based,2,1,2025-11-10,83,v20.19,BACnet
192.168.126.221,Swit-3593,36:12:3F:5F:51:13,Switch,Yokogawa,Switch-373,true,true,false,false,true,Basic,3,1,2025-11-08,84,v3.1.0,HART-IP
192.168.77.176,RTU-423,4A:49:1E:1A:2D:4C,RTU,GE,Model-8932,true,true,true,true,true,Role-Based,0,0,2025-11-07,60,v21.11,Profinet
192.168.77.59,Safe-8238,4D:62:58:30:16:4C,Safety_Controller,ABB,Safety_Controller-384,true,true,false,false,false,Role-Based,0,0,2025-11-07,74,R4.03,Modbus TCP
192.168.60.29,Gate-8369,C:1C:32:2F:57:2D,Gateway,Schneider,Gateway-104,true,true,false,false,true,Basic,2,0,2025-11-05,89,v5.0,HART-IP
192.168.144.69,DEV-758,52:62:13:11:22:61,Controller,Generic,Unknown,true,true,false,true,false,Role-Based,2,0,2025-11-08,84,v2.8.1,EtherNet/IP
192.168.79.123,DEVICE-192-168-79-123,C:5B:F:62:25:1A,Switch,Rosemount,Switch-139,false,false,false,false,false,None,5,2,2025-11-03,96,v16.0,BACnet
192.168.40.95,HMI-452,30:4E:10:2F:50:3C,HMI,Unknown,Unknown,true,true,true,false,false,Role-Based,2,1,2025-11-03,62,v1.2.3,Profinet
192.168.191.132,Smar-4830,16:11:20:59:1A:52,Smart_Transmitter,ABB,Smart_Transmitter-459,true,true,false,false,true,Basic,1,0,2025-11-03,94,v5.0,HART-IP
192.168.213.235,DEVICE-192-168-213-235,56:5C:3D:15:30:11,Protocol_Converter,Endress+Hauser,Protocol_Converter-264,true,false,false,false,true,Role-Based,2,1,2025-11-08,77,v16.0,Modbus TCP
192.168.34.22,DEVICE-192-168-34-22,2C:1D:4B:46:29:55,VFD,Siemens,VFD-721,true,true,false,false,true,Basic,1,0,2025-11-07,62,Unknown,Unknown
192.168.248.165,,18:30:53:12:38:13,Safety_Controller,Rosemount,Safety_Controller-867,true,true,false,false,true,Basic,2,0,2025-11-08,67,v3.1.0,Modbus TCP
192.168.110.182,IP_C-7736,18:1C:14:2A:30:4A,IP_Camera,Emerson,IP_Camera-111,false,false,false,false,true,None,3,0,2025-11-07,76,R4.03,Unknown
192.168.127.134,DCS-164,33:15:57:C:4A:46,DCS,Emerson,Model-7184,true,true,false,true,false,Role-Based,1,0,2025-11-06,83,v14.3,Profinet
192.168.218.211,DEVICE-192-168-218-211,34:63:11:15:4C:4C,DCS,Allen-Bradley,Model-5232,true,true,true,true,true,Role-Based,1,0,2025-11-03,85,R511.5,Modbus TCP
192.168.81.165,,63:36:34:1B:4F:60,VFD,Schneider,VFD-448,true,true,false,false,true,Basic,1,0,2025-11-04,86,v5.0,Modbus TCP
192.168.24.56,DEV-261,40:20:29:2F:4C:58,Controller,Generic,Unknown,true,false,false,false,true,Basic,1,0,2025-11-08,98,v3.1.0,Profinet
192.168.155.42,DEVICE-192-168-155-42,1A:F:42:46:2F:44,RTU,Allen-Bradley,Model-5143,true,true,true,true,true,Basic,1,0,2025-11-04,100,v1.2.3,EtherNet/IP
192.168.245.19,Gate-7569,30:46:31:49:5B:A,Gateway,Yokogawa,Gateway-159,false,false,false,false,true,None,6,2,2025-11-10,75,v20.19,HART-IP
192.168.105.17,DEVICE-192-168-105-17,1D:25:11:35:2E:2B,IP_Camera,Generic,Unknown,true,true,false,true,false,Role-Based,3,1,2025-11-08,65,v4.5.2,Modbus TCP
192.168.20.86,DEVICE-192-168-20-86,10:14:54:55:48:41,Gateway,Rosemount,Gateway-744,true,true,false,false,false,Basic,2,0,2025-11-08,97,Unknown,Unknown
192.168.20.41,Safe-4265,2D:33:23:4B:58:3C,Safety_Controller,Schneider,Safety_Controller-594,false,false,true,false,true,None,10,5,2025-11-10,71,Unknown,Unknown
192.168.199.206,DEVICE-192-168-199-206,3F:32:10:59:1A:61,Safety_Controller,ABB,Safety_Controller-661,false,false,false,false,false,None,4,1,2025-11-03,98,v2.8.1,Modbus TCP
192.168.92.31,DEVICE-192-168-92-31,1D:5C:28:26:12:1D,Switch,Siemens,Switch-272,true,true,false,true,true,Basic,0,0,2025-11-10,71,v1.2.3,HART-IP
192.168.174.168,DEVICE-192-168-174-168,44:58:25:2C:53:45,IP_Camera,ABB,IP_Camera-728,true,true,true,false,true,Role-Based,2,1,2025-11-04,89,Unknown,HART-IP
192.168.27.30,,41:1A:16:19:31:4B,Engineering_Workstation,Allen-Bradley,Model-9827,true,true,true,false,true,Role-Based,0,0,2025-11-03,100,R511.5,EtherNet/IP
192.168.83.183,Safe-4640,24:28:D:53:62:F,Safety_Controller,Emerson,Safety_Controller-614,true,true,false,false,true,Basic,2,0,2025-11-06,89,v2.8.1,Unknown
192.168.83.92,DEV-444,23:4A:3B:1E:32:35,Controller,Emerson,Model-8490,true,true,false,true,false,Role-Based,2,0,2025-11-04,73,v5.0,Modbus TCP
192.168.135.139,Prot-5685,31:2B:39:4C:17:1A,Protocol_Converter,ABB,Protocol_Converter-407,true,true,false,false,false,Basic,3,1,2025-11-04,84,Unknown,Unknown
192.168.179.231,,10:5C:5C:49:2D:2F,Analyzer,ABB,Analyzer-562,true,true,false,false,true,Role-Based,0,0,2025-11-10,70,Unknown,HART-IP
192.168.61.161,DEVICE-192-168-61-161,16:1E:1D:25:15:2D,Analyzer,Rosemount,Analyzer-557,false,false,false,true,true,None,7,2,2025-11-06,74,v2.8.1,Unknown
192.168.27.72,Swit-3890,A:32:1E:61:50:42,Switch,Siemens,Switch-832,true,true,false,false,true,Role-Based,3,1,2025-11-07,92,v16.0,Unknown
192.168.78.141,DEVICE-192-168-78-141,2A:39:41:56:37:49,Engineering_Workstation,Unknown,Unknown,true,true,false,true,false,Basic,3,0,2025-11-10,63,v21.11,Proprietary
192.168.244.235,DEV-330,22:2D:1D:5A:49:63,Historian,Allen-Bradley,Model-9732,true,true,false,true,true,Role-Based,3,0,2025-11-04,92,R4.03,Proprietary
192.168.60.29,IP_C-4297,63:4E:61:2F:40:F,IP_Camera,Schneider,IP_Camera-202,false,false,false,true,true,None,5,1,2025-11-05,61,R511.5,Modbus TCP
192.168.68.85,DEVICE-192-168-68-85,1D:24:35:12:44:4F,Safety_Controller,ABB,Safety_Controller-744,true,true,false,false,true,Role-Based,2,1,2025-11-08,85,v2.8.3,Modbus TCP
192.168.76.147,,2B:4E:29:A:56:50,Gateway,Yokogawa,Gateway-614,false,false,false,true,true,None,8,4,2025-11-09,94,v20.19,Unknown
192.168.223.34,DEVICE-192-168-223-34,1C:27:5A:F:34:34,Safety_Controller,ABB,Safety_Controller-674,true,true,false,true,true,Role-Based,0,0,2025-11-08,85,v3.1.0,Modbus TCP
192.168.195.205,,19:4C:49:2D:51:60,Analyzer,Yokogawa,Analyzer-432,false,false,false,false,false,None,12,5,2025-11-07,87,v4.5.2,Modbus TCP
192.168.152.133,DEVICE-192-168-152-133,2C:11:43:30:55:48,Smart_Transmitter,Schneider,Smart_Transmitter-777,true,true,false,false,true,Basic,1,0,2025-11-06,87,v3.1.0,Unknown
192.168.155.168,RTU-422,3B:33:31:55:44:33,RTU,Yokogawa,Model-5452,true,true,true,true,true,Role-Based,1,0,2025-11-10,97,v21.11,Profinet
192.168.86.108,Smar-2675,52:14:1F:3B:38:23,Smart_Transmitter,Schneider,Smart_Transmitter-250,true,true,false,false,true,Role-Based,1,0,2025-11-05,97,v1.2.3,BACnet
192.168.144.27,DEVICE-192-168-144-27,61:51:27:4C:3E:35,VFD,Emerson,VFD-863,false,false,false,false,true,None,2,1,2025-11-07,62,v5.0,HART-IP
192.168.83.118,DEVICE-192-168-83-118,5A:31:3B:37:44:19,Protocol_Converter,Emerson,Protocol_Converter-827,true,true,false,false,false,Role-Based,0,0,2025-11-03,73,v1.2.3,Unknown
192.168.20.174,IP_C-4278,36:58:38:2F:29:3E,IP_Camera,ABB,IP_Camera-694,true,true,false,true,true,Basic,1,0,2025-11-08,83,v4.5.2,Unknown
192.168.248.249,,19:63:3B:3B:4B:4E,IP_Camera,Endress+Hauser,IP_Camera-673,true,true,false,false,true,Role-Based,1,0,2025-11-06,88,v4.5.2,BACnet
192.168.78.27,DEV-547,51:25:F:54:59:56,SCADA,Allen-Bradley,Model-9891,true,true,false,false,false,Role-Based,0,0,2025-11-06,78,R511.5,EtherNet/IP
192.168.220.198,Swit-1591,57:A:56:5D:57:40,Switch,Yokogawa,Switch-636,false,false,false,true,true,None,2,1,2025-11-10,76,Unknown,Modbus TCP
192.168.95.156,DEV-1175,39:59:60:61:3A:3F,Controller,GE,Model-1073,true,true,true,false,true,Role-Based,3,0,2025-11-06,75,v4.5.2,Modbus TCP
192.168.118.55,Swit-6773,54:29:12:11:53:B,Switch,Unknown,Unknown,true,false,false,true,false,Role-Based,3,0,2025-11-03,93,Unknown,BACnet
192.168.201.105,,F:56:12:C:30:3C,Gateway,Emerson,Gateway-600,true,true,false,false,true,Basic,0,0,2025-11-09,75,v4.5.2,Unknown
192.168.154.65,,1F:58:5D:1D:63:4C,Safety_Controller,Siemens,Safety_Controller-661,true,true,false,false,true,Role-Based,1,0,2025-11-07,87,v5.0,Modbus TCP
192.168.54.106,Prot-7853,B:32:3E:1D:5C:A,Protocol_Converter,Endress+Hauser,Protocol_Converter-662,false,false,false,true,false,None,7,3,2025-11-03,81,v21.11,Unknown
192.168.104.185,VFD-4136,53:13:30:32:28:20,VFD,Rosemount,VFD-476,true,true,false,false,false,Role-Based,1,0,2025-11-05,81,v4.5.2,BACnet
192.168.182.172,VFD-6843,40:2F:57:2E:1E:12,VFD,Rosemount,VFD-767,true,true,false,false,true,Role-Based,1,0,2025-11-08,78,R4.03,BACnet
192.168.75.135,,18:47:5E:5F:34:17,Protocol_Converter,Siemens,Protocol_Converter-357,true,true,false,true,false,Basic,2,0,2025-11-10,93,v2.8.1,HART-IP
192.168.51.87,,3F:16:58:62:39:46,IP_Camera,ABB,IP_Camera-940,false,false,false,true,false,None,7,2,2025-11-10,66,R4.03,Unknown
192.168.203.45,Prot-7364,25:19:57:39:1D:15,Protocol_Converter,Siemens,Protocol_Converter-120,true,true,false,false,true,Basic,2,0,2025-11-06,75,v16.0,Modbus TCP
192.168.246.95,DEV-1097,22:38:31:3A:4F:47,Server,Generic,Unknown,true,true,false,true,true,Basic,2,0,2025-11-08,78,v21.11,Proprietary
192.168.18.55,,4F:F:35:1B:53:35,Smart_Transmitter,Siemens,Smart_Transmitter-690,false,false,false,false,true,None,10,2,2025-11-04,81,Unknown,Unknown
192.168.155.113,DEVICE-192-168-155-113,E:24:55:55:24:1E,Historian,Allen-Bradley,Model-3137,true,true,false,true,true,Role-Based,3,1,2025-11-05,84,R4.03,Proprietary
192.168.176.126,IP_C-3077,3C:3B:48:29:48:1A,IP_Camera,Schneider,IP_Camera-289,true,true,false,true,true,Basic,0,0,2025-11-06,82,v3.1.0,BACnet
192.168.147.43,Smar-5436,29:1C:17:4B:5E:3B,Smart_Transmitter,Siemens,Smart_Transmitter-246,false,false,false,true,true,None,4,1,2025-11-08,97,v21.11,HART-IP
192.168.243.17,DEVICE-192-168-243-17,51:E:C:37:23:46,Switch,Endress+Hauser,Switch-383,false,false,false,false,true,None,12,5,2025-11-04,72,v16.0,Unknown
192.168.187.194,PLC-255,4D:20:3E:40:35:10,PLC,GE,Model-9281,true,false,false,true,true,Role-Based,0,0,2025-11-07,98,Unknown,Modbus TCP
192.168.110.54,,35:C:17:44:51:2A,Smart_Transmitter,Generic,Unknown,true,false,true,false,true,Basic,1,0,2025-11-05,67,v21.11,HART-IP
192.168.180.68,DEVICE-192-168-180-68,61:D:57:2B:13:55,Protocol_Converter,Siemens,Protocol_Converter-644,true,true,false,false,true,Basic,0,0,2025-11-10,88,v3.1.0,BACnet
192.168.154.97,DEVICE-192-168-154-97,58:4F:F:47:62:5A,IP_Camera,Rosemount,IP_Camera-217,true,true,false,true,true,Role-Based,3,0,2025-11-05,75,R4.03,BACnet
192.168.109.199,,53:A:10:5A:60:3B,Smart_Transmitter,Rosemount,Smart_Transmitter-704,true,true,false,false,true,Basic,1,0,2025-11-03,60,Unknown,HART-IP
192.168.68.133,Safe-7140,20:5C:42:40:27:30,Safety_Controller,Rosemount,Safety_Controller-666,true,true,false,false,false,Role-Based,3,1,2025-11-08,96,v21.11,HART-IP
192.168.31.74,Safe-1643,54:5A:56:34:C:4F,Safety_Controller,ABB,Safety_Controller-739,true,true,false,false,true,Role-Based,1,0,2025-11-05,96,v14.3,Unknown
192.168.31.52,DEVICE-192-168-31-52,46:47:1F:1C:15:53,PLC,Siemens,Model-2164,true,true,false,true,true,Role-Based,3,0,2025-11-04,66,v16.0,EtherNet/IP
192.168.59.75,Gate-1622,1D:58:5A:5E:48:30,Gateway,Rosemount,Gateway-310,false,false,false,false,true,None,4,2,2025-11-08,93,v5.0,Unknown
192.168.156.11,DEVICE-192-168-156-11,3D:2A:11:3B:44:46,Analyzer,ABB,Analyzer-496,true,true,false,false,true,Role-Based,0,0,2025-11-06,64,R511.5,Modbus TCP
192.168.130.182,DEV-014,29:36:20:39:2A:25,Engineering_Workstation,Honeywell,Model-1984,true,true,false,true,true,Role-Based,0,0,2025-11-08,66,R511.5,Profinet
192.168.206.37,,32:12:27:47:39:49,DCS,ABB,Model-4553,true,true,false,true,true,Role-Based,3,0,2025-11-08,90,v4.5.2,EtherNet/IP
192.168.244.57,DEVICE-192-168-244-57,49:26:19:21:2E:21,Engineering_Workstation,Yokogawa,Model-6231,true,true,false,false,false,Role-Based,1,0,2025-11-06,79,v21.11,Modbus TCP
192.168.90.197,DEV-541,4C:23:36:60:23:4C,SCADA,Schneider,Model-8949,true,true,false,true,true,Basic,1,0,2025-11-07,71,v2.8.3,Profinet
192.168.202.204,VFD-6178,17:44:54:3F:4F:43,VFD,Generic,Unknown,true,true,false,false,false,Role-Based,1,0,2025-11-08,82,v1.2.3,Modbus TCP
192.168.26.138,,1F:21:15:35:C:61,IP_Camera,ABB,IP_Camera-331,true,true,false,true,true,Basic,0,0,2025-11-07,68,R511.5,Modbus TCP
192.168.209.49,Gate-1806,3E:4B:21:62:28:48,Gateway,Schneider,Gateway-719,true,false,false,false,true,Basic,2,1,2025-11-09,84,Unknown,HART-IP
192.168.49.217,Anal-8667,59:52:F:1F:53:37,Analyzer,Schneider,Analyzer-582,true,true,false,true,true,Role-Based,2,1,2025-11-03,75,v4.5.2,Modbus TCP
192.168.97.24,DEVICE-192-168-97-24,29:23:61:15:13:11,Switch,Siemens,Switch-497,true,true,true,false,true,Role-Based,0,0,2025-11-03,68,Unknown,HART-IP
192.168.46.118,DEVICE-192-168-46-118,13:50:16:3A:4D:1D,Controller,Schneider,Model-8125,true,true,false,false,true,Role-Based,3,1,2025-11-10,88,v16.0,EtherNet/IP
192.168.84.174,DEVICE-192-168-84-174,18:31:11:54:15:F,Switch,Emerson,Switch-676,false,false,false,false,false,None,9,5,2025-11-07,69,R4.03,Modbus TCP
192.168.148.11,Swit-2075,F:3B:18:17:2F:62,Switch,Schneider,Switch-377,true,true,false,false,false,Role-Based,0,0,2025-11-03,68,v4.5.2,HART-IP
192.168.239.164,DEVICE-192-168-239-164,A:1C:12:2D:4D:62,Safety_Controller,Siemens,Safety_Controller-417,true,true,false,false,true,Role-Based,3,1,2025-11-04,69,v2.8.3,Modbus TCP
192.168.159.108,DEVICE-192-168-159-108,11:60:35:48:5D:47,Safety_Controller,Generic,Unknown,false,false,false,false,true,None,6,0,2025-11-09,82,v21.11,Unknown
192.168.24.89,IP_C-2051,4B:29:55:4F:44:59,IP_Camera,Yokogawa,IP_Camera-552,false,false,false,false,true,None,8,4,2025-11-03,90,R4.03,Unknown
192.168.127.115,VFD-4448,41:1D:4F:58:61:28,VFD,Generic,Unknown,true,true,false,false,true,Basic,1,0,2025-11-10,86,Unknown,HART-IP
192.168.163.96,DEVICE-192-168-163-96,F:34:2F:5C:2D:46,DCS,Schneider,Model-4349,true,true,true,true,true,Role-Based,2,0,2025-11-08,66,v5.0,EtherNet/IP
192.168.25.68,Prot-2706,34:41:2B:10:2E:18,Protocol_Converter,Endress+Hauser,Protocol_Converter-579,true,true,false,false,true,Role-Based,2,1,2025-11-04,91,v20.19,HART-IP
