asset_id,plant,unit,instrument_type,oem,model,last_patch_date,maintenance_status,next_maintenance,criticality
"PAI-019","Texas Assembly","Paint Shop","HMI Station","KUKA","HMIStation-9414","2025-09-29","Overdue","2026-01-03","Critical"
"PAI-020","Texas Assembly","Paint Shop","SCADA System","KUKA","SCADASystem-2534","2025-03-28","Current","2026-01-06","Critical"
"PAI-021","Texas Assembly","Paint Shop","Welding Controller","Fanuc","WeldingController-2870","2025-07-22","Overdue","2025-12-04","Critical"
"PAI-022","Texas Assembly","Paint Shop","Paint Controller","KUKA","PaintController-6431","2025-03-04","Overdue","2026-01-09","Critical"
"PAI-023","Texas Assembly","Paint Shop","Welding Controller","ABB","WeldingController-2812","2025-08-20","Overdue","2026-01-06","Critical"
"PAI-026","Texas Assembly","Paint Shop","Welding Controller","Rockwell","WeldingController-7000","2025-09-12","Current","2026-01-21","Critical"
"PAI-028","Texas Assembly","Paint Shop","SCADA System","Rockwell","SCADASystem-9867","2025-03-13","Current","2025-12-10","Critical"
"PAI-029","Texas Assembly","Paint Shop","Robot Controller","Rockwell","RobotController-2187","2025-06-15","Overdue","2026-01-20","Critical"
"PAI-030","Texas Assembly","Paint Shop","Welding Controller","Siemens","WeldingController-1468","2025-01-01","Current","2026-01-22","Critical"
"PAI-031","Texas Assembly","Paint Shop","Paint Robot","Rockwell","PaintRobot-9931","2024-11-03","Current","2025-12-19","Critical"
"PAI-032","Texas Assembly","Paint Shop","Welding Robot","Rockwell","WeldingRobot-8217","2025-01-03","Overdue","2025-12-26","Critical"
"PAI-033","Texas Assembly","Paint Shop","Robot Controller","Rockwell","RobotController-7053","2024-12-30","Current","2025-10-29","Critical"
"PAI-034","Texas Assembly","Paint Shop","Conveyor Controller","Fanuc","ConveyorController-1977","2025-07-20","Current","2025-10-29","Critical"
"PAI-036","Texas Assembly","Paint Shop","Conveyor Controller","Siemens","ConveyorController-1832","2025-09-27","Overdue","2026-01-16","Critical"
"PAI-038","Texas Assembly","Paint Shop","Paint Robot","Rockwell","PaintRobot-9863","2025-08-31","Current","2025-12-04","Critical"
"PAI-039","Texas Assembly","Paint Shop","Assembly Robot","Rockwell","AssemblyRobot-8074","2025-02-09","Current","2026-01-20","Critical"
"PAI-040","Texas Assembly","Paint Shop","Paint Robot","Rockwell","PaintRobot-7538","2025-01-21","Overdue","2026-01-04","Critical"
"PAI-042","Texas Assembly","Paint Shop","HMI Station","KUKA","HMIStation-6913","2025-06-26","Overdue","2025-10-25","Critical"
"PAI-043","Texas Assembly","Paint Shop","Vision System","Rockwell","VisionSystem-9876","2025-03-12","Overdue","2025-11-17","Critical"
"PAI-044","Texas Assembly","Paint Shop","Vision System","Fanuc","VisionSystem-7818","2025-01-11","Current","2025-11-30","Critical"
"ASS-001","Texas Assembly","Assembly Line","Robot Controller","Siemens","RobotController-5175","2025-07-07","Current","2025-11-11","Critical"
"ASS-002","Texas Assembly","Assembly Line","Assembly Robot","KUKA","AssemblyRobot-1502","2025-10-22","Current","2025-11-07","Critical"
"ASS-004","Texas Assembly","Assembly Line","Safety PLC","Fanuc","SafetyPLC-9301","2025-01-25","Current","2025-12-17","Critical"
"ASS-005","Texas Assembly","Assembly Line","SCADA System","Siemens","SCADASystem-2066","2024-11-14","Current","2025-10-28","Critical"
"ASS-006","Texas Assembly","Assembly Line","Paint Controller","ABB","PaintController-9662","2024-12-26","Current","2026-01-16","Critical"
"ASS-007","Texas Assembly","Assembly Line","Assembly Robot","Rockwell","AssemblyRobot-1746","2024-12-14","Current","2025-11-30","Critical"
"ASS-008","Texas Assembly","Assembly Line","Quality Scanner","KUKA","QualityScanner-9577","2024-11-13","Current","2025-12-22","Critical"
"ASS-011","Texas Assembly","Assembly Line","Quality Scanner","Fanuc","QualityScanner-3456","2025-03-30","Current","2026-01-11","Critical"
"ASS-012","Texas Assembly","Assembly Line","Paint Robot","Rockwell","PaintRobot-1629","2025-10-01","Current","2025-12-01","Critical"
"ASS-014","Texas Assembly","Assembly Line","Robot Controller","Fanuc","RobotController-1034","2025-08-06","Overdue","2025-12-19","Critical"
"ASS-015","Texas Assembly","Assembly Line","Robot Controller","Siemens","RobotController-3806","2025-01-29","Current","2025-11-22","Critical"
"ASS-017","Texas Assembly","Assembly Line","Assembly Robot","Rockwell","AssemblyRobot-8610","2025-10-14","Overdue","2025-11-26","Critical"
"ASS-018","Texas Assembly","Assembly Line","HMI Station","Rockwell","HMIStation-3586","2024-11-23","Current","2025-12-08","Critical"
"ASS-019","Texas Assembly","Assembly Line","Assembly Robot","ABB","AssemblyRobot-5651","2025-09-01","Current","2025-11-11","Critical"
"ASS-022","Texas Assembly","Assembly Line","Assembly Robot","Fanuc","AssemblyRobot-3164","2025-03-29","Current","2025-11-27","Critical"
"ASS-023","Texas Assembly","Assembly Line","Robot Controller","ABB","RobotController-2121","2025-02-23","Current","2025-12-14","Critical"
"POW-001","Texas Assembly","Powertrain","Welding Robot","Rockwell","WeldingRobot-7359","2025-10-12","Current","2025-12-05","Medium"
"POW-002","Texas Assembly","Powertrain","Assembly Robot","Rockwell","AssemblyRobot-1062","2025-02-11","Current","2025-12-30","Medium"
"POW-003","Texas Assembly","Powertrain","Assembly Robot","Rockwell","AssemblyRobot-7568","2025-06-20","Current","2025-11-16","Medium"
"POW-004","Texas Assembly","Powertrain","SCADA System","KUKA","SCADASystem-9086","2025-05-03","Current","2025-12-30","Medium"
"POW-005","Texas Assembly","Powertrain","Paint Robot","Rockwell","PaintRobot-2996","2025-04-07","Overdue","2026-01-06","Medium"
"POW-006","Texas Assembly","Powertrain","Welding Controller","Fanuc","WeldingController-6841","2025-06-01","Overdue","2025-12-05","Medium"
"POW-007","Texas Assembly","Powertrain","Paint Robot","KUKA","PaintRobot-1419","2025-05-11","Current","2025-11-02","Medium"
"POW-008","Texas Assembly","Powertrain","Quality Scanner","Siemens","QualityScanner-8825","2024-11-04","Current","2025-11-15","Medium"
"POW-009","Texas Assembly","Powertrain","Conveyor Controller","Fanuc","ConveyorController-2887","2025-07-27","Current","2025-10-29","Medium"
"POW-010","Texas Assembly","Powertrain","Welding Robot","Rockwell","WeldingRobot-1696","2025-02-01","Current","2025-12-11","Medium"
"POW-011","Texas Assembly","Powertrain","Paint Controller","Siemens","PaintController-8640","2025-06-17","Current","2025-12-02","Medium"
"POW-012","Texas Assembly","Powertrain","Safety PLC","Fanuc","SafetyPLC-4499","2025-08-26","Overdue","2026-01-19","Medium"
"POW-013","Texas Assembly","Powertrain","Robot Controller","Siemens","RobotController-3228","2025-07-15","Current","2026-01-02","Medium"
"POW-014","Texas Assembly","Powertrain","SCADA System","Fanuc","SCADASystem-8103","2025-10-19","Current","2025-11-30","Medium"
"POW-016","Texas Assembly","Powertrain","Vision System","ABB","VisionSystem-5961","2025-04-13","Current","2025-11-12","Medium"
"POW-019","Texas Assembly","Powertrain","Welding Controller","Siemens","WeldingController-5783","2025-01-04","Current","2025-11-23","Medium"
"POW-020","Texas Assembly","Powertrain","Paint Controller","ABB","PaintController-2167","2025-02-13","Current","2025-12-08","Medium"
"POW-022","Texas Assembly","Powertrain","Welding Controller","Fanuc","WeldingController-2851","2025-02-28","Overdue","2025-12-09","Medium"
"POW-023","Texas Assembly","Powertrain","Welding Robot","Siemens","WeldingRobot-2547","2024-12-21","Overdue","2026-01-06","Medium"
"POW-024","Texas Assembly","Powertrain","Paint Robot","KUKA","PaintRobot-4183","2025-03-13","Current","2025-12-19","Medium"
"POW-025","Texas Assembly","Powertrain","Vision System","Rockwell","VisionSystem-6967","2025-08-26","Current","2025-12-28","Medium"
"POW-026","Texas Assembly","Powertrain","SCADA System","Rockwell","SCADASystem-1378","2025-03-25","Current","2025-12-28","Medium"
"POW-027","Texas Assembly","Powertrain","Robot Controller","Siemens","RobotController-4753","2025-02-07","Current","2025-12-16","Medium"
"POW-028","Texas Assembly","Powertrain","Safety PLC","Siemens","SafetyPLC-7600","2025-10-14","Current","2025-11-17","Medium"
"POW-029","Texas Assembly","Powertrain","Safety PLC","KUKA","SafetyPLC-7447","2025-07-07","Overdue","2026-01-22","Medium"
"POW-030","Texas Assembly","Powertrain","Safety PLC","Fanuc","SafetyPLC-8160","2025-02-26","Current","2025-12-20","Medium"
"POW-032","Texas Assembly","Powertrain","Conveyor Controller","KUKA","ConveyorController-5961","2025-07-25","Current","2026-01-02","Medium"
"POW-033","Texas Assembly","Powertrain","Safety PLC","ABB","SafetyPLC-6716","2025-02-26","Current","2026-01-12","Medium"
"POW-034","Texas Assembly","Powertrain","HMI Station","Siemens","HMIStation-6572","2024-10-27","Current","2025-12-01","Medium"
"POW-035","Texas Assembly","Powertrain","Quality Scanner","Rockwell","QualityScanner-3002","2025-07-03","Current","2026-01-19","Medium"
"POW-036","Texas Assembly","Powertrain","Quality Scanner","Rockwell","QualityScanner-4430","2025-09-19","Overdue","2026-01-12","Medium"
"POW-038","Texas Assembly","Powertrain","HMI Station","Fanuc","HMIStation-7926","2025-04-26","Current","2025-11-17","Medium"
"POW-039","Texas Assembly","Powertrain","Paint Robot","Rockwell","PaintRobot-6269","2025-09-03","Current","2025-11-24","Medium"
"POW-040","Texas Assembly","Powertrain","Assembly Robot","Rockwell","AssemblyRobot-4308","2025-02-18","Overdue","2025-10-30","Medium"
"POW-041","Texas Assembly","Powertrain","Quality Scanner","KUKA","QualityScanner-9358","2025-08-17","Current","2025-12-30","Medium"
"POW-046","Texas Assembly","Powertrain","Paint Controller","Fanuc","PaintController-9895","2024-12-20","Overdue","2026-01-12","Medium"
"POW-047","Texas Assembly","Powertrain","Robot Controller","Siemens","RobotController-2769","2024-11-15","Current","2026-01-16","Medium"
"POW-048","Texas Assembly","Powertrain","Vision System","Siemens","VisionSystem-2685","2025-06-15","Current","2025-11-19","Medium"
"POW-049","Texas Assembly","Powertrain","Safety PLC","ABB","SafetyPLC-1926","2025-08-18","Current","2025-10-26","Medium"
"POW-050","Texas Assembly","Powertrain","Paint Robot","Siemens","PaintRobot-4591","2025-05-16","Overdue","2025-12-04","Medium"
"POW-051","Texas Assembly","Powertrain","Safety PLC","KUKA","SafetyPLC-8033","2025-09-20","Overdue","2025-11-20","Medium"
"POW-052","Texas Assembly","Powertrain","Welding Robot","Siemens","WeldingRobot-9595","2024-12-05","Current","2026-01-10","Medium"
"POW-053","Texas Assembly","Powertrain","Quality Scanner","Rockwell","QualityScanner-7126","2025-06-10","Current","2025-12-31","Medium"
"POW-054","Texas Assembly","Powertrain","Welding Robot","Rockwell","WeldingRobot-8594","2025-09-27","Current","2026-01-20","Medium"
"POW-055","Texas Assembly","Powertrain","Welding Robot","Rockwell","WeldingRobot-6084","2025-10-06","Current","2025-12-08","Medium"
"POW-056","Texas Assembly","Powertrain","Welding Controller","ABB","WeldingController-4624","2025-08-13","Overdue","2025-11-24","Medium"
"QUA-001","Texas Assembly","Quality Control","Vision System","Rockwell","VisionSystem-6460","2025-03-27","Current","2025-11-29","High"
"QUA-002","Texas Assembly","Quality Control","Conveyor Controller","Rockwell","ConveyorController-1847","2025-02-03","Overdue","2025-11-14","High"
"QUA-003","Texas Assembly","Quality Control","Quality Scanner","Siemens","QualityScanner-3321","2024-12-11","Current","2025-12-18","High"
"QUA-004","Texas Assembly","Quality Control","SCADA System","ABB","SCADASystem-6440","2025-02-24","Current","2025-12-25","High"
"QUA-005","Texas Assembly","Quality Control","Vision System","Rockwell","VisionSystem-4014","2025-08-02","Overdue","2025-11-29","High"
"QUA-006","Texas Assembly","Quality Control","Quality Scanner","ABB","QualityScanner-2370","2025-04-21","Overdue","2025-12-30","High"
"QUA-007","Texas Assembly","Quality Control","HMI Station","KUKA","HMIStation-1861","2025-01-17","Current","2025-11-06","High"
"QUA-008","Texas Assembly","Quality Control","Assembly Robot","Rockwell","AssemblyRobot-9954","2025-08-06","Current","2026-01-11","High"
"QUA-009","Texas Assembly","Quality Control","HMI Station","ABB","HMIStation-8211","2025-09-15","Current","2025-10-30","High"
"QUA-011","Texas Assembly","Quality Control","Assembly Robot","Siemens","AssemblyRobot-7079","2024-11-15","Current","2025-12-22","High"
"QUA-012","Texas Assembly","Quality Control","Conveyor Controller","Rockwell","ConveyorController-6793","2025-03-08","Overdue","2026-01-04","High"
"QUA-013","Texas Assembly","Quality Control","Paint Robot","Rockwell","PaintRobot-8056","2025-06-11","Current","2025-12-11","High"
"QUA-014","Texas Assembly","Quality Control","Safety PLC","Fanuc","SafetyPLC-2883","2025-10-05","Overdue","2026-01-11","High"
"QUA-015","Texas Assembly","Quality Control","Vision System","KUKA","VisionSystem-8696","2025-05-22","Current","2025-12-02","High"
"QUA-016","Texas Assembly","Quality Control","Conveyor Controller","Siemens","ConveyorController-6419","2025-03-28","Current","2025-12-28","High"
"QUA-018","Texas Assembly","Quality Control","Safety PLC","Rockwell","SafetyPLC-5856","2025-05-10","Current","2026-01-15","High"
"QUA-020","Texas Assembly","Quality Control","SCADA System","ABB","SCADASystem-3352","2025-04-19","Current","2025-11-30","High"
"QUA-021","Texas Assembly","Quality Control","Safety PLC","KUKA","SafetyPLC-5598","2025-09-13","Current","2026-01-17","High"
"QUA-022","Texas Assembly","Quality Control","Paint Controller","Rockwell","PaintController-5017","2025-03-21","Current","2025-11-11","High"
"QUA-023","Texas Assembly","Quality Control","Welding Robot","Rockwell","WeldingRobot-7868","2024-11-18","Current","2025-11-26","High"
"QUA-024","Texas Assembly","Quality Control","Quality Scanner","KUKA","QualityScanner-2937","2025-07-16","Current","2025-12-28","High"
"QUA-026","Texas Assembly","Quality Control","Robot Controller","KUKA","RobotController-5300","2025-08-07","Current","2025-11-24","High"
"QUA-027","Texas Assembly","Quality Control","Conveyor Controller","ABB","ConveyorController-5415","2025-10-22","Current","2026-01-05","High"
"QUA-029","Texas Assembly","Quality Control","Paint Controller","KUKA","PaintController-3770","2025-04-21","Current","2025-10-27","High"
"QUA-033","Texas Assembly","Quality Control","Conveyor Controller","Rockwell","ConveyorController-9552","2024-11-06","Overdue","2025-11-11","High"
"QUA-034","Texas Assembly","Quality Control","Paint Robot","Siemens","PaintRobot-7115","2025-03-25","Current","2025-11-12","High"
"QUA-035","Texas Assembly","Quality Control","HMI Station","Siemens","HMIStation-6066","2024-11-08","Overdue","2025-10-28","High"
"QUA-036","Texas Assembly","Quality Control","Safety PLC","Fanuc","SafetyPLC-4278","2025-09-06","Current","2025-11-08","High"
"QUA-037","Texas Assembly","Quality Control","Paint Controller","KUKA","PaintController-7180","2024-12-07","Overdue","2025-12-22","High"
"QUA-038","Texas Assembly","Quality Control","Paint Robot","Fanuc","PaintRobot-6763","2024-12-28","Current","2025-11-24","High"
"QUA-042","Texas Assembly","Quality Control","Robot Controller","ABB","RobotController-2621","2025-09-01","Current","2025-12-13","High"
"QUA-043","Texas Assembly","Quality Control","Quality Scanner","Rockwell","QualityScanner-5901","2025-06-05","Current","2025-11-11","High"
"QUA-044","Texas Assembly","Quality Control","HMI Station","ABB","HMIStation-8279","2025-02-21","Overdue","2025-11-21","High"
"QUA-046","Texas Assembly","Quality Control","Quality Scanner","Rockwell","QualityScanner-2518","2024-12-23","Overdue","2026-01-17","High"
"QUA-047","Texas Assembly","Quality Control","Quality Scanner","Fanuc","QualityScanner-2040","2025-07-20","Current","2025-11-11","High"
"QUA-048","Texas Assembly","Quality Control","Welding Controller","KUKA","WeldingController-3445","2025-05-16","Current","2026-01-17","High"
"QUA-050","Texas Assembly","Quality Control","HMI Station","Rockwell","HMIStation-7208","2025-09-09","Overdue","2025-10-27","High"
"QUA-051","Texas Assembly","Quality Control","Safety PLC","Siemens","SafetyPLC-3049","2025-08-28","Current","2025-12-04","High"
"QUA-052","Texas Assembly","Quality Control","SCADA System","KUKA","SCADASystem-7633","2025-01-18","Overdue","2025-11-15","High"
"QUA-053","Texas Assembly","Quality Control","Conveyor Controller","KUKA","ConveyorController-6170","2025-09-04","Overdue","2025-11-23","High"
"QUA-054","Texas Assembly","Quality Control","Paint Controller","Siemens","PaintController-9187","2024-12-12","Current","2025-12-28","High"
"QUA-055","Texas Assembly","Quality Control","Vision System","Fanuc","VisionSystem-9222","2024-11-13","Overdue","2025-10-26","High"
"QUA-056","Texas Assembly","Quality Control","Conveyor Controller","ABB","ConveyorController-3325","2025-04-27","Current","2026-01-15","High"
"QUA-057","Texas Assembly","Quality Control","SCADA System","Rockwell","SCADASystem-1862","2025-04-06","Overdue","2025-10-30","High"
"QUA-058","Texas Assembly","Quality Control","Assembly Robot","KUKA","AssemblyRobot-5227","2025-07-01","Overdue","2025-11-03","High"
"QUA-060","Texas Assembly","Quality Control","SCADA System","KUKA","SCADASystem-4001","2024-10-25","Current","2025-12-17","High"
"QUA-061","Texas Assembly","Quality Control","Paint Controller","Fanuc","PaintController-3386","2025-02-27","Overdue","2025-12-30","High"
"QUA-062","Texas Assembly","Quality Control","Welding Controller","Fanuc","WeldingController-5594","2025-02-23","Current","2025-12-17","High"
"QUA-063","Texas Assembly","Quality Control","Assembly Robot","Rockwell","AssemblyRobot-3774","2025-03-02","Current","2025-12-03","High"
"QUA-064","Texas Assembly","Quality Control","Robot Controller","Fanuc","RobotController-9913","2025-10-14","Current","2025-12-06","High"
"QUA-065","Texas Assembly","Quality Control","SCADA System","KUKA","SCADASystem-5192","2025-06-08","Current","2025-11-19","High"
"QUA-066","Texas Assembly","Quality Control","Welding Robot","ABB","WeldingRobot-2653","2024-10-26","Current","2025-11-24","High"
"STA-001","Texas Assembly","Stamping","SCADA System","Fanuc","SCADASystem-6257","2025-05-19","Overdue","2025-10-27","Medium"
"STA-002","Texas Assembly","Stamping","Paint Controller","Rockwell","PaintController-8773","2025-09-20","Overdue","2025-11-03","Medium"
"STA-003","Texas Assembly","Stamping","Conveyor Controller","KUKA","ConveyorController-6938","2025-01-05","Overdue","2025-12-22","Medium"
"STA-004","Texas Assembly","Stamping","Assembly Robot","Rockwell","AssemblyRobot-2959","2025-03-24","Current","2026-01-13","Medium"
"STA-005","Texas Assembly","Stamping","HMI Station","Siemens","HMIStation-5146","2025-05-28","Overdue","2025-11-30","Medium"
"STA-006","Texas Assembly","Stamping","Conveyor Controller","Siemens","ConveyorController-7279","2025-07-25","Overdue","2026-01-03","Medium"
"STA-007","Texas Assembly","Stamping","Quality Scanner","Rockwell","QualityScanner-1501","2025-09-25","Overdue","2025-11-17","Medium"
"STA-008","Texas Assembly","Stamping","Safety PLC","Fanuc","SafetyPLC-9558","2024-12-28","Overdue","2025-12-28","Medium"
"STA-012","Texas Assembly","Stamping","Welding Robot","KUKA","WeldingRobot-6112","2025-02-22","Overdue","2025-12-03","Medium"
"STA-013","Texas Assembly","Stamping","Safety PLC","Siemens","SafetyPLC-3192","2025-05-24","Overdue","2025-12-28","Medium"
"STA-014","Texas Assembly","Stamping","Welding Controller","Fanuc","WeldingController-2352","2025-06-08","Current","2025-11-05","Medium"
"STA-015","Texas Assembly","Stamping","Paint Controller","Siemens","PaintController-7679","2025-02-20","Overdue","2025-12-07","Medium"
"STA-017","Texas Assembly","Stamping","Assembly Robot","Siemens","AssemblyRobot-2311","2025-04-29","Current","2025-12-18","Medium"
"STA-018","Texas Assembly","Stamping","Conveyor Controller","Siemens","ConveyorController-7315","2025-08-20","Current","2025-12-22","Medium"
"STA-019","Texas Assembly","Stamping","HMI Station","Fanuc","HMIStation-6763","2025-02-06","Current","2025-11-26","Medium"
"STA-021","Texas Assembly","Stamping","Assembly Robot","Rockwell","AssemblyRobot-9769","2024-11-23","Overdue","2025-11-17","Medium"
"STA-023","Texas Assembly","Stamping","Robot Controller","Rockwell","RobotController-6076","2025-06-12","Current","2025-11-02","Medium"
"STA-024","Texas Assembly","Stamping","Assembly Robot","Fanuc","AssemblyRobot-6728","2025-05-20","Overdue","2025-12-07","Medium"
"STA-025","Texas Assembly","Stamping","Paint Robot","ABB","PaintRobot-1793","2025-05-06","Current","2025-11-23","Medium"
"STA-029","Texas Assembly","Stamping","Paint Controller","ABB","PaintController-9293","2024-12-07","Current","2025-12-29","Medium"
"STA-035","Texas Assembly","Stamping","Paint Controller","ABB","PaintController-4272","2025-05-22","Current","2026-01-20","Medium"
"STA-036","Texas Assembly","Stamping","Quality Scanner","KUKA","QualityScanner-3494","2025-07-01","Current","2025-12-17","Medium"
"STA-037","Texas Assembly","Stamping","Vision System","Siemens","VisionSystem-1451","2025-03-30","Current","2025-11-04","Medium"
"STA-038","Texas Assembly","Stamping","Safety PLC","KUKA","SafetyPLC-6419","2025-03-05","Current","2025-12-28","Medium"
"STA-039","Texas Assembly","Stamping","Welding Controller","ABB","WeldingController-5008","2025-05-29","Current","2025-12-20","Medium"
"STA-040","Texas Assembly","Stamping","SCADA System","ABB","SCADASystem-9151","2025-06-22","Overdue","2025-12-23","Medium"
"STA-041","Texas Assembly","Stamping","Paint Robot","KUKA","PaintRobot-8047","2024-11-14","Overdue","2025-11-21","Medium"
"STA-042","Texas Assembly","Stamping","Vision System","Fanuc","VisionSystem-7159","2024-12-28","Current","2025-12-29","Medium"
"STA-043","Texas Assembly","Stamping","Welding Robot","Rockwell","WeldingRobot-7256","2025-09-16","Current","2026-01-06","Medium"
"STA-044","Texas Assembly","Stamping","Robot Controller","Rockwell","RobotController-5704","2024-12-19","Current","2025-11-07","Medium"
"STA-047","Texas Assembly","Stamping","Quality Scanner","Fanuc","QualityScanner-6845","2025-09-04","Overdue","2026-01-15","Medium"
"STA-048","Texas Assembly","Stamping","Assembly Robot","KUKA","AssemblyRobot-2030","2024-12-09","Current","2025-12-12","Medium"
