asset_id,asset_name,asset_type,parent_unit,process_function,criticality,business_impact,failure_consequence,location,manufacturer,model
A0350,CCR-VALVE_CONTROL-005,VALVE_CONTROL,CCR,Flow_Control,High,High,Production_Impact,CCR-H34,Grundfos,Grundfos_VALVE_CONTROL_428
A0351,CCR-VALVE_CONTROL-006,VALVE_CONTROL,CCR,Flow_Control,High,High,Production_Impact,CCR-O25,Honeywell,Honeywell_VALVE_CONTROL_166
A0352,CCR-VALVE_CONTROL-007,VALVE_CONTROL,CCR,Flow_Control,High,High,Production_Impact,CCR-K25,Sulzer,Sulzer_VALVE_CONTROL_541
A0353,CCR-ANALYZER-001,ANALYZER,CCR,Quality_Measurement,Medium,Medium,Maintenance_Required,CCR-X95,Siemens,Siemens_ANALYZER_878
A0354,CCR-ANALYZER-002,ANALYZER,CCR,Quality_Measurement,Medium,Low,Maintenance_Required,CCR-N36,GE,GE_ANALYZER_840
A0355,CCR-ANALYZER-003,ANALYZER,CCR,Quality_Measurement,Medium,Medium,Maintenance_Required,CCR-S56,KSB,KSB_ANALYZER_159
A0356,CCR-ANALYZER-004,ANALYZER,CCR,Quality_Measurement,Medium,Low,Maintenance_Required,CCR-J11,Grundfos,Grundfos_ANALYZER_677
A0357,CCR-ANALYZER-005,ANALYZER,CCR,Quality_Measurement,Medium,Medium,Maintenance_Required,CCR-N28,KSB,KSB_ANALYZER_555
A0358,CCR-ANALYZER-006,ANALYZER,CCR,Quality_Measurement,Medium,Low,Maintenance_Required,CCR-Z90,Honeywell,Honeywell_ANALYZER_691
A0359,CCR-ANALYZER-007,ANALYZER,CCR,Quality_Measurement,Medium,Low,Maintenance_Required,CCR-N35,KSB,KSB_ANALYZER_911
A0360,ALKYL-PUMP-001,PUMP,ALKYL,Fluid_Transport,High,High,Production_Impact,ALKYL-L67,GE,GE_PUMP_649
A0361,ALKYL-PUMP-002,PUMP,ALKYL,Fluid_Transport,High,High,Production_Impact,ALKYL-P84,Siemens,Siemens_PUMP_580
A0362,ALKYL-PUMP-003,PUMP,ALKYL,Fluid_Transport,High,High,Production_Impact,ALKYL-C35,Siemens,Siemens_PUMP_549
A0363,ALKYL-PUMP-004,PUMP,ALKYL,Fluid_Transport,High,High,Quality_Impact,ALKYL-I30,Grundfos,Grundfos_PUMP_894
A0364,ALKYL-PUMP-005,PUMP,ALKYL,Fluid_Transport,High,Medium,Production_Impact,ALKYL-Q90,Flowserve,Flowserve_PUMP_349
A0365,ALKYL-COMPRESSOR-001,COMPRESSOR,ALKYL,Gas_Compression,Critical,Very_High,Unit_Shutdown,ALKYL-B28,Siemens,Siemens_COMPRESSOR_362
A0366,ALKYL-COMPRESSOR-002,COMPRESSOR,ALKYL,Gas_Compression,Critical,Very_High,Production_Impact,ALKYL-J15,Sulzer,Sulzer_COMPRESSOR_808
A0367,ALKYL-COMPRESSOR-003,COMPRESSOR,ALKYL,Gas_Compression,Critical,High,Production_Impact,ALKYL-N69,KSB,KSB_COMPRESSOR_527
A0368,ALKYL-COMPRESSOR-004,COMPRESSOR,ALKYL,Gas_Compression,Critical,High,Production_Impact,ALKYL-I81,GE,GE_COMPRESSOR_662
A0369,ALKYL-COMPRESSOR-005,COMPRESSOR,ALKYL,Gas_Compression,Critical,High,Production_Impact,ALKYL-Y71,Grundfos,Grundfos_COMPRESSOR_273
A0370,ALKYL-COMPRESSOR-006,COMPRESSOR,ALKYL,Gas_Compression,Critical,Very_High,Unit_Shutdown,ALKYL-D49,Flowserve,Flowserve_COMPRESSOR_669
A0371,ALKYL-HEAT_EXCHANGER-001,HEAT_EXCHANGER,ALKYL,Heat_Transfer,Medium,Medium,Quality_Impact,ALKYL-E13,Honeywell,Honeywell_HEAT_EXCHANGER_138
A0372,ALKYL-HEAT_EXCHANGER-002,HEAT_EXCHANGER,ALKYL,Heat_Transfer,Medium,Low,Maintenance_Required,ALKYL-W97,Honeywell,Honeywell_HEAT_EXCHANGER_386
A0373,ALKYL-HEAT_EXCHANGER-003,HEAT_EXCHANGER,ALKYL,Heat_Transfer,Medium,Medium,Maintenance_Required,ALKYL-D99,Emerson,Emerson_HEAT_EXCHANGER_386
A0374,ALKYL-HEAT_EXCHANGER-004,HEAT_EXCHANGER,ALKYL,Heat_Transfer,Medium,Medium,Maintenance_Required,ALKYL-S46,Honeywell,Honeywell_HEAT_EXCHANGER_876
A0375,ALKYL-HEAT_EXCHANGER-005,HEAT_EXCHANGER,ALKYL,Heat_Transfer,Medium,Low,Quality_Impact,ALKYL-N44,Emerson,Emerson_HEAT_EXCHANGER_1087
A0376,ALKYL-HEAT_EXCHANGER-006,HEAT_EXCHANGER,ALKYL,Heat_Transfer,Medium,Medium,Maintenance_Required,ALKYL-E93,KSB,KSB_HEAT_EXCHANGER_187
A0377,ALKYL-HEAT_EXCHANGER-007,HEAT_EXCHANGER,ALKYL,Heat_Transfer,Medium,Low,Maintenance_Required,ALKYL-A97,Sulzer,Sulzer_HEAT_EXCHANGER_894
A0378,ALKYL-REACTOR-001,REACTOR,ALKYL,Chemical_Conversion,Critical,High,Unit_Shutdown,ALKYL-R46,Honeywell,Honeywell_REACTOR_753
A0379,ALKYL-REACTOR-002,REACTOR,ALKYL,Chemical_Conversion,Critical,Very_High,Production_Impact,ALKYL-V70,KSB,KSB_REACTOR_601
A0380,ALKYL-REACTOR-003,REACTOR,ALKYL,Chemical_Conversion,Critical,High,Unit_Shutdown,ALKYL-V89,Flowserve,Flowserve_REACTOR_709
A0381,ALKYL-REACTOR-004,REACTOR,ALKYL,Chemical_Conversion,Critical,High,Production_Impact,ALKYL-T56,Siemens,Siemens_REACTOR_809
A0382,ALKYL-REACTOR-005,REACTOR,ALKYL,Chemical_Conversion,Critical,Very_High,Production_Impact,ALKYL-L44,Flowserve,Flowserve_REACTOR_287
A0383,ALKYL-REACTOR-006,REACTOR,ALKYL,Chemical_Conversion,Critical,High,Unit_Shutdown,ALKYL-Q27,KSB,KSB_REACTOR_1084
A0384,ALKYL-COLUMN-001,COLUMN,ALKYL,Separation,Critical,Very_High,Unit_Shutdown,ALKYL-X2,Siemens,Siemens_COLUMN_427
A0385,ALKYL-COLUMN-002,COLUMN,ALKYL,Separation,Critical,Very_High,Production_Impact,ALKYL-X9,Sulzer,Sulzer_COLUMN_1014
A0386,ALKYL-COLUMN-003,COLUMN,ALKYL,Separation,Critical,Very_High,Production_Impact,ALKYL-D32,KSB,KSB_COLUMN_688
A0387,ALKYL-COLUMN-004,COLUMN,ALKYL,Separation,Critical,Very_High,Unit_Shutdown,ALKYL-A62,Siemens,Siemens_COLUMN_900
A0388,ALKYL-COLUMN-005,COLUMN,ALKYL,Separation,Critical,High,Unit_Shutdown,ALKYL-N23,Sulzer,Sulzer_COLUMN_471
A0389,ALKYL-COLUMN-006,COLUMN,ALKYL,Separation,Critical,Very_High,Production_Impact,ALKYL-T41,Emerson,Emerson_COLUMN_879
A0390,ALKYL-FURNACE-001,FURNACE,ALKYL,Heat_Generation,Critical,High,Unit_Shutdown,ALKYL-D59,Sulzer,Sulzer_FURNACE_482
A0391,ALKYL-FURNACE-002,FURNACE,ALKYL,Heat_Generation,Critical,Very_High,Unit_Shutdown,ALKYL-Q52,Grundfos,Grundfos_FURNACE_778
A0392,ALKYL-FURNACE-003,FURNACE,ALKYL,Heat_Generation,Critical,High,Unit_Shutdown,ALKYL-C87,Grundfos,Grundfos_FURNACE_930
A0393,ALKYL-FURNACE-004,FURNACE,ALKYL,Heat_Generation,Critical,High,Production_Impact,ALKYL-A91,Siemens,Siemens_FURNACE_857
A0394,ALKYL-FURNACE-005,FURNACE,ALKYL,Heat_Generation,Critical,High,Unit_Shutdown,ALKYL-V60,Grundfos,Grundfos_FURNACE_711
A0395,ALKYL-VALVE_CONTROL-001,VALVE_CONTROL,ALKYL,Flow_Control,High,Medium,Quality_Impact,ALKYL-N50,Grundfos,Grundfos_VALVE_CONTROL_307
A0396,ALKYL-VALVE_CONTROL-002,VALVE_CONTROL,ALKYL,Flow_Control,High,Medium,Quality_Impact,ALKYL-T49,GE,GE_VALVE_CONTROL_418
A0397,ALKYL-VALVE_CONTROL-003,VALVE_CONTROL,ALKYL,Flow_Control,High,Medium,Production_Impact,ALKYL-U89,KSB,KSB_VALVE_CONTROL_197
A0398,ALKYL-VALVE_CONTROL-004,VALVE_CONTROL,ALKYL,Flow_Control,High,High,Production_Impact,ALKYL-K55,Flowserve,Flowserve_VALVE_CONTROL_626
A0399,ALKYL-VALVE_CONTROL-005,VALVE_CONTROL,ALKYL,Flow_Control,High,High,Quality_Impact,ALKYL-R29,Grundfos,Grundfos_VALVE_CONTROL_736
A0400,ALKYL-VALVE_CONTROL-006,VALVE_CONTROL,ALKYL,Flow_Control,High,High,Production_Impact,ALKYL-H48,Siemens,Siemens_VALVE_CONTROL_360
A0401,ALKYL-VALVE_CONTROL-007,VALVE_CONTROL,ALKYL,Flow_Control,High,Medium,Quality_Impact,ALKYL-N72,Honeywell,Honeywell_VALVE_CONTROL_325
A0402,ALKYL-ANALYZER-001,ANALYZER,ALKYL,Quality_Measurement,Medium,Low,Maintenance_Required,ALKYL-K77,Honeywell,Honeywell_ANALYZER_147
A0403,ALKYL-ANALYZER-002,ANALYZER,ALKYL,Quality_Measurement,Medium,Medium,Quality_Impact,ALKYL-N95,GE,GE_ANALYZER_179
A0404,ALKYL-ANALYZER-003,ANALYZER,ALKYL,Quality_Measurement,Medium,Low,Quality_Impact,ALKYL-U75,Flowserve,Flowserve_ANALYZER_363
A0405,ALKYL-ANALYZER-004,ANALYZER,ALKYL,Quality_Measurement,Medium,Medium,Maintenance_Required,ALKYL-M35,KSB,KSB_ANALYZER_655
A0406,ALKYL-ANALYZER-005,ANALYZER,ALKYL,Quality_Measurement,Medium,Medium,Maintenance_Required,ALKYL-S7,Sulzer,Sulzer_ANALYZER_829
A0407,ALKYL-ANALYZER-006,ANALYZER,ALKYL,Quality_Measurement,Medium,Low,Quality_Impact,ALKYL-R2,Grundfos,Grundfos_ANALYZER_745
A0408,UTILITIES-PUMP-001,PUMP,UTILITIES,Fluid_Transport,High,High,Production_Impact,UTILITIES-X63,Emerson,Emerson_PUMP_349
A0409,UTILITIES-PUMP-002,PUMP,UTILITIES,Fluid_Transport,High,Medium,Quality_Impact,UTILITIES-X39,Flowserve,Flowserve_PUMP_589
A0410,UTILITIES-PUMP-003,PUMP,UTILITIES,Fluid_Transport,High,High,Production_Impact,UTILITIES-P24,Flowserve,Flowserve_PUMP_806
A0411,UTILITIES-PUMP-004,PUMP,UTILITIES,Fluid_Transport,High,High,Production_Impact,UTILITIES-I55,KSB,KSB_PUMP_297
A0412,UTILITIES-PUMP-005,PUMP,UTILITIES,Fluid_Transport,High,Medium,Production_Impact,UTILITIES-Q18,GE,GE_PUMP_988
A0413,UTILITIES-PUMP-006,PUMP,UTILITIES,Fluid_Transport,High,High,Production_Impact,UTILITIES-Z47,Emerson,Emerson_PUMP_931
A0414,UTILITIES-PUMP-007,PUMP,UTILITIES,Fluid_Transport,High,High,Production_Impact,UTILITIES-Z7,GE,GE_PUMP_795
A0415,UTILITIES-PUMP-008,PUMP,UTILITIES,Fluid_Transport,High,High,Quality_Impact,UTILITIES-B72,Flowserve,Flowserve_PUMP_181
A0416,UTILITIES-PUMP-009,PUMP,UTILITIES,Fluid_Transport,High,Medium,Production_Impact,UTILITIES-U67,Grundfos,Grundfos_PUMP_569
A0417,UTILITIES-PUMP-010,PUMP,UTILITIES,Fluid_Transport,High,High,Quality_Impact,UTILITIES-W22,KSB,KSB_PUMP_662
A0418,UTILITIES-PUMP-011,PUMP,UTILITIES,Fluid_Transport,High,High,Production_Impact,UTILITIES-B19,Grundfos,Grundfos_PUMP_394
A0419,UTILITIES-COMPRESSOR-001,COMPRESSOR,UTILITIES,Gas_Compression,Critical,High,Unit_Shutdown,UTILITIES-B6,GE,GE_COMPRESSOR_952
A0420,UTILITIES-COMPRESSOR-002,COMPRESSOR,UTILITIES,Gas_Compression,Critical,Very_High,Unit_Shutdown,UTILITIES-E17,Sulzer,Sulzer_COMPRESSOR_1080
A0421,UTILITIES-COMPRESSOR-003,COMPRESSOR,UTILITIES,Gas_Compression,Critical,Very_High,Unit_Shutdown,UTILITIES-L43,KSB,KSB_COMPRESSOR_440
A0422,UTILITIES-COMPRESSOR-004,COMPRESSOR,UTILITIES,Gas_Compression,Critical,Very_High,Unit_Shutdown,UTILITIES-Y5,Honeywell,Honeywell_COMPRESSOR_794
A0423,UTILITIES-COMPRESSOR-005,COMPRESSOR,UTILITIES,Gas_Compression,Critical,Very_High,Production_Impact,UTILITIES-A38,KSB,KSB_COMPRESSOR_844
A0424,UTILITIES-COMPRESSOR-006,COMPRESSOR,UTILITIES,Gas_Compression,Critical,Very_High,Production_Impact,UTILITIES-S71,Grundfos,Grundfos_COMPRESSOR_803
A0425,UTILITIES-COMPRESSOR-007,COMPRESSOR,UTILITIES,Gas_Compression,Critical,High,Unit_Shutdown,UTILITIES-K12,Grundfos,Grundfos_COMPRESSOR_170
A0426,UTILITIES-COMPRESSOR-008,COMPRESSOR,UTILITIES,Gas_Compression,Critical,High,Unit_Shutdown,UTILITIES-P70,Honeywell,Honeywell_COMPRESSOR_868
A0427,UTILITIES-COMPRESSOR-009,COMPRESSOR,UTILITIES,Gas_Compression,Critical,Very_High,Production_Impact,UTILITIES-I97,Flowserve,Flowserve_COMPRESSOR_365
A0428,UTILITIES-COMPRESSOR-010,COMPRESSOR,UTILITIES,Gas_Compression,Critical,High,Unit_Shutdown,UTILITIES-I82,GE,GE_COMPRESSOR_627
A0429,UTILITIES-COMPRESSOR-011,COMPRESSOR,UTILITIES,Gas_Compression,Critical,Very_High,Unit_Shutdown,UTILITIES-T90,Honeywell,Honeywell_COMPRESSOR_1051
A0430,UTILITIES-COMPRESSOR-012,COMPRESSOR,UTILITIES,Gas_Compression,Critical,Very_High,Production_Impact,UTILITIES-P53,Sulzer,Sulzer_COMPRESSOR_481
A0431,UTILITIES-HEAT_EXCHANGER-001,HEAT_EXCHANGER,UTILITIES,Heat_Transfer,Medium,Low,Maintenance_Required,UTILITIES-B34,Honeywell,Honeywell_HEAT_EXCHANGER_774
A0432,UTILITIES-HEAT_EXCHANGER-002,HEAT_EXCHANGER,UTILITIES,Heat_Transfer,Medium,Low,Quality_Impact,UTILITIES-Y76,KSB,KSB_HEAT_EXCHANGER_1050
A0433,UTILITIES-HEAT_EXCHANGER-003,HEAT_EXCHANGER,UTILITIES,Heat_Transfer,Medium,Low,Maintenance_Required,UTILITIES-H11,Grundfos,Grundfos_HEAT_EXCHANGER_164
A0434,UTILITIES-HEAT_EXCHANGER-004,HEAT_EXCHANGER,UTILITIES,Heat_Transfer,Medium,Low,Quality_Impact,UTILITIES-B33,Emerson,Emerson_HEAT_EXCHANGER_761
A0435,UTILITIES-HEAT_EXCHANGER-005,HEAT_EXCHANGER,UTILITIES,Heat_Transfer,Medium,Low,Quality_Impact,UTILITIES-Q59,Siemens,Siemens_HEAT_EXCHANGER_769
A0436,UTILITIES-HEAT_EXCHANGER-006,HEAT_EXCHANGER,UTILITIES,Heat_Transfer,Medium,Low,Maintenance_Required,UTILITIES-Q88,GE,GE_HEAT_EXCHANGER_436
A0437,UTILITIES-HEAT_EXCHANGER-007,HEAT_EXCHANGER,UTILITIES,Heat_Transfer,Medium,Low,Maintenance_Required,UTILITIES-D25,GE,GE_HEAT_EXCHANGER_907
A0438,UTILITIES-HEAT_EXCHANGER-008,HEAT_EXCHANGER,UTILITIES,Heat_Transfer,Medium,Medium,Maintenance_Required,UTILITIES-T79,Sulzer,Sulzer_HEAT_EXCHANGER_956
A0439,UTILITIES-HEAT_EXCHANGER-009,HEAT_EXCHANGER,UTILITIES,Heat_Transfer,Medium,Medium,Maintenance_Required,UTILITIES-Z97,Flowserve,Flowserve_HEAT_EXCHANGER_366
A0440,UTILITIES-REACTOR-001,REACTOR,UTILITIES,Chemical_Conversion,Critical,High,Production_Impact,UTILITIES-B94,Flowserve,Flowserve_REACTOR_1014
A0441,UTILITIES-REACTOR-002,REACTOR,UTILITIES,Chemical_Conversion,Critical,Very_High,Unit_Shutdown,UTILITIES-T54,KSB,KSB_REACTOR_745
A0442,UTILITIES-REACTOR-003,REACTOR,UTILITIES,Chemical_Conversion,Critical,Very_High,Production_Impact,UTILITIES-J4,Sulzer,Sulzer_REACTOR_545
A0443,UTILITIES-REACTOR-004,REACTOR,UTILITIES,Chemical_Conversion,Critical,Very_High,Unit_Shutdown,UTILITIES-X90,Sulzer,Sulzer_REACTOR_302
A0444,UTILITIES-REACTOR-005,REACTOR,UTILITIES,Chemical_Conversion,Critical,High,Production_Impact,UTILITIES-C34,Honeywell,Honeywell_REACTOR_239
A0445,UTILITIES-REACTOR-006,REACTOR,UTILITIES,Chemical_Conversion,Critical,High,Production_Impact,UTILITIES-G83,Sulzer,Sulzer_REACTOR_1072
A0446,UTILITIES-REACTOR-007,REACTOR,UTILITIES,Chemical_Conversion,Critical,Very_High,Unit_Shutdown,UTILITIES-F13,Emerson,Emerson_REACTOR_594
A0447,UTILITIES-REACTOR-008,REACTOR,UTILITIES,Chemical_Conversion,Critical,Very_High,Production_Impact,UTILITIES-U76,Flowserve,Flowserve_REACTOR_394
A0448,UTILITIES-REACTOR-009,REACTOR,UTILITIES,Chemical_Conversion,Critical,High,Production_Impact,UTILITIES-L13,GE,GE_REACTOR_135
A0449,UTILITIES-REACTOR-010,REACTOR,UTILITIES,Chemical_Conversion,Critical,High,Unit_Shutdown,UTILITIES-I20,Honeywell,Honeywell_REACTOR_1011
A0450,UTILITIES-COLUMN-001,COLUMN,UTILITIES,Separation,Critical,Very_High,Production_Impact,UTILITIES-J64,Siemens,Siemens_COLUMN_1000
A0451,UTILITIES-COLUMN-002,COLUMN,UTILITIES,Separation,Critical,High,Production_Impact,UTILITIES-O57,Grundfos,Grundfos_COLUMN_926
A0452,UTILITIES-COLUMN-003,COLUMN,UTILITIES,Separation,Critical,High,Unit_Shutdown,UTILITIES-H77,Flowserve,Flowserve_COLUMN_729
A0453,UTILITIES-COLUMN-004,COLUMN,UTILITIES,Separation,Critical,High,Unit_Shutdown,UTILITIES-G88,Honeywell,Honeywell_COLUMN_254
A0454,UTILITIES-COLUMN-005,COLUMN,UTILITIES,Separation,Critical,Very_High,Unit_Shutdown,UTILITIES-P32,KSB,KSB_COLUMN_930
A0455,UTILITIES-COLUMN-006,COLUMN,UTILITIES,Separation,Critical,High,Production_Impact,UTILITIES-O19,KSB,KSB_COLUMN_985
A0456,UTILITIES-COLUMN-007,COLUMN,UTILITIES,Separation,Critical,Very_High,Production_Impact,UTILITIES-A39,Honeywell,Honeywell_COLUMN_495
A0457,UTILITIES-COLUMN-008,COLUMN,UTILITIES,Separation,Critical,Very_High,Production_Impact,UTILITIES-N81,Grundfos,Grundfos_COLUMN_149
A0458,UTILITIES-COLUMN-009,COLUMN,UTILITIES,Separation,Critical,High,Production_Impact,UTILITIES-P23,Emerson,Emerson_COLUMN_319
A0459,UTILITIES-COLUMN-010,COLUMN,UTILITIES,Separation,Critical,High,Unit_Shutdown,UTILITIES-G36,Honeywell,Honeywell_COLUMN_403
A0460,UTILITIES-COLUMN-011,COLUMN,UTILITIES,Separation,Critical,Very_High,Production_Impact,UTILITIES-L92,Flowserve,Flowserve_COLUMN_616
A0461,UTILITIES-COLUMN-012,COLUMN,UTILITIES,Separation,Critical,High,Production_Impact,UTILITIES-J28,Honeywell,Honeywell_COLUMN_1034
A0462,UTILITIES-FURNACE-001,FURNACE,UTILITIES,Heat_Generation,Critical,Very_High,Production_Impact,UTILITIES-W81,Flowserve,Flowserve_FURNACE_658
A0463,UTILITIES-FURNACE-002,FURNACE,UTILITIES,Heat_Generation,Critical,Very_High,Production_Impact,UTILITIES-W70,Grundfos,Grundfos_FURNACE_522
A0464,UTILITIES-FURNACE-003,FURNACE,UTILITIES,Heat_Generation,Critical,High,Production_Impact,UTILITIES-A70,Flowserve,Flowserve_FURNACE_192
A0465,UTILITIES-FURNACE-004,FURNACE,UTILITIES,Heat_Generation,Critical,High,Unit_Shutdown,UTILITIES-C3,KSB,KSB_FURNACE_152
A0466,UTILITIES-FURNACE-005,FURNACE,UTILITIES,Heat_Generation,Critical,High,Production_Impact,UTILITIES-A59,Sulzer,Sulzer_FURNACE_592
A0467,UTILITIES-FURNACE-006,FURNACE,UTILITIES,Heat_Generation,Critical,High,Unit_Shutdown,UTILITIES-A1,Grundfos,Grundfos_FURNACE_929
A0468,UTILITIES-FURNACE-007,FURNACE,UTILITIES,Heat_Generation,Critical,High,Unit_Shutdown,UTILITIES-M81,Honeywell,Honeywell_FURNACE_897
A0469,UTILITIES-FURNACE-008,FURNACE,UTILITIES,Heat_Generation,Critical,High,Unit_Shutdown,UTILITIES-F98,Honeywell,Honeywell_FURNACE_745
A0470,UTILITIES-FURNACE-009,FURNACE,UTILITIES,Heat_Generation,Critical,High,Production_Impact,UTILITIES-R63,Siemens,Siemens_FURNACE_593
A0471,UTILITIES-FURNACE-010,FURNACE,UTILITIES,Heat_Generation,Critical,High,Production_Impact,UTILITIES-U1,GE,GE_FURNACE_675
A0472,UTILITIES-FURNACE-011,FURNACE,UTILITIES,Heat_Generation,Critical,High,Unit_Shutdown,UTILITIES-K50,Grundfos,Grundfos_FURNACE_843
A0473,UTILITIES-FURNACE-012,FURNACE,UTILITIES,Heat_Generation,Critical,Very_High,Production_Impact,UTILITIES-O19,GE,GE_FURNACE_923
A0474,UTILITIES-VALVE_CONTROL-001,VALVE_CONTROL,UTILITIES,Flow_Control,High,High,Production_Impact,UTILITIES-Q38,Sulzer,Sulzer_VALVE_CONTROL_965
A0475,UTILITIES-VALVE_CONTROL-002,VALVE_CONTROL,UTILITIES,Flow_Control,High,High,Quality_Impact,UTILITIES-H26,Grundfos,Grundfos_VALVE_CONTROL_505
A0476,UTILITIES-VALVE_CONTROL-003,VALVE_CONTROL,UTILITIES,Flow_Control,High,High,Production_Impact,UTILITIES-I50,Flowserve,Flowserve_VALVE_CONTROL_566
A0477,UTILITIES-VALVE_CONTROL-004,VALVE_CONTROL,UTILITIES,Flow_Control,High,Medium,Quality_Impact,UTILITIES-M24,Grundfos,Grundfos_VALVE_CONTROL_828
A0478,UTILITIES-VALVE_CONTROL-005,VALVE_CONTROL,UTILITIES,Flow_Control,High,High,Production_Impact,UTILITIES-L67,GE,GE_VALVE_CONTROL_659
A0479,UTILITIES-VALVE_CONTROL-006,VALVE_CONTROL,UTILITIES,Flow_Control,High,High,Production_Impact,UTILITIES-M23,Grundfos,Grundfos_VALVE_CONTROL_855
A0480,UTILITIES-VALVE_CONTROL-007,VALVE_CONTROL,UTILITIES,Flow_Control,High,Medium,Quality_Impact,UTILITIES-H92,GE,GE_VALVE_CONTROL_647
A0481,UTILITIES-VALVE_CONTROL-008,VALVE_CONTROL,UTILITIES,Flow_Control,High,High,Quality_Impact,UTILITIES-V47,KSB,KSB_VALVE_CONTROL_284
A0482,UTILITIES-VALVE_CONTROL-009,VALVE_CONTROL,UTILITIES,Flow_Control,High,Medium,Quality_Impact,UTILITIES-X13,Emerson,Emerson_VALVE_CONTROL_115
A0483,UTILITIES-VALVE_CONTROL-010,VALVE_CONTROL,UTILITIES,Flow_Control,High,Medium,Production_Impact,UTILITIES-W50,KSB,KSB_VALVE_CONTROL_290
A0484,UTILITIES-VALVE_CONTROL-011,VALVE_CONTROL,UTILITIES,Flow_Control,High,Medium,Quality_Impact,UTILITIES-O93,Sulzer,Sulzer_VALVE_CONTROL_655
A0485,UTILITIES-VALVE_CONTROL-012,VALVE_CONTROL,UTILITIES,Flow_Control,High,High,Production_Impact,UTILITIES-D32,Emerson,Emerson_VALVE_CONTROL_310
A0486,UTILITIES-ANALYZER-001,ANALYZER,UTILITIES,Quality_Measurement,Medium,Low,Quality_Impact,UTILITIES-F42,Honeywell,Honeywell_ANALYZER_636
A0487,UTILITIES-ANALYZER-002,ANALYZER,UTILITIES,Quality_Measurement,Medium,Medium,Maintenance_Required,UTILITIES-N89,Honeywell,Honeywell_ANALYZER_800
A0488,UTILITIES-ANALYZER-003,ANALYZER,UTILITIES,Quality_Measurement,Medium,Low,Maintenance_Required,UTILITIES-G83,GE,GE_ANALYZER_836
A0489,UTILITIES-ANALYZER-004,ANALYZER,UTILITIES,Quality_Measurement,Medium,Medium,Quality_Impact,UTILITIES-N68,GE,GE_ANALYZER_1071
A0490,UTILITIES-ANALYZER-005,ANALYZER,UTILITIES,Quality_Measurement,Medium,Low,Maintenance_Required,UTILITIES-Z79,Honeywell,Honeywell_ANALYZER_896
A0491,UTILITIES-ANALYZER-006,ANALYZER,UTILITIES,Quality_Measurement,Medium,Medium,Maintenance_Required,UTILITIES-L96,GE,GE_ANALYZER_684
A0492,UTILITIES-ANALYZER-007,ANALYZER,UTILITIES,Quality_Measurement,Medium,Low,Maintenance_Required,UTILITIES-Y19,Siemens,Siemens_ANALYZER_933
A0493,UTILITIES-ANALYZER-008,ANALYZER,UTILITIES,Quality_Measurement,Medium,Low,Maintenance_Required,UTILITIES-F12,KSB,KSB_ANALYZER_451
A0494,UTILITIES-ANALYZER-009,ANALYZER,UTILITIES,Quality_Measurement,Medium,Medium,Quality_Impact,UTILITIES-P16,GE,GE_ANALYZER_605
A0495,UTILITIES-ANALYZER-010,ANALYZER,UTILITIES,Quality_Measurement,Medium,Low,Maintenance_Required,UTILITIES-Q75,Flowserve,Flowserve_ANALYZER_333
A0496,UTILITIES-ANALYZER-011,ANALYZER,UTILITIES,Quality_Measurement,Medium,Medium,Maintenance_Required,UTILITIES-M78,KSB,KSB_ANALYZER_534
