work_order,asset_id,equipment_tag,description,priority,status,created_date,due_date,completed_date,technician,plant_unit,system,maintenance_type,cost_estimate,parts_required,downtime_hours,failure_mode
WO-2025-002466,OT1065,TANK_FARM-454L,Electrical panel inspection,Low,Completed,2025-08-30,2025-10-07,2025-09-17,Tech_28,TANK_FARM,Civil_Structural,Predictive,22842,No,13,Corrosion
WO-2025-002467,OT1389,ALKYL-258L,Heat exchanger cleaning,High,Cancelled,2025-09-22,2025-11-16,,Tech_50,ALKYL,Instrumentation,Corrective,28329,Yes,28,Wear
WO-2025-002468,OT1181,CDU-444E,Compressor overhaul,High,Cancelled,2025-09-18,2025-10-06,,Tech_30,CDU,Piping,Shutdown,7083,No,6,Overheating
WO-2025-002469,OT2202,TANK_FARM-884X,Electrical panel inspection,Critical,Cancelled,2025-09-09,2025-10-07,,Tech_26,TANK_FARM,Electrical,Corrective,26242,Yes,1,Overheating
WO-2025-002470,OT1255,CCR-712T,Analyzer calibration,Critical,On_Hold,2025-09-23,2025-11-20,,Tech_11,CCR,Civil_Structural,Inspection,34009,No,19,Calibration_Drift
WO-2025-002471,OT2498,TANK_FARM-637H,Safety valve testing,Medium,On_Hold,2025-08-26,2025-10-29,,Tech_49,TANK_FARM,Instrumentation,Preventive,22103,No,4,Corrosion
WO-2025-002472,OT1323,CDU-803O,Piping integrity check,Medium,Completed,2025-09-17,2025-10-15,2025-09-21,Tech_43,CDU,Instrumentation,Corrective,48873,Yes,19,Bearing_Failure
WO-2025-002473,OT0662,HDS-654R,Heat exchanger cleaning,Low,In_Progress,2025-08-25,2025-10-27,,Tech_14,HDS,Rotating_Equipment,Preventive,30761,No,37,Wear
WO-2025-002474,OT1841,HDS-332A,Control valve maintenance,Low,In_Progress,2025-09-18,2025-11-09,,Tech_19,HDS,Civil_Structural,Corrective,39290,No,22,Calibration_Drift
WO-2025-002475,OT0356,ALKYL-288K,Analyzer calibration,Critical,In_Progress,2025-09-03,2025-10-21,,Tech_10,ALKYL,Civil_Structural,Preventive,46201,No,19,Corrosion
WO-2025-002476,OT2195,UTILITIES-227T,Piping integrity check,Low,Open,2025-09-15,2025-10-26,,Tech_50,UTILITIES,Piping,Inspection,27249,Yes,34,Electrical_Fault
WO-2025-002477,OT0699,TANK_FARM-277B,Safety valve testing,Low,Open,2025-09-16,2025-10-04,,Tech_2,TANK_FARM,Instrumentation,Emergency,46874,No,4,Overheating
WO-2025-002478,OT1319,CCR-952X,Piping integrity check,High,On_Hold,2025-08-25,2025-10-14,,Tech_29,CCR,Civil_Structural,Predictive,9893,No,35,Electrical_Fault
WO-2025-002479,OT1773,FCC-1036Q,Calibrate pressure transmitter,Low,Cancelled,2025-09-20,2025-10-31,,Tech_37,FCC,Rotating_Equipment,Corrective,44739,Yes,25,Seal_Failure
WO-2025-002480,OT1548,ALKYL-721F,Safety valve testing,Medium,Cancelled,2025-09-09,2025-11-14,,Tech_22,ALKYL,Civil_Structural,Shutdown,8738,Yes,43,Calibration_Drift
WO-2025-002481,OT0076,CCR-981T,Motor bearing replacement,Low,Completed,2025-09-17,2025-10-17,2025-09-20,Tech_50,CCR,Rotating_Equipment,Preventive,2839,No,41,Electrical_Fault
WO-2025-002482,OT1810,HDS-159Q,Calibrate pressure transmitter,Critical,Completed,2025-09-16,2025-09-27,2025-09-20,Tech_32,HDS,Civil_Structural,Preventive,24440,Yes,36,Vibration
WO-2025-002483,OT1623,HDS-864T,Control valve maintenance,Low,On_Hold,2025-09-01,2025-11-02,,Tech_23,HDS,Rotating_Equipment,Corrective,34977,No,15,Calibration_Drift
WO-2025-002484,OT1946,CDU-437V,Valve actuator repair,Medium,Completed,2025-08-30,2025-10-07,2025-09-20,Tech_31,CDU,Electrical,Shutdown,29457,No,17,Electrical_Fault
WO-2025-002485,OT1647,TANK_FARM-720Q,Analyzer calibration,Low,Open,2025-08-25,2025-10-22,,Tech_3,TANK_FARM,Civil_Structural,Preventive,17174,Yes,39,Electrical_Fault
WO-2025-002486,OT0748,HDS-335G,Safety valve testing,Medium,Cancelled,2025-09-19,2025-10-22,,Tech_14,HDS,Safety_Systems,Inspection,13715,No,27,Calibration_Drift
WO-2025-002487,OT1136,UTILITIES-656S,Piping integrity check,High,Completed,2025-09-07,2025-10-21,2025-09-20,Tech_50,UTILITIES,Static_Equipment,Predictive,15022,No,10,Fatigue
WO-2025-002488,OT1529,ALKYL-125F,Motor bearing replacement,Critical,Open,2025-09-02,2025-10-06,,Tech_29,ALKYL,Safety_Systems,Emergency,21317,No,1,Fatigue
WO-2025-002489,OT2059,TANK_FARM-280A,Compressor overhaul,Low,Completed,2025-09-18,2025-10-09,2025-09-21,Tech_11,TANK_FARM,Electrical,Emergency,48488,No,23,Electrical_Fault
WO-2025-002490,OT1336,CDU-628B,Electrical panel inspection,Low,In_Progress,2025-09-06,2025-10-15,,Tech_49,CDU,Electrical,Predictive,31598,Yes,33,Bearing_Failure
WO-2025-002491,OT1971,HDS-252O,Piping integrity check,Critical,In_Progress,2025-09-07,2025-11-15,,Tech_10,HDS,Safety_Systems,Predictive,31375,No,8,Overheating
WO-2025-002492,OT0845,CCR-118Z,Pump impeller inspection,High,In_Progress,2025-09-18,2025-11-15,,Tech_34,CCR,Civil_Structural,Shutdown,15083,No,2,Seal_Failure
WO-2025-002493,OT2028,CDU-851B,Electrical panel inspection,Critical,Open,2025-09-20,2025-11-22,,Tech_39,CDU,Static_Equipment,Corrective,4740,No,21,Fatigue
WO-2025-002494,OT2014,UTILITIES-514X,Electrical panel inspection,High,Completed,2025-09-17,2025-10-12,2025-09-17,Tech_30,UTILITIES,Civil_Structural,Inspection,50724,Yes,39,Vibration
WO-2025-002495,OT2399,FCC-869H,Safety valve testing,Low,In_Progress,2025-09-12,2025-11-22,,Tech_42,FCC,Instrumentation,Corrective,19670,No,27,Electrical_Fault
WO-2025-002496,OT2384,CDU-1051F,Pump impeller inspection,High,In_Progress,2025-09-09,2025-10-13,,Tech_1,CDU,Safety_Systems,Corrective,13770,No,37,Bearing_Failure
WO-2025-002497,OT2248,UTILITIES-417E,Control valve maintenance,Low,Cancelled,2025-08-25,2025-10-02,,Tech_48,UTILITIES,Piping,Corrective,31972,No,9,Calibration_Drift
WO-2025-002498,OT0421,UTILITIES-982S,Analyzer calibration,High,In_Progress,2025-08-29,2025-09-25,,Tech_50,UTILITIES,Electrical,Preventive,16911,No,28,Vibration
WO-2025-002499,OT0960,CCR-528Z,Heat exchanger cleaning,Low,In_Progress,2025-08-26,2025-10-08,,Tech_43,CCR,Instrumentation,Shutdown,21257,No,44,Electrical_Fault
WO-2025-002500,OT0793,TANK_FARM-209L,Control valve maintenance,Low,Completed,2025-09-06,2025-11-19,2025-09-17,Tech_12,TANK_FARM,Rotating_Equipment,Predictive,27692,Yes,20,Calibration_Drift
WO-2025-002501,OT1148,UTILITIES-873X,Analyzer calibration,Medium,Cancelled,2025-09-14,2025-11-13,,Tech_11,UTILITIES,Rotating_Equipment,Preventive,1457,Yes,9,Vibration
WO-2025-002502,OT0943,ALKYL-830A,Motor bearing replacement,High,Completed,2025-09-13,2025-11-05,2025-09-17,Tech_24,ALKYL,Rotating_Equipment,Emergency,45676,No,19,Electrical_Fault
WO-2025-002503,OT1806,TANK_FARM-859M,Analyzer calibration,Critical,In_Progress,2025-09-20,2025-10-26,,Tech_15,TANK_FARM,Rotating_Equipment,Shutdown,48522,No,39,Corrosion
WO-2025-002504,OT1297,TANK_FARM-642F,Control valve maintenance,Critical,In_Progress,2025-08-30,2025-10-28,,Tech_48,TANK_FARM,Instrumentation,Predictive,17761,Yes,47,Calibration_Drift
WO-2025-002505,OT0615,ALKYL-597M,Analyzer calibration,Medium,On_Hold,2025-08-31,2025-10-15,,Tech_7,ALKYL,Instrumentation,Preventive,17028,Yes,40,Wear
WO-2025-002506,OT1770,FCC-887W,Motor bearing replacement,Critical,In_Progress,2025-09-16,2025-10-29,,Tech_5,FCC,Instrumentation,Inspection,13660,No,42,Wear
WO-2025-002507,OT1191,HDS-738S,Analyzer calibration,Critical,In_Progress,2025-08-29,2025-10-29,,Tech_29,HDS,Static_Equipment,Emergency,5982,Yes,44,Wear
WO-2025-002508,OT2264,FCC-145U,Analyzer calibration,Medium,Open,2025-09-08,2025-10-02,,Tech_45,FCC,Electrical,Emergency,2067,Yes,0,Calibration_Drift
WO-2025-002509,OT0924,TANK_FARM-518E,Analyzer calibration,High,Completed,2025-08-29,2025-10-25,2025-09-18,Tech_6,TANK_FARM,Rotating_Equipment,Predictive,18184,No,16,Wear
WO-2025-002510,OT1313,FCC-915N,Motor bearing replacement,Low,In_Progress,2025-09-06,2025-10-11,,Tech_3,FCC,Rotating_Equipment,Preventive,38937,Yes,33,Electrical_Fault
WO-2025-002511,OT0304,FCC-257E,Motor bearing replacement,Low,On_Hold,2025-09-13,2025-10-15,,Tech_8,FCC,Piping,Predictive,12510,No,29,Seal_Failure
WO-2025-002512,OT1346,TANK_FARM-730H,Motor bearing replacement,Medium,On_Hold,2025-09-09,2025-10-13,,Tech_48,TANK_FARM,Static_Equipment,Predictive,38503,Yes,47,Corrosion
WO-2025-002513,OT0428,ALKYL-152S,Valve actuator repair,High,Cancelled,2025-08-25,2025-10-04,,Tech_25,ALKYL,Safety_Systems,Corrective,40092,No,37,Wear
WO-2025-002514,OT1527,FCC-296R,Replace mechanical seal,Low,Completed,2025-09-08,2025-11-19,2025-09-20,Tech_6,FCC,Static_Equipment,Preventive,5702,Yes,45,Overheating
WO-2025-002515,OT2472,UTILITIES-859O,Replace mechanical seal,Low,In_Progress,2025-08-25,2025-09-28,,Tech_9,UTILITIES,Piping,Predictive,39457,Yes,43,Electrical_Fault
WO-2025-002516,OT0084,TANK_FARM-429B,Safety valve testing,Critical,Open,2025-09-06,2025-10-18,,Tech_21,TANK_FARM,Electrical,Emergency,29976,No,44,Calibration_Drift
WO-2025-002517,OT1622,CCR-1042C,Safety valve testing,Critical,Cancelled,2025-09-02,2025-10-21,,Tech_17,CCR,Piping,Preventive,28184,No,26,Vibration
WO-2025-002518,OT2336,TANK_FARM-118S,Analyzer calibration,Critical,In_Progress,2025-09-17,2025-10-05,,Tech_12,TANK_FARM,Rotating_Equipment,Corrective,23791,No,39,Fatigue
WO-2025-002519,OT2491,CDU-443X,Valve actuator repair,Critical,Completed,2025-09-05,2025-10-19,2025-09-20,Tech_28,CDU,Instrumentation,Emergency,2540,No,14,Overheating
WO-2025-002520,OT2482,UTILITIES-413J,Valve actuator repair,Critical,On_Hold,2025-09-01,2025-10-08,,Tech_36,UTILITIES,Civil_Structural,Emergency,5621,Yes,38,Calibration_Drift
WO-2025-002521,OT0218,UTILITIES-339S,Compressor overhaul,Medium,Completed,2025-09-01,2025-10-27,2025-09-18,Tech_40,UTILITIES,Civil_Structural,Corrective,26481,No,45,Seal_Failure
WO-2025-002522,OT0696,ALKYL-980E,Heat exchanger cleaning,Low,On_Hold,2025-09-12,2025-10-20,,Tech_30,ALKYL,Static_Equipment,Predictive,24309,No,24,Corrosion
WO-2025-002523,OT0048,CCR-466A,Analyzer calibration,High,Open,2025-09-01,2025-11-15,,Tech_45,CCR,Safety_Systems,Shutdown,42599,Yes,47,Electrical_Fault
WO-2025-002524,OT1985,FCC-445E,Heat exchanger cleaning,Low,Cancelled,2025-08-29,2025-10-25,,Tech_25,FCC,Electrical,Shutdown,45307,Yes,46,Fatigue
WO-2025-002525,OT0253,CDU-929Q,Replace mechanical seal,Low,Open,2025-09-16,2025-10-01,,Tech_31,CDU,Electrical,Corrective,5146,Yes,44,Electrical_Fault
WO-2025-002526,OT0056,CDU-294M,Heat exchanger cleaning,Medium,Completed,2025-09-04,2025-10-16,2025-09-20,Tech_19,CDU,Piping,Predictive,29007,No,19,Calibration_Drift
WO-2025-002527,OT0646,TANK_FARM-289R,Piping integrity check,Critical,Cancelled,2025-08-30,2025-10-09,,Tech_38,TANK_FARM,Static_Equipment,Emergency,39167,No,18,Fatigue
WO-2025-002528,OT0021,CDU-950R,Safety valve testing,Medium,In_Progress,2025-09-02,2025-09-25,,Tech_2,CDU,Safety_Systems,Inspection,37134,No,19,Vibration
WO-2025-002529,OT1197,HDS-1057E,Control valve maintenance,Low,Cancelled,2025-08-29,2025-10-04,,Tech_38,HDS,Safety_Systems,Emergency,16699,No,1,Overheating
WO-2025-002530,OT1171,FCC-826P,Piping integrity check,Critical,Cancelled,2025-09-09,2025-10-09,,Tech_6,FCC,Static_Equipment,Inspection,18553,No,30,Vibration
WO-2025-002531,OT0214,UTILITIES-1020C,Motor bearing replacement,High,Open,2025-09-15,2025-11-18,,Tech_41,UTILITIES,Instrumentation,Preventive,18909,Yes,5,Wear
WO-2025-002532,OT1079,ALKYL-299E,Control valve maintenance,High,In_Progress,2025-08-30,2025-10-22,,Tech_33,ALKYL,Safety_Systems,Preventive,49606,Yes,40,Electrical_Fault
WO-2025-002533,OT1568,TANK_FARM-551R,Heat exchanger cleaning,Medium,In_Progress,2025-08-31,2025-10-07,,Tech_14,TANK_FARM,Piping,Shutdown,19785,No,33,Fatigue
WO-2025-002534,OT1616,ALKYL-475X,Electrical panel inspection,Medium,Completed,2025-08-24,2025-10-30,2025-09-19,Tech_6,ALKYL,Electrical,Inspection,40258,Yes,35,Electrical_Fault
WO-2025-002535,OT1508,ALKYL-274X,Control valve maintenance,High,Cancelled,2025-08-26,2025-10-04,,Tech_43,ALKYL,Electrical,Predictive,12369,No,3,Calibration_Drift
WO-2025-002536,OT1531,TANK_FARM-685B,Compressor overhaul,High,Cancelled,2025-09-03,2025-10-27,,Tech_42,TANK_FARM,Static_Equipment,Inspection,12011,No,7,Bearing_Failure
WO-2025-002537,OT0629,CCR-370O,Electrical panel inspection,Medium,Cancelled,2025-09-18,2025-11-21,,Tech_22,CCR,Safety_Systems,Inspection,31096,No,28,Seal_Failure
WO-2025-002538,OT2307,CCR-479M,Heat exchanger cleaning,High,On_Hold,2025-09-02,2025-11-04,,Tech_1,CCR,Instrumentation,Preventive,44258,No,3,Bearing_Failure
WO-2025-002539,OT0442,FCC-605P,Compressor overhaul,Low,Cancelled,2025-09-05,2025-11-10,,Tech_7,FCC,Piping,Inspection,46535,No,2,Electrical_Fault
WO-2025-002540,OT0424,FCC-720T,Pump impeller inspection,Low,Completed,2025-09-08,2025-10-12,2025-09-17,Tech_13,FCC,Safety_Systems,Preventive,1431,No,33,Corrosion
WO-2025-002541,OT1798,ALKYL-582J,Electrical panel inspection,Low,Cancelled,2025-09-06,2025-11-01,,Tech_15,ALKYL,Electrical,Shutdown,29911,Yes,5,Wear
WO-2025-002542,OT1879,CCR-508G,Control valve maintenance,Low,In_Progress,2025-08-31,2025-10-03,,Tech_25,CCR,Instrumentation,Corrective,33392,No,0,Corrosion
WO-2025-002543,OT1202,HDS-806K,Piping integrity check,High,Completed,2025-09-23,2025-09-25,2025-09-22,Tech_36,HDS,Civil_Structural,Shutdown,33654,Yes,3,Overheating
WO-2025-002544,OT2125,CDU-202Y,Replace mechanical seal,Medium,On_Hold,2025-09-12,2025-11-01,,Tech_45,CDU,Piping,Emergency,6494,Yes,47,Fatigue
WO-2025-002545,OT2462,CDU-750T,Electrical panel inspection,Critical,Cancelled,2025-09-04,2025-09-29,,Tech_22,CDU,Electrical,Preventive,10550,Yes,44,Vibration
WO-2025-002546,OT1281,FCC-734G,Pump impeller inspection,Low,Completed,2025-09-19,2025-11-18,2025-09-17,Tech_18,FCC,Civil_Structural,Inspection,18254,No,14,Corrosion
WO-2025-002547,OT1330,HDS-106Q,Safety valve testing,Critical,Cancelled,2025-09-08,2025-10-12,,Tech_39,HDS,Piping,Predictive,47610,Yes,32,Vibration
WO-2025-002548,OT0136,ALKYL-261F,Calibrate pressure transmitter,High,In_Progress,2025-09-17,2025-11-01,,Tech_33,ALKYL,Rotating_Equipment,Inspection,28670,Yes,25,Seal_Failure
WO-2025-002549,OT0383,HDS-1080T,Valve actuator repair,Medium,In_Progress,2025-09-23,2025-10-04,,Tech_32,HDS,Rotating_Equipment,Predictive,17597,No,23,Calibration_Drift
WO-2025-002550,OT1258,TANK_FARM-779M,Pump impeller inspection,Critical,Open,2025-09-01,2025-10-09,,Tech_20,TANK_FARM,Civil_Structural,Inspection,39390,No,0,Corrosion
WO-2025-002551,OT0875,HDS-877O,Heat exchanger cleaning,Critical,On_Hold,2025-08-25,2025-11-13,,Tech_14,HDS,Civil_Structural,Shutdown,33002,Yes,29,Bearing_Failure
WO-2025-002552,OT1084,HDS-974S,Compressor overhaul,Low,Open,2025-08-26,2025-10-04,,Tech_50,HDS,Static_Equipment,Predictive,46096,Yes,38,Wear
WO-2025-002553,OT2446,CCR-105X,Safety valve testing,Critical,In_Progress,2025-09-04,2025-11-13,,Tech_32,CCR,Piping,Preventive,17203,No,29,Wear
WO-2025-002554,OT2422,FCC-387Z,Motor bearing replacement,Low,Cancelled,2025-09-08,2025-09-27,,Tech_50,FCC,Civil_Structural,Predictive,20754,No,14,Electrical_Fault
WO-2025-002555,OT1333,CDU-191T,Heat exchanger cleaning,Medium,On_Hold,2025-09-22,2025-10-29,,Tech_40,CDU,Piping,Shutdown,26154,Yes,33,Fatigue
WO-2025-002556,OT1449,ALKYL-179E,Control valve maintenance,Critical,Completed,2025-09-08,2025-11-22,2025-09-23,Tech_31,ALKYL,Rotating_Equipment,Predictive,41962,No,15,Electrical_Fault
WO-2025-002557,OT1345,CCR-935J,Replace mechanical seal,Low,Open,2025-09-20,2025-11-03,,Tech_13,CCR,Static_Equipment,Preventive,35412,Yes,25,Vibration
WO-2025-002558,OT1835,TANK_FARM-816D,Compressor overhaul,High,Cancelled,2025-09-09,2025-11-21,,Tech_42,TANK_FARM,Instrumentation,Predictive,25116,Yes,30,Wear
WO-2025-002559,OT1009,FCC-855E,Compressor overhaul,High,Cancelled,2025-09-15,2025-09-26,,Tech_16,FCC,Civil_Structural,Inspection,5833,Yes,13,Electrical_Fault
WO-2025-002560,OT1419,CDU-852Z,Piping integrity check,Critical,Completed,2025-09-06,2025-10-12,2025-09-23,Tech_36,CDU,Safety_Systems,Predictive,8405,Yes,43,Electrical_Fault
WO-2025-002561,OT0726,CCR-638J,Pump impeller inspection,High,On_Hold,2025-09-22,2025-10-31,,Tech_14,CCR,Safety_Systems,Corrective,18704,No,44,Overheating
WO-2025-002562,OT0034,CDU-945S,Motor bearing replacement,Low,Completed,2025-09-22,2025-10-08,2025-09-19,Tech_28,CDU,Civil_Structural,Emergency,33896,Yes,16,Bearing_Failure
WO-2025-002563,OT1729,CDU-420Q,Heat exchanger cleaning,Medium,In_Progress,2025-08-28,2025-10-07,,Tech_12,CDU,Safety_Systems,Shutdown,7009,No,26,Overheating
WO-2025-002564,OT0058,FCC-639W,Safety valve testing,High,On_Hold,2025-09-21,2025-11-05,,Tech_24,FCC,Safety_Systems,Inspection,29879,Yes,3,Seal_Failure
WO-2025-002565,OT1441,TANK_FARM-586F,Heat exchanger cleaning,Critical,Completed,2025-08-29,2025-11-04,2025-09-23,Tech_40,TANK_FARM,Safety_Systems,Emergency,48285,Yes,30,Seal_Failure
WO-2025-002566,OT1471,CCR-1013W,Valve actuator repair,Medium,In_Progress,2025-09-15,2025-10-02,,Tech_36,CCR,Civil_Structural,Predictive,11909,No,36,Vibration
WO-2025-002567,OT1350,TANK_FARM-571C,Calibrate pressure transmitter,Critical,On_Hold,2025-08-28,2025-10-20,,Tech_33,TANK_FARM,Electrical,Corrective,10472,No,24,Wear
WO-2025-002568,OT1296,HDS-151E,Pump impeller inspection,Low,Cancelled,2025-09-16,2025-11-20,,Tech_26,HDS,Safety_Systems,Inspection,44875,No,6,Seal_Failure
WO-2025-002569,OT0037,CDU-712Z,Control valve maintenance,Low,In_Progress,2025-09-05,2025-10-01,,Tech_49,CDU,Electrical,Inspection,19804,No,29,Overheating
WO-2025-002570,OT1921,ALKYL-149B,Electrical panel inspection,Medium,In_Progress,2025-09-01,2025-10-05,,Tech_21,ALKYL,Static_Equipment,Corrective,37453,Yes,40,Vibration
WO-2025-002571,OT0468,UTILITIES-1065H,Electrical panel inspection,High,In_Progress,2025-09-17,2025-10-23,,Tech_10,UTILITIES,Rotating_Equipment,Shutdown,8922,No,29,Seal_Failure
WO-2025-002572,OT0842,CDU-521K,Replace mechanical seal,High,On_Hold,2025-09-23,2025-10-11,,Tech_31,CDU,Electrical,Corrective,38233,Yes,44,Vibration
WO-2025-002573,OT0665,TANK_FARM-997H,Pump impeller inspection,Critical,On_Hold,2025-09-19,2025-10-30,,Tech_28,TANK_FARM,Civil_Structural,Inspection,11442,Yes,36,Bearing_Failure
WO-2025-002574,OT1292,TANK_FARM-899O,Electrical panel inspection,Critical,In_Progress,2025-08-30,2025-10-04,,Tech_20,TANK_FARM,Piping,Shutdown,23310,No,35,Bearing_Failure
WO-2025-002575,OT1998,TANK_FARM-635U,Electrical panel inspection,Critical,On_Hold,2025-09-21,2025-10-19,,Tech_23,TANK_FARM,Civil_Structural,Preventive,39746,No,23,Fatigue
WO-2025-002576,OT2108,TANK_FARM-1048C,Motor bearing replacement,Critical,Completed,2025-09-05,2025-11-16,2025-09-17,Tech_44,TANK_FARM,Rotating_Equipment,Shutdown,26729,Yes,26,Corrosion
WO-2025-002577,OT0243,TANK_FARM-218F,Calibrate pressure transmitter,Critical,On_Hold,2025-09-11,2025-09-29,,Tech_35,TANK_FARM,Electrical,Inspection,35263,No,27,Calibration_Drift
WO-2025-002578,OT2072,FCC-602F,Analyzer calibration,Low,On_Hold,2025-09-18,2025-09-26,,Tech_36,FCC,Civil_Structural,Inspection,9842,Yes,35,Vibration
WO-2025-002579,OT1793,CCR-659Y,Motor bearing replacement,Critical,Completed,2025-08-31,2025-11-13,2025-09-18,Tech_18,CCR,Instrumentation,Predictive,2326,No,25,Seal_Failure
WO-2025-002580,OT1088,ALKYL-669Z,Motor bearing replacement,Medium,In_Progress,2025-09-16,2025-10-03,,Tech_22,ALKYL,Instrumentation,Predictive,19020,Yes,22,Seal_Failure
WO-2025-002581,OT0750,HDS-511Y,Electrical panel inspection,Low,Cancelled,2025-08-31,2025-10-30,,Tech_19,HDS,Civil_Structural,Corrective,23953,Yes,11,Overheating
WO-2025-002582,OT0188,FCC-285O,Safety valve testing,Low,On_Hold,2025-08-26,2025-10-28,,Tech_49,FCC,Instrumentation,Shutdown,29901,No,25,Bearing_Failure
WO-2025-002583,OT0242,UTILITIES-367F,Calibrate pressure transmitter,Medium,Open,2025-09-02,2025-11-19,,Tech_22,UTILITIES,Static_Equipment,Preventive,36380,Yes,15,Fatigue
WO-2025-002584,OT1070,HDS-668S,Motor bearing replacement,Critical,In_Progress,2025-09-23,2025-09-27,,Tech_29,HDS,Instrumentation,Emergency,41415,No,47,Wear
WO-2025-002585,OT1112,FCC-447G,Electrical panel inspection,High,Completed,2025-09-10,2025-10-01,2025-09-23,Tech_13,FCC,Instrumentation,Preventive,11663,No,8,Calibration_Drift
WO-2025-002586,OT1333,CCR-612P,Compressor overhaul,Medium,Completed,2025-08-28,2025-11-02,2025-09-19,Tech_32,CCR,Civil_Structural,Emergency,16977,Yes,4,Wear
WO-2025-002587,OT0710,FCC-599O,Valve actuator repair,High,Cancelled,2025-09-07,2025-09-24,,Tech_37,FCC,Electrical,Preventive,18720,No,43,Electrical_Fault
WO-2025-002588,OT0405,FCC-857C,Safety valve testing,Medium,Open,2025-09-06,2025-10-01,,Tech_17,FCC,Electrical,Predictive,49940,Yes,6,Vibration
WO-2025-002589,OT1864,FCC-1016Q,Calibrate pressure transmitter,High,Cancelled,2025-08-30,2025-11-10,,Tech_27,FCC,Civil_Structural,Shutdown,33864,No,42,Calibration_Drift
WO-2025-002590,OT2421,ALKYL-208P,Electrical panel inspection,Medium,On_Hold,2025-09-23,2025-11-04,,Tech_34,ALKYL,Static_Equipment,Emergency,10437,No,19,Bearing_Failure
WO-2025-002591,OT1026,FCC-615X,Calibrate pressure transmitter,High,In_Progress,2025-09-04,2025-11-12,,Tech_2,FCC,Civil_Structural,Shutdown,35136,No,13,Fatigue
WO-2025-002592,OT0643,FCC-308B,Pump impeller inspection,Medium,Cancelled,2025-09-20,2025-10-17,,Tech_44,FCC,Instrumentation,Predictive,11848,No,20,Fatigue
WO-2025-002593,OT0148,UTILITIES-894D,Replace mechanical seal,Medium,Open,2025-09-04,2025-11-07,,Tech_35,UTILITIES,Instrumentation,Emergency,16831,Yes,21,Wear
WO-2025-002594,OT0634,CDU-1044T,Electrical panel inspection,Critical,Open,2025-09-05,2025-10-29,,Tech_28,CDU,Rotating_Equipment,Emergency,23357,No,14,Corrosion
WO-2025-002595,OT1793,TANK_FARM-924K,Piping integrity check,Medium,On_Hold,2025-09-10,2025-10-27,,Tech_9,TANK_FARM,Rotating_Equipment,Preventive,10873,Yes,25,Fatigue
WO-2025-002596,OT1270,ALKYL-962M,Safety valve testing,Low,Completed,2025-08-26,2025-09-30,2025-09-22,Tech_22,ALKYL,Piping,Corrective,29323,No,12,Overheating
WO-2025-002597,OT1356,ALKYL-783H,Safety valve testing,Low,Cancelled,2025-09-20,2025-10-16,,Tech_30,ALKYL,Rotating_Equipment,Predictive,10656,No,24,Electrical_Fault
WO-2025-002598,OT0345,CCR-632K,Electrical panel inspection,Critical,Cancelled,2025-08-26,2025-10-14,,Tech_16,CCR,Piping,Preventive,12488,Yes,28,Vibration
WO-2025-002599,OT2119,CCR-211K,Valve actuator repair,High,In_Progress,2025-09-17,2025-11-15,,Tech_37,CCR,Piping,Emergency,31645,No,25,Overheating
WO-2025-002600,OT2275,CCR-834H,Piping integrity check,Medium,Completed,2025-09-13,2025-10-14,2025-09-23,Tech_10,CCR,Electrical,Shutdown,5313,No,11,Wear
WO-2025-002601,OT1526,CCR-480B,Replace mechanical seal,High,Open,2025-09-05,2025-10-08,,Tech_50,CCR,Electrical,Inspection,5098,Yes,47,Fatigue
WO-2025-002602,OT1856,HDS-517C,Electrical panel inspection,Low,Open,2025-09-21,2025-10-12,,Tech_9,HDS,Electrical,Inspection,2054,Yes,23,Vibration
WO-2025-002603,OT0218,CCR-431M,Heat exchanger cleaning,Critical,In_Progress,2025-08-30,2025-10-16,,Tech_3,CCR,Safety_Systems,Shutdown,19813,Yes,3,Calibration_Drift
WO-2025-002604,OT0885,TANK_FARM-318Y,Pump impeller inspection,Critical,Open,2025-09-17,2025-11-19,,Tech_13,TANK_FARM,Civil_Structural,Emergency,3865,No,26,Calibration_Drift
WO-2025-002605,OT0983,ALKYL-506G,Analyzer calibration,Low,Open,2025-08-25,2025-10-09,,Tech_26,ALKYL,Rotating_Equipment,Preventive,44197,Yes,12,Vibration
WO-2025-002606,OT2111,FCC-688C,Pump impeller inspection,Low,In_Progress,2025-09-16,2025-10-16,,Tech_21,FCC,Static_Equipment,Corrective,45524,Yes,10,Bearing_Failure
WO-2025-002607,OT0816,CDU-767D,Calibrate pressure transmitter,High,Cancelled,2025-09-17,2025-09-24,,Tech_30,CDU,Static_Equipment,Inspection,32043,No,45,Calibration_Drift
WO-2025-002608,OT2302,FCC-103A,Calibrate pressure transmitter,High,Completed,2025-09-18,2025-10-24,2025-09-22,Tech_43,FCC,Static_Equipment,Corrective,25591,Yes,20,Vibration
WO-2025-002609,OT0407,CCR-581J,Safety valve testing,Critical,On_Hold,2025-08-30,2025-10-31,,Tech_22,CCR,Safety_Systems,Shutdown,17922,No,10,Seal_Failure
WO-2025-002610,OT0984,HDS-808F,Analyzer calibration,Critical,In_Progress,2025-09-20,2025-10-26,,Tech_42,HDS,Piping,Predictive,26565,Yes,43,Wear
WO-2025-002611,OT0220,HDS-1022O,Pump impeller inspection,Medium,Cancelled,2025-08-27,2025-10-24,,Tech_23,HDS,Instrumentation,Preventive,7295,Yes,14,Electrical_Fault
