asset_id,normal_operating_range,alarm_thresholds,performance_indicators,maintenance_strategy,run_time_hours,last_major_service,next_service_due,operating_efficiency,degradation_rate
A0310,"Suction: 106 PSI, Discharge: 451 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,46195,2025-01-03,2026-01-30,89.0,Accelerated
A0311,"Suction: 75 PSI, Discharge: 464 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,45553,2025-06-12,2026-03-19,89.1,Accelerated
A0312,"Suction: 58 PSI, Discharge: 440 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,50869,2025-03-05,2025-12-08,94.1,Accelerated
A0313,"Suction: 61 PSI, Discharge: 410 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,30141,2024-10-23,2025-09-30,92.0,Moderate
A0314,"Suction: 97 PSI, Discharge: 488 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,26060,2024-12-01,2025-11-30,91.9,Moderate
A0315,"Approach Temp: 22°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,52124,2024-10-22,2025-12-17,92.3,Accelerated
A0316,"Approach Temp: 23°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,32867,2025-07-15,2025-10-17,91.0,Moderate
A0317,"Approach Temp: 14°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,58926,2024-10-08,2026-02-05,91.3,Accelerated
A0318,"Approach Temp: 12°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,36210,2024-11-08,2025-10-21,93.6,Moderate
A0319,"Approach Temp: 12°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,39107,2025-01-03,2025-12-22,94.0,Moderate
A0320,"Approach Temp: 25°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,32724,2024-10-21,2025-11-25,88.7,Moderate
A0321,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,34971,2024-10-07,2025-12-29,86.5,Moderate
A0322,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,21357,2025-03-02,2026-03-13,85.3,Normal
A0323,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,31953,2024-10-22,2026-03-22,94.1,Moderate
A0324,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,38487,2025-04-04,2026-03-03,93.4,Moderate
A0325,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,18781,2024-11-17,2025-10-11,93.2,Normal
A0326,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,33077,2025-07-01,2026-02-21,86.4,Moderate
A0327,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,20132,2025-02-12,2026-03-05,90.3,Normal
A0328,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,58632,2025-05-03,2025-11-11,94.1,Accelerated
A0329,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,27450,2025-03-13,2025-09-26,86.2,Moderate
A0330,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,49117,2024-10-31,2025-12-21,92.5,Accelerated
A0331,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,57687,2025-08-03,2026-01-28,88.5,Accelerated
A0332,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,23471,2025-02-17,2026-01-22,92.6,Normal
A0333,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,10778,2025-03-26,2025-12-24,90.9,Normal
A0334,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,35690,2025-01-10,2025-12-18,94.5,Moderate
A0335,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,47968,2025-06-19,2025-12-08,92.8,Accelerated
A0336,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,36894,2025-01-24,2026-03-01,89.4,Moderate
A0337,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,47023,2025-04-22,2026-01-19,86.1,Accelerated
A0338,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,40808,2024-11-17,2025-11-05,86.8,Accelerated
A0339,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,16513,2024-10-12,2026-03-20,92.1,Normal
A0340,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,10381,2024-11-07,2026-01-03,91.6,Normal
A0341,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,58584,2025-05-26,2025-09-26,94.2,Accelerated
A0342,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,52030,2025-04-20,2026-01-10,91.2,Accelerated
A0343,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,46837,2024-10-15,2025-10-15,87.5,Accelerated
A0344,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,49363,2025-07-12,2025-12-11,85.3,Accelerated
A0345,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,50297,2025-03-03,2026-01-08,90.6,Accelerated
A0346,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,29982,2024-12-03,2025-11-26,90.8,Moderate
A0347,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,59285,2025-02-15,2025-12-12,94.4,Accelerated
A0348,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,31442,2024-12-15,2025-10-31,90.8,Moderate
A0349,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,33371,2024-12-08,2026-01-10,87.9,Moderate
A0350,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,15401,2024-12-03,2025-10-14,86.7,Normal
A0351,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,54643,2025-02-21,2025-10-05,89.8,Accelerated
A0352,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,55893,2024-11-12,2025-12-19,90.3,Accelerated
A0353,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,20409,2025-08-24,2026-01-24,86.0,Normal
A0354,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,26456,2025-08-30,2025-12-21,94.0,Moderate
A0355,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,45096,2025-05-09,2026-01-22,94.8,Accelerated
A0356,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,32341,2024-11-22,2025-10-17,88.1,Moderate
A0357,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,22267,2025-05-25,2026-02-28,92.9,Normal
A0358,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,38297,2025-01-18,2026-02-14,87.7,Moderate
A0359,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,20432,2025-08-29,2026-02-07,90.8,Normal
A0360,"Flow: 1075 GPM, Pressure: 193 PSI","Flow <400 GPM (Low), Vibration >3.0 mm/s (High)","Flow Rate, Discharge Pressure, Vibration, Bearing Temperature",Condition_Based,24450,2025-06-21,2025-11-01,86.8,Normal
A0361,"Flow: 1181 GPM, Pressure: 290 PSI","Flow <400 GPM (Low), Vibration >3.0 mm/s (High)","Flow Rate, Discharge Pressure, Vibration, Bearing Temperature",Condition_Based,38239,2025-03-13,2025-09-25,89.4,Moderate
A0362,"Flow: 1178 GPM, Pressure: 250 PSI","Flow <400 GPM (Low), Vibration >3.0 mm/s (High)","Flow Rate, Discharge Pressure, Vibration, Bearing Temperature",Condition_Based,42035,2025-05-11,2026-02-28,85.3,Accelerated
A0363,"Flow: 807 GPM, Pressure: 215 PSI","Flow <400 GPM (Low), Vibration >3.0 mm/s (High)","Flow Rate, Discharge Pressure, Vibration, Bearing Temperature",Condition_Based,11672,2025-02-25,2025-12-30,86.7,Normal
A0364,"Flow: 692 GPM, Pressure: 148 PSI","Flow <400 GPM (Low), Vibration >3.0 mm/s (High)","Flow Rate, Discharge Pressure, Vibration, Bearing Temperature",Condition_Based,13897,2025-06-16,2025-12-01,86.1,Normal
A0365,"Suction: 81 PSI, Discharge: 271 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,56164,2025-06-06,2026-01-22,86.8,Accelerated
A0366,"Suction: 103 PSI, Discharge: 432 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,10558,2024-10-19,2025-10-03,85.9,Normal
A0367,"Suction: 78 PSI, Discharge: 384 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,58041,2025-04-25,2026-02-09,91.7,Accelerated
A0368,"Suction: 125 PSI, Discharge: 476 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,39386,2024-09-28,2026-03-20,85.9,Moderate
A0369,"Suction: 113 PSI, Discharge: 227 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,14054,2025-08-21,2026-02-08,92.4,Normal
A0370,"Suction: 102 PSI, Discharge: 437 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,23435,2025-02-11,2025-10-05,86.7,Normal
A0371,"Approach Temp: 28°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,17955,2024-10-20,2025-10-21,89.2,Normal
A0372,"Approach Temp: 12°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,24033,2024-10-11,2025-10-30,91.7,Normal
A0373,"Approach Temp: 17°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,23349,2025-01-02,2026-02-18,92.0,Normal
A0374,"Approach Temp: 27°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,49645,2025-06-02,2026-01-16,92.4,Accelerated
A0375,"Approach Temp: 10°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,39772,2025-05-17,2025-12-05,92.1,Moderate
A0376,"Approach Temp: 10°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,12350,2025-01-20,2025-12-16,94.1,Normal
A0377,"Approach Temp: 25°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,47256,2024-12-27,2025-12-02,90.2,Accelerated
A0378,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,40519,2025-01-09,2026-01-26,91.2,Accelerated
A0379,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,36886,2025-07-06,2026-03-02,89.0,Moderate
A0380,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,53139,2024-11-19,2026-01-06,88.4,Accelerated
A0381,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,33304,2025-06-06,2026-02-14,88.1,Moderate
A0382,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,49148,2025-08-09,2026-01-10,85.7,Accelerated
A0383,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,39537,2025-09-16,2026-02-24,89.1,Moderate
A0384,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,41564,2025-09-08,2025-10-04,91.1,Accelerated
A0385,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,58882,2025-01-30,2026-02-03,94.4,Accelerated
A0386,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,32777,2025-06-26,2025-09-30,94.0,Moderate
A0387,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,55001,2025-03-16,2025-11-26,93.0,Accelerated
A0388,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,51679,2024-10-21,2026-01-18,94.1,Accelerated
A0389,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,46988,2025-08-07,2026-01-14,88.0,Accelerated
A0390,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,14011,2025-06-01,2025-12-22,94.1,Normal
A0391,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,44964,2025-03-30,2026-01-07,93.9,Accelerated
A0392,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,38742,2025-08-21,2026-02-18,89.5,Moderate
A0393,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,16028,2025-06-26,2025-12-13,91.4,Normal
A0394,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,22777,2024-09-26,2025-09-25,89.4,Normal
A0395,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,55164,2025-05-03,2025-12-18,85.0,Accelerated
A0396,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,21564,2025-01-02,2026-01-03,88.0,Normal
A0397,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,44001,2025-04-02,2026-01-18,93.1,Accelerated
A0398,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,52502,2025-01-13,2026-02-09,87.8,Accelerated
A0399,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,10834,2025-01-16,2025-10-22,90.0,Normal
A0400,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,42849,2025-02-10,2026-02-27,90.5,Accelerated
A0401,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,53879,2025-06-27,2025-10-12,91.3,Accelerated
A0402,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,47569,2025-03-06,2026-02-15,91.5,Accelerated
A0403,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,54258,2025-02-08,2025-11-05,93.6,Accelerated
A0404,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,40989,2025-06-05,2025-10-04,90.2,Accelerated
A0405,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,10720,2025-07-28,2026-01-14,90.0,Normal
A0406,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,34977,2025-09-19,2025-11-30,91.9,Moderate
A0407,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,16510,2025-06-28,2026-03-05,89.6,Normal
A0408,"Flow: 1492 GPM, Pressure: 147 PSI","Flow <400 GPM (Low), Vibration >3.0 mm/s (High)","Flow Rate, Discharge Pressure, Vibration, Bearing Temperature",Condition_Based,35483,2025-08-18,2025-12-06,90.7,Moderate
A0409,"Flow: 1068 GPM, Pressure: 291 PSI","Flow <400 GPM (Low), Vibration >3.0 mm/s (High)","Flow Rate, Discharge Pressure, Vibration, Bearing Temperature",Condition_Based,46509,2025-02-05,2025-11-18,90.0,Accelerated
A0410,"Flow: 992 GPM, Pressure: 253 PSI","Flow <400 GPM (Low), Vibration >3.0 mm/s (High)","Flow Rate, Discharge Pressure, Vibration, Bearing Temperature",Condition_Based,46833,2024-10-20,2025-12-20,85.4,Accelerated
A0411,"Flow: 524 GPM, Pressure: 133 PSI","Flow <400 GPM (Low), Vibration >3.0 mm/s (High)","Flow Rate, Discharge Pressure, Vibration, Bearing Temperature",Condition_Based,27853,2025-02-17,2025-12-18,85.2,Moderate
A0412,"Flow: 588 GPM, Pressure: 296 PSI","Flow <400 GPM (Low), Vibration >3.0 mm/s (High)","Flow Rate, Discharge Pressure, Vibration, Bearing Temperature",Condition_Based,46656,2025-06-14,2026-02-21,92.8,Accelerated
A0413,"Flow: 1076 GPM, Pressure: 282 PSI","Flow <400 GPM (Low), Vibration >3.0 mm/s (High)","Flow Rate, Discharge Pressure, Vibration, Bearing Temperature",Condition_Based,55797,2025-05-11,2025-11-19,94.5,Accelerated
A0414,"Flow: 1173 GPM, Pressure: 102 PSI","Flow <400 GPM (Low), Vibration >3.0 mm/s (High)","Flow Rate, Discharge Pressure, Vibration, Bearing Temperature",Condition_Based,20818,2025-03-13,2026-03-06,92.6,Normal
A0415,"Flow: 929 GPM, Pressure: 211 PSI","Flow <400 GPM (Low), Vibration >3.0 mm/s (High)","Flow Rate, Discharge Pressure, Vibration, Bearing Temperature",Condition_Based,56476,2025-01-30,2026-01-23,90.2,Accelerated
A0416,"Flow: 503 GPM, Pressure: 258 PSI","Flow <400 GPM (Low), Vibration >3.0 mm/s (High)","Flow Rate, Discharge Pressure, Vibration, Bearing Temperature",Condition_Based,22631,2025-05-22,2026-02-24,85.1,Normal
A0417,"Flow: 545 GPM, Pressure: 177 PSI","Flow <400 GPM (Low), Vibration >3.0 mm/s (High)","Flow Rate, Discharge Pressure, Vibration, Bearing Temperature",Condition_Based,39378,2025-06-13,2026-02-25,90.9,Moderate
A0418,"Flow: 880 GPM, Pressure: 175 PSI","Flow <400 GPM (Low), Vibration >3.0 mm/s (High)","Flow Rate, Discharge Pressure, Vibration, Bearing Temperature",Condition_Based,15784,2025-01-28,2025-10-22,89.7,Normal
A0419,"Suction: 125 PSI, Discharge: 423 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,47933,2025-09-17,2025-12-16,86.9,Accelerated
A0420,"Suction: 51 PSI, Discharge: 312 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,25269,2024-12-24,2026-03-03,85.2,Moderate
A0421,"Suction: 85 PSI, Discharge: 400 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,37583,2025-06-29,2025-12-27,88.5,Moderate
A0422,"Suction: 148 PSI, Discharge: 493 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,58711,2024-12-21,2026-01-05,92.7,Accelerated
A0423,"Suction: 50 PSI, Discharge: 240 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,23923,2025-06-26,2025-11-01,93.5,Normal
A0424,"Suction: 96 PSI, Discharge: 285 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,24182,2025-03-23,2025-10-16,90.8,Normal
A0425,"Suction: 68 PSI, Discharge: 246 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,57528,2025-01-03,2025-11-24,92.6,Accelerated
A0426,"Suction: 113 PSI, Discharge: 457 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,28304,2025-09-20,2025-12-27,91.2,Moderate
A0427,"Suction: 56 PSI, Discharge: 368 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,55719,2025-07-26,2026-02-10,90.7,Accelerated
A0428,"Suction: 79 PSI, Discharge: 493 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,44729,2025-04-19,2025-11-13,85.9,Accelerated
A0429,"Suction: 142 PSI, Discharge: 253 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,54242,2025-01-05,2025-10-30,87.0,Accelerated
A0430,"Suction: 74 PSI, Discharge: 212 PSI","Discharge Pressure >450 PSI (High), Vibration >4.0 mm/s (Critical)","Compression Ratio, Vibration, Temperature, Power Consumption",Predictive,49406,2025-02-15,2025-10-19,86.4,Accelerated
A0431,"Approach Temp: 29°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,18510,2025-08-16,2026-03-09,94.4,Normal
A0432,"Approach Temp: 29°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,59720,2025-05-02,2026-02-27,90.4,Accelerated
A0433,"Approach Temp: 24°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,52293,2025-05-22,2025-09-28,87.3,Accelerated
A0434,"Approach Temp: 25°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,41895,2024-12-16,2026-03-04,92.9,Accelerated
A0435,"Approach Temp: 13°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,37356,2024-10-21,2025-10-04,92.6,Moderate
A0436,"Approach Temp: 22°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,37231,2024-12-22,2025-10-15,91.0,Moderate
A0437,"Approach Temp: 13°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,57167,2025-01-27,2025-10-24,94.7,Accelerated
A0438,"Approach Temp: 25°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,24110,2025-08-29,2025-12-11,94.4,Normal
A0439,"Approach Temp: 27°F, Fouling Factor: <0.002","Approach Temp >35°F (High), Pressure Drop >50 PSI (High)","Heat Transfer Coefficient, Pressure Drop, Fouling Rate",Time_Based,17649,2025-04-14,2026-01-21,88.5,Normal
A0440,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,34405,2024-12-31,2025-10-27,92.3,Moderate
A0441,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,27648,2025-06-01,2026-03-12,89.3,Moderate
A0442,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,37143,2025-03-26,2025-12-02,86.0,Moderate
A0443,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,14421,2024-09-26,2025-11-21,93.3,Normal
A0444,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,26898,2024-09-24,2026-01-20,86.0,Moderate
A0445,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,55931,2025-05-13,2026-01-07,90.2,Accelerated
A0446,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,52946,2025-01-23,2026-03-05,85.0,Accelerated
A0447,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,44569,2025-09-21,2025-10-16,88.0,Accelerated
A0448,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,37499,2024-09-26,2026-02-18,85.4,Moderate
A0449,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,10049,2025-01-01,2025-12-27,93.3,Normal
A0450,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,42231,2025-03-01,2026-01-03,94.6,Accelerated
A0451,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,32827,2025-01-26,2026-02-21,85.4,Moderate
A0452,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,46218,2025-06-08,2026-03-20,92.2,Accelerated
A0453,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,56832,2025-07-23,2026-03-18,85.3,Accelerated
A0454,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,50367,2025-03-25,2025-10-26,90.0,Accelerated
A0455,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,45403,2025-02-21,2025-11-09,85.6,Accelerated
A0456,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,52152,2025-06-16,2025-12-17,86.2,Accelerated
A0457,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,23584,2025-06-12,2025-12-12,92.5,Normal
A0458,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,30744,2025-05-02,2025-11-20,89.1,Moderate
A0459,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,48226,2025-05-12,2025-12-13,88.6,Accelerated
A0460,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,21864,2024-10-19,2025-10-07,91.3,Normal
A0461,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,38970,2025-07-16,2026-03-07,90.3,Moderate
A0462,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,45932,2025-07-17,2026-03-20,87.2,Accelerated
A0463,"Operating within design parameters","Process specific alarms configured","Process Variables, Equipment Health",Risk_Based,49696,2025-06-01,2025-12-10,94.9,Accelerated
