tag_id,plant,unit,device_type,ip_address,mac_address,protocol,vendor,model,firmware_version,last_seen,discovery_method,confidence_level,network_segment,criticality,is_managed,has_security_patches
"FLU-037","Baytown Refinery","Fluid Catalytic Cracking (FCC)","DCS","192.168.3.240","a8:ec:c0:84:cc:aa","Profinet","Honeywell","DCS-9957","1.9.21","2025-10-19T12:37:06.003Z","Asset Inventory","62","VLAN-38","Low","false","true"
"FLU-038","Baytown Refinery","Fluid Catalytic Cracking (FCC)","PLC","192.168.29.129","9a:ac:bc:a4:de:5f","Profinet","Siemens","PLC-3499","3.5.69","2025-10-19T09:53:27.258Z","Asset Inventory","76","VLAN-51","High","true","false"
"HYD-001","Baytown Refinery","Hydrocracking Unit (HCU)","Control Valve","192.168.28.172","13:b7:e5:d6:9f:56","Profinet","ABB","ControlValve-9830","5.2.36","2025-10-20T21:18:45.091Z","Network Scan","82","VLAN-67","High","true","false"
"HYD-002","Baytown Refinery","Hydrocracking Unit (HCU)","Control Valve","192.168.1.249","f6:c1:ec:27:20:56","Ethernet/IP","ABB","ControlValve-9770","5.2.40","2025-10-23T12:03:39.502Z","Protocol Analysis","60","VLAN-66","Critical","false","false"
"HYD-003","Baytown Refinery","Hydrocracking Unit (HCU)","DCS","192.168.44.184","4f:02:74:60:18:73","Profinet","Siemens","DCS-3708","2.5.62","2025-10-24T08:48:40.174Z","Protocol Analysis","76","VLAN-4","Critical","false","true"
"HYD-004","Baytown Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.180.47","8d:eb:2a:6f:30:8c","Modbus TCP","Emerson","MotorStarter-7236","3.0.35","2025-10-22T17:48:32.423Z","Network Scan","73","VLAN-86","Medium","true","false"
"HYD-005","Baytown Refinery","Hydrocracking Unit (HCU)","PLC","192.168.112.168","3f:0a:bd:be:f3:e9","Modbus TCP","Siemens","PLC-6903","2.8.76","2025-10-23T05:29:56.903Z","Network Scan","68","VLAN-9","Low","true","false"
"HYD-006","Baytown Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.129.240","4c:48:2a:f3:a9:32","Ethernet/IP","Honeywell","TemperatureTransmitter-1581","4.1.80","2025-10-22T20:15:20.791Z","Network Scan","81","VLAN-97","Low","false","false"
"HYD-007","Baytown Refinery","Hydrocracking Unit (HCU)","DCS","192.168.175.10","71:a6:37:78:e8:2e","Profinet","Siemens","DCS-9181","4.2.25","2025-10-19T21:22:23.456Z","Network Scan","76","VLAN-69","Critical","true","true"
"HYD-008","Baytown Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.52.38","3a:f8:4d:86:94:5d","DNP3","ABB","TemperatureTransmitter-6269","3.1.49","2025-10-19T18:36:14.562Z","Network Scan","69","VLAN-88","High","true","false"
"HYD-009","Baytown Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.238.113","a6:2e:09:d8:67:12","Modbus TCP","Siemens","FlowTransmitter-9451","3.4.37","2025-10-22T05:42:44.048Z","Network Scan","64","VLAN-13","Low","true","true"
"HYD-010","Baytown Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.245.215","30:ca:7d:18:5f:a0","Ethernet/IP","Emerson","FlowTransmitter-6578","2.4.68","2025-10-20T12:17:39.932Z","Asset Inventory","67","VLAN-26","Medium","true","true"
"HYD-011","Baytown Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.26.174","5b:7d:4e:b0:3d:7d","Ethernet/IP","Honeywell","FlowTransmitter-2124","3.0.36","2025-10-24T06:19:09.039Z","Asset Inventory","78","VLAN-2","Critical","true","false"
"HYD-012","Baytown Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.86.17","fc:06:91:6f:6f:96","Ethernet/IP","ABB","TemperatureTransmitter-8565","2.1.26","2025-10-22T13:55:44.780Z","Asset Inventory","85","VLAN-81","Low","false","true"
"HYD-013","Baytown Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.181.70","7b:1b:21:39:ce:ab","Profinet","Siemens","MotorStarter-7724","2.2.7","2025-10-24T15:55:19.573Z","Protocol Analysis","74","VLAN-9","Low","true","true"
"HYD-014","Baytown Refinery","Hydrocracking Unit (HCU)","PLC","192.168.130.253","c0:bd:60:cc:dd:29","Profinet","Rockwell","PLC-3744","4.1.29","2025-10-21T16:05:07.152Z","Protocol Analysis","89","VLAN-9","Medium","true","true"
"HYD-015","Baytown Refinery","Hydrocracking Unit (HCU)","HMI","192.168.53.205","8e:68:76:26:64:23","Ethernet/IP","Honeywell","HMI-4646","2.6.94","2025-10-24T02:08:06.079Z","SNMP","62","VLAN-50","Critical","true","false"
"HYD-016","Baytown Refinery","Hydrocracking Unit (HCU)","PLC","192.168.102.153","6a:f6:1c:76:a0:32","Ethernet/IP","Siemens","PLC-1393","1.7.99","2025-10-23T17:42:29.229Z","Protocol Analysis","73","VLAN-29","Critical","true","true"
"HYD-017","Baytown Refinery","Hydrocracking Unit (HCU)","DCS","192.168.99.21","07:27:3b:f4:9d:cf","Ethernet/IP","Honeywell","DCS-7572","4.1.64","2025-10-18T04:52:13.227Z","Asset Inventory","86","VLAN-6","Critical","true","true"
"HYD-018","Baytown Refinery","Hydrocracking Unit (HCU)","DCS","192.168.68.175","1e:df:16:4b:b6:07","Modbus TCP","Emerson","DCS-3730","2.1.4","2025-10-22T08:52:23.596Z","Network Scan","80","VLAN-89","Critical","false","false"
"HYD-019","Baytown Refinery","Hydrocracking Unit (HCU)","Control Valve","192.168.81.89","01:59:e0:e4:75:59","Ethernet/IP","Emerson","ControlValve-7349","1.5.67","2025-10-21T17:01:18.212Z","Protocol Analysis","74","VLAN-94","Critical","true","true"
"HYD-020","Baytown Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.67.91","4b:29:a4:d9:2c:04","OPC UA","Siemens","SafetyPLC-9629","4.8.61","2025-10-18T22:12:07.916Z","Network Scan","86","VLAN-66","Low","false","true"
"HYD-021","Baytown Refinery","Hydrocracking Unit (HCU)","PLC","192.168.55.219","e6:9b:ad:3a:33:41","DNP3","Emerson","PLC-3733","2.2.95","2025-10-19T21:15:56.888Z","SNMP","99","VLAN-49","High","true","false"
"HYD-022","Baytown Refinery","Hydrocracking Unit (HCU)","Control Valve","192.168.249.212","3d:e9:57:cb:48:dd","Modbus TCP","Rockwell","ControlValve-3038","4.2.61","2025-10-24T08:08:10.072Z","Network Scan","80","VLAN-19","Critical","true","false"
"HYD-023","Baytown Refinery","Hydrocracking Unit (HCU)","RTU","192.168.197.76","77:b8:b8:b6:dc:25","DNP3","Honeywell","RTU-7441","3.3.51","2025-10-22T23:30:07.478Z","Asset Inventory","80","VLAN-63","High","false","true"
"HYD-024","Baytown Refinery","Hydrocracking Unit (HCU)","PLC","192.168.209.111","e6:1b:3d:78:fe:ab","Profinet","Emerson","PLC-7918","1.3.97","2025-10-19T03:09:20.743Z","SNMP","94","VLAN-98","High","true","true"
"HYD-025","Baytown Refinery","Hydrocracking Unit (HCU)","HMI","192.168.217.126","38:0e:5c:a0:96:43","Ethernet/IP","Emerson","HMI-8432","3.2.12","2025-10-18T14:05:16.760Z","Network Scan","66","VLAN-91","Low","true","true"
"HYD-026","Baytown Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.226.125","85:57:52:36:7c:70","Profinet","ABB","MotorStarter-1606","1.2.2","2025-10-21T14:37:01.797Z","Protocol Analysis","61","VLAN-96","Low","true","true"
"HYD-027","Baytown Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.223.41","d9:12:c6:e6:be:d8","Modbus TCP","Honeywell","MotorStarter-6427","1.4.70","2025-10-19T08:15:54.574Z","Protocol Analysis","88","VLAN-76","High","true","true"
"HYD-028","Baytown Refinery","Hydrocracking Unit (HCU)","HMI","192.168.235.41","23:11:39:63:fd:3d","OPC UA","Honeywell","HMI-2053","1.3.66","2025-10-24T15:23:39.601Z","Asset Inventory","89","VLAN-45","Medium","true","true"
"HYD-029","Baytown Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.73.228","3d:af:ac:e6:b5:fc","OPC UA","ABB","TemperatureTransmitter-9928","3.7.16","2025-10-22T13:34:40.714Z","Network Scan","82","VLAN-94","Critical","true","true"
"HYD-030","Baytown Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.70.158","e1:d0:ef:20:45:35","Modbus TCP","Emerson","PressureTransmitter-5967","5.8.9","2025-10-22T00:43:39.606Z","SNMP","66","VLAN-83","Medium","true","true"
"HYD-031","Baytown Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.98.196","df:90:4a:37:42:6f","DNP3","Siemens","PressureTransmitter-1149","3.2.53","2025-10-19T05:35:32.872Z","Protocol Analysis","86","VLAN-12","Critical","true","false"
"HYD-032","Baytown Refinery","Hydrocracking Unit (HCU)","Control Valve","192.168.40.66","de:a5:8c:39:55:2d","OPC UA","ABB","ControlValve-9587","1.0.91","2025-10-20T05:00:07.838Z","Asset Inventory","98","VLAN-74","High","true","true"
"HYD-033","Baytown Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.134.14","3b:c2:e7:27:b2:7e","Modbus TCP","Emerson","TemperatureTransmitter-8608","4.6.87","2025-10-20T15:45:42.335Z","SNMP","63","VLAN-25","Low","true","true"
"HYD-034","Baytown Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.123.155","74:db:d3:84:a6:99","Profinet","Schneider","TemperatureTransmitter-7742","2.5.95","2025-10-18T19:17:58.424Z","SNMP","85","VLAN-71","Medium","true","false"
"HYD-035","Baytown Refinery","Hydrocracking Unit (HCU)","DCS","192.168.10.247","7d:b5:2e:d5:14:cf","Modbus TCP","Emerson","DCS-7170","4.7.7","2025-10-23T11:43:03.998Z","Asset Inventory","84","VLAN-27","Medium","true","true"
"HYD-036","Baytown Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.247.101","98:2b:10:22:5e:02","Modbus TCP","Emerson","SafetyPLC-5790","1.3.67","2025-10-23T16:22:19.969Z","Network Scan","97","VLAN-20","Medium","true","false"
"HYD-037","Baytown Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.45.174","fd:2d:7f:1a:a3:37","DNP3","Schneider","PressureTransmitter-3104","4.0.21","2025-10-21T15:00:57.406Z","Network Scan","80","VLAN-12","Medium","true","true"
"HYD-038","Baytown Refinery","Hydrocracking Unit (HCU)","RTU","192.168.233.212","8e:0b:cc:e5:db:84","Profinet","ABB","RTU-8453","5.2.75","2025-10-19T12:49:29.057Z","Protocol Analysis","61","VLAN-97","Medium","true","false"
"HYD-039","Baytown Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.131.117","96:1a:a2:3e:c9:5b","DNP3","Siemens","TemperatureTransmitter-4672","2.3.71","2025-10-24T04:53:12.919Z","Protocol Analysis","81","VLAN-81","High","true","true"
"HYD-040","Baytown Refinery","Hydrocracking Unit (HCU)","DCS","192.168.202.138","52:b0:9f:e2:af:88","Ethernet/IP","Schneider","DCS-4680","4.7.80","2025-10-24T06:25:14.950Z","Protocol Analysis","68","VLAN-46","Medium","true","true"
"HYD-041","Baytown Refinery","Hydrocracking Unit (HCU)","PLC","192.168.216.61","55:12:96:ac:ea:2d","Profinet","Honeywell","PLC-7121","4.8.30","2025-10-24T05:53:27.935Z","Network Scan","94","VLAN-87","Medium","true","false"
"HYD-042","Baytown Refinery","Hydrocracking Unit (HCU)","Control Valve","192.168.225.27","01:76:b4:3f:db:de","OPC UA","ABB","ControlValve-7659","2.0.53","2025-10-18T02:16:24.516Z","Protocol Analysis","92","VLAN-59","Low","false","true"
"HYD-043","Baytown Refinery","Hydrocracking Unit (HCU)","Control Valve","192.168.103.69","28:6a:47:31:64:31","Profinet","Emerson","ControlValve-1380","1.2.12","2025-10-18T20:32:51.982Z","Asset Inventory","73","VLAN-81","Medium","true","true"
"HYD-044","Baytown Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.217.113","ec:19:ad:8a:a1:35","OPC UA","Rockwell","MotorStarter-2730","2.1.68","2025-10-24T02:45:31.191Z","Network Scan","66","VLAN-76","High","true","true"
"HYD-045","Baytown Refinery","Hydrocracking Unit (HCU)","PLC","192.168.88.226","07:3a:b4:a4:eb:9c","DNP3","ABB","PLC-3649","1.6.32","2025-10-22T04:04:53.323Z","SNMP","61","VLAN-79","Low","true","true"
"HYD-046","Baytown Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.251.121","47:cc:27:ec:91:f5","Ethernet/IP","Siemens","TemperatureTransmitter-9861","4.5.11","2025-10-23T06:43:01.199Z","Network Scan","80","VLAN-24","Critical","false","false"
"HYD-047","Baytown Refinery","Hydrocracking Unit (HCU)","HMI","192.168.134.158","6c:8c:43:b1:21:72","Ethernet/IP","Rockwell","HMI-2935","4.4.18","2025-10-20T21:02:53.693Z","Protocol Analysis","78","VLAN-18","Medium","true","true"
"HYD-048","Baytown Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.192.196","43:11:57:be:35:3c","Profinet","Rockwell","PressureTransmitter-6963","3.6.83","2025-10-19T13:07:09.358Z","Network Scan","84","VLAN-24","Medium","true","false"
"HYD-049","Baytown Refinery","Hydrocracking Unit (HCU)","PLC","192.168.165.60","d5:80:4d:80:95:60","OPC UA","Schneider","PLC-1829","4.6.45","2025-10-22T16:03:11.072Z","Asset Inventory","61","VLAN-61","Medium","true","true"
"HYD-050","Baytown Refinery","Hydrocracking Unit (HCU)","DCS","192.168.126.79","13:88:10:b7:74:2d","DNP3","Siemens","DCS-8142","1.3.18","2025-10-22T18:00:46.883Z","Network Scan","61","VLAN-70","Medium","true","true"
"HYD-051","Baytown Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.178.9","b4:3f:2d:3a:c1:fe","Profinet","ABB","TemperatureTransmitter-8430","4.0.38","2025-10-19T00:31:01.841Z","Protocol Analysis","73","VLAN-47","Medium","true","false"
"HYD-052","Baytown Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.20.90","50:ec:d6:eb:39:75","Profinet","Siemens","SafetyPLC-9692","1.1.11","2025-10-21T10:24:07.234Z","Protocol Analysis","71","VLAN-74","Medium","true","true"
"HYD-053","Baytown Refinery","Hydrocracking Unit (HCU)","HMI","192.168.143.105","43:f0:aa:a9:10:10","Modbus TCP","Schneider","HMI-9959","1.4.57","2025-10-23T19:35:06.833Z","Asset Inventory","66","VLAN-66","High","true","false"
"HYD-054","Baytown Refinery","Hydrocracking Unit (HCU)","Safety PLC","192.168.74.222","22:2a:62:03:db:3e","Ethernet/IP","Siemens","SafetyPLC-9701","4.8.40","2025-10-23T07:23:28.950Z","Protocol Analysis","74","VLAN-53","Critical","false","false"
"HYD-055","Baytown Refinery","Hydrocracking Unit (HCU)","Pressure Transmitter","192.168.109.171","5e:12:ce:1b:7f:2f","OPC UA","ABB","PressureTransmitter-2998","5.7.8","2025-10-20T01:44:21.296Z","Network Scan","88","VLAN-15","Critical","true","true"
"HYD-056","Baytown Refinery","Hydrocracking Unit (HCU)","Temperature Transmitter","192.168.65.166","ac:b1:ab:bb:fc:63","Ethernet/IP","Honeywell","TemperatureTransmitter-3490","5.5.36","2025-10-21T01:19:54.146Z","Asset Inventory","95","VLAN-41","Low","false","false"
"HYD-057","Baytown Refinery","Hydrocracking Unit (HCU)","Flow Transmitter","192.168.139.23","23:e7:e1:39:67:14","Modbus TCP","Siemens","FlowTransmitter-5861","3.0.78","2025-10-18T03:18:20.458Z","SNMP","64","VLAN-71","High","false","false"
"HYD-058","Baytown Refinery","Hydrocracking Unit (HCU)","Motor Starter","192.168.187.5","a2:cc:a0:2e:e4:1c","Modbus TCP","Siemens","MotorStarter-7282","1.2.11","2025-10-19T19:34:15.099Z","SNMP","88","VLAN-77","High","false","false"
"REF-001","Baytown Refinery","Reformer Unit","Flow Transmitter","192.168.186.192","19:db:c6:84:37:80","OPC UA","Honeywell","FlowTransmitter-5113","1.6.49","2025-10-23T12:18:31.604Z","Protocol Analysis","87","VLAN-24","Low","false","false"
"REF-002","Baytown Refinery","Reformer Unit","Flow Transmitter","192.168.176.49","22:57:67:e0:61:ca","OPC UA","Honeywell","FlowTransmitter-1155","1.6.7","2025-10-19T12:56:22.916Z","Network Scan","81","VLAN-41","Critical","false","false"
"REF-003","Baytown Refinery","Reformer Unit","PLC","192.168.39.10","5d:e8:24:84:e0:86","DNP3","ABB","PLC-9964","1.9.42","2025-10-21T04:06:23.745Z","Protocol Analysis","79","VLAN-85","Medium","true","false"
"REF-004","Baytown Refinery","Reformer Unit","Flow Transmitter","192.168.138.198","36:6e:0e:ee:b8:5c","OPC UA","Schneider","FlowTransmitter-1907","3.0.22","2025-10-22T03:34:21.769Z","Network Scan","87","VLAN-80","Low","true","true"
"REF-005","Baytown Refinery","Reformer Unit","Control Valve","192.168.144.251","3d:45:7e:98:28:ff","DNP3","Emerson","ControlValve-6197","5.2.88","2025-10-20T07:35:24.334Z","SNMP","71","VLAN-71","Low","false","true"
"REF-006","Baytown Refinery","Reformer Unit","Flow Transmitter","192.168.139.51","c6:8b:5c:a9:2f:a2","Profinet","Siemens","FlowTransmitter-5356","2.1.20","2025-10-23T16:27:38.967Z","Protocol Analysis","67","VLAN-38","Critical","true","true"
"REF-007","Baytown Refinery","Reformer Unit","Flow Transmitter","192.168.194.79","4a:9e:a5:76:fa:0d","OPC UA","Siemens","FlowTransmitter-5449","1.4.77","2025-10-24T02:17:39.087Z","Protocol Analysis","88","VLAN-72","Critical","true","true"
"REF-008","Baytown Refinery","Reformer Unit","Safety PLC","192.168.84.237","67:28:83:db:ac:fd","OPC UA","Honeywell","SafetyPLC-8713","2.0.52","2025-10-22T08:11:43.997Z","Protocol Analysis","66","VLAN-70","High","true","true"
"REF-009","Baytown Refinery","Reformer Unit","Flow Transmitter","192.168.210.162","8d:8b:8b:d1:82:16","Ethernet/IP","Honeywell","FlowTransmitter-6809","2.9.95","2025-10-20T11:56:25.016Z","Asset Inventory","81","VLAN-82","Critical","false","false"
"REF-010","Baytown Refinery","Reformer Unit","Temperature Transmitter","192.168.124.80","25:7f:79:cb:60:1c","Profinet","Rockwell","TemperatureTransmitter-1995","2.1.59","2025-10-24T11:04:39.010Z","SNMP","70","VLAN-60","Low","true","false"
"REF-011","Baytown Refinery","Reformer Unit","Control Valve","192.168.218.222","b4:34:d4:f3:93:62","Modbus TCP","Honeywell","ControlValve-9731","4.1.37","2025-10-21T19:00:45.754Z","Network Scan","77","VLAN-26","Critical","true","false"
"REF-012","Baytown Refinery","Reformer Unit","RTU","192.168.254.77","f4:06:ab:ab:8e:fb","OPC UA","Schneider","RTU-4968","1.7.66","2025-10-20T19:44:01.112Z","Protocol Analysis","65","VLAN-1","Critical","false","true"
"REF-013","Baytown Refinery","Reformer Unit","Motor Starter","192.168.55.21","92:0b:89:f7:41:f5","DNP3","Emerson","MotorStarter-3610","1.5.16","2025-10-19T05:15:21.713Z","Protocol Analysis","67","VLAN-48","Medium","true","true"
"REF-014","Baytown Refinery","Reformer Unit","PLC","192.168.165.116","56:85:fa:94:08:a2","DNP3","Siemens","PLC-6992","3.1.5","2025-10-18T19:59:32.771Z","Asset Inventory","75","VLAN-31","Low","false","true"
"REF-015","Baytown Refinery","Reformer Unit","DCS","192.168.239.226","d1:b0:1d:02:4d:11","DNP3","Honeywell","DCS-7181","3.1.21","2025-10-20T11:51:51.764Z","Asset Inventory","78","VLAN-5","Low","false","true"
"REF-016","Baytown Refinery","Reformer Unit","PLC","192.168.121.121","3f:32:b7:e7:ab:3e","OPC UA","Emerson","PLC-9168","1.3.65","2025-10-20T06:52:59.204Z","SNMP","93","VLAN-58","Low","true","true"
"REF-017","Baytown Refinery","Reformer Unit","RTU","192.168.116.42","3b:f3:e0:0d:63:64","DNP3","Honeywell","RTU-6510","2.2.13","2025-10-24T15:37:03.164Z","Network Scan","74","VLAN-10","Medium","true","true"
"REF-018","Baytown Refinery","Reformer Unit","Flow Transmitter","192.168.76.92","fb:0e:3b:09:99:1e","Modbus TCP","Schneider","FlowTransmitter-5512","5.3.92","2025-10-19T11:50:19.239Z","SNMP","79","VLAN-52","Critical","true","true"
"REF-019","Baytown Refinery","Reformer Unit","Safety PLC","192.168.193.119","19:fa:de:2f:1b:89","OPC UA","Siemens","SafetyPLC-1652","3.1.37","2025-10-18T02:16:57.675Z","Asset Inventory","91","VLAN-82","Low","true","true"
"REF-020","Baytown Refinery","Reformer Unit","Motor Starter","192.168.232.178","1b:0b:ea:bf:b3:24","DNP3","Schneider","MotorStarter-6547","1.4.0","2025-10-21T04:38:33.236Z","Asset Inventory","93","VLAN-51","High","true","false"
"REF-021","Baytown Refinery","Reformer Unit","Pressure Transmitter","192.168.186.114","eb:36:89:41:e7:bf","Modbus TCP","Siemens","PressureTransmitter-2770","5.0.12","2025-10-22T05:41:00.882Z","Protocol Analysis","83","VLAN-4","High","false","false"
"REF-022","Baytown Refinery","Reformer Unit","HMI","192.168.227.147","a1:cf:a9:61:21:f7","Ethernet/IP","Siemens","HMI-3959","4.3.27","2025-10-21T21:58:44.790Z","Asset Inventory","72","VLAN-63","Low","true","true"
"REF-023","Baytown Refinery","Reformer Unit","Motor Starter","192.168.126.233","e0:b1:37:a9:9b:e9","Modbus TCP","Rockwell","MotorStarter-2319","4.8.31","2025-10-22T03:13:27.811Z","Protocol Analysis","82","VLAN-10","Medium","true","true"
"REF-024","Baytown Refinery","Reformer Unit","HMI","192.168.30.25","d2:59:ed:43:f4:f4","Modbus TCP","ABB","HMI-3950","3.8.70","2025-10-20T18:06:01.902Z","Network Scan","65","VLAN-89","High","true","false"
"REF-025","Baytown Refinery","Reformer Unit","Safety PLC","192.168.232.104","36:47:ed:73:c8:83","Modbus TCP","ABB","SafetyPLC-3344","4.6.98","2025-10-18T01:01:22.927Z","SNMP","83","VLAN-54","High","true","true"
"REF-026","Baytown Refinery","Reformer Unit","RTU","192.168.195.158","26:29:ac:7c:ea:d1","DNP3","Honeywell","RTU-5617","1.7.27","2025-10-24T08:16:07.020Z","Network Scan","66","VLAN-40","Low","true","false"
"REF-027","Baytown Refinery","Reformer Unit","Temperature Transmitter","192.168.53.246","a4:8b:12:69:6f:9b","DNP3","Emerson","TemperatureTransmitter-6791","4.2.89","2025-10-19T02:36:02.700Z","Asset Inventory","68","VLAN-21","High","true","false"
"REF-028","Baytown Refinery","Reformer Unit","Control Valve","192.168.110.101","b3:b6:52:f1:76:4e","Modbus TCP","Schneider","ControlValve-7082","4.6.75","2025-10-18T13:53:34.271Z","Protocol Analysis","77","VLAN-72","High","true","true"
"REF-029","Baytown Refinery","Reformer Unit","HMI","192.168.36.201","f1:72:20:2e:97:83","OPC UA","Honeywell","HMI-4954","3.4.49","2025-10-22T02:48:54.163Z","Protocol Analysis","65","VLAN-52","Critical","true","true"
"REF-030","Baytown Refinery","Reformer Unit","PLC","192.168.118.129","0e:d8:d4:af:98:cd","Modbus TCP","ABB","PLC-7255","1.0.47","2025-10-18T08:47:07.890Z","SNMP","81","VLAN-18","Medium","true","true"
"REF-031","Baytown Refinery","Reformer Unit","Temperature Transmitter","192.168.1.61","f0:ec:3b:16:86:46","DNP3","Siemens","TemperatureTransmitter-5415","5.6.99","2025-10-17T21:19:33.756Z","Protocol Analysis","78","VLAN-47","High","true","false"
"REF-032","Baytown Refinery","Reformer Unit","Pressure Transmitter","192.168.86.209","4f:56:32:d0:dd:44","DNP3","Schneider","PressureTransmitter-2876","5.7.32","2025-10-18T00:36:20.073Z","Protocol Analysis","68","VLAN-58","Low","true","true"
"REF-033","Baytown Refinery","Reformer Unit","DCS","192.168.16.19","a6:44:ee:8a:f0:07","DNP3","Honeywell","DCS-7181","4.8.95","2025-10-21T19:37:32.069Z","Protocol Analysis","63","VLAN-78","High","true","true"
"REF-034","Baytown Refinery","Reformer Unit","HMI","192.168.29.9","8d:dc:5b:8e:a0:a7","Modbus TCP","ABB","HMI-3282","2.0.34","2025-10-19T02:49:12.301Z","Protocol Analysis","98","VLAN-41","Medium","false","true"
"REF-035","Baytown Refinery","Reformer Unit","HMI","192.168.219.94","a8:9f:80:3d:18:94","DNP3","Honeywell","HMI-2199","5.2.18","2025-10-19T00:48:45.644Z","Protocol Analysis","84","VLAN-44","High","true","false"
"REF-036","Baytown Refinery","Reformer Unit","Temperature Transmitter","192.168.105.72","53:68:e0:46:00:08","Modbus TCP","ABB","TemperatureTransmitter-5714","4.0.59","2025-10-24T08:34:02.936Z","Protocol Analysis","81","VLAN-33","Medium","true","true"
"REF-037","Baytown Refinery","Reformer Unit","RTU","192.168.253.31","8e:7f:2f:0a:e3:f5","Profinet","Emerson","RTU-4076","5.4.79","2025-10-22T13:47:13.471Z","Asset Inventory","76","VLAN-17","Low","false","true"
"REF-038","Baytown Refinery","Reformer Unit","Flow Transmitter","192.168.252.115","2a:fd:d1:5e:21:de","DNP3","Honeywell","FlowTransmitter-3872","5.9.12","2025-10-18T19:28:07.194Z","Protocol Analysis","61","VLAN-11","Low","true","true"
"REF-039","Baytown Refinery","Reformer Unit","Pressure Transmitter","192.168.81.229","23:c2:84:98:46:85","DNP3","Honeywell","PressureTransmitter-2647","5.0.75","2025-10-22T14:11:43.070Z","Asset Inventory","89","VLAN-80","Low","true","true"
"REF-040","Baytown Refinery","Reformer Unit","RTU","192.168.245.196","14:9f:4a:c9:c1:ae","DNP3","Rockwell","RTU-7977","3.3.39","2025-10-20T00:37:19.459Z","Network Scan","71","VLAN-98","Medium","true","true"
"REF-041","Baytown Refinery","Reformer Unit","DCS","192.168.130.8","86:4b:39:8a:16:4e","Profinet","Honeywell","DCS-5611","3.1.82","2025-10-24T09:12:14.749Z","Asset Inventory","71","VLAN-21","Medium","false","true"
"REF-042","Baytown Refinery","Reformer Unit","RTU","192.168.169.119","e5:36:18:1a:a8:94","OPC UA","Honeywell","RTU-3107","5.3.1","2025-10-18T22:38:07.547Z","Network Scan","90","VLAN-9","Critical","true","true"
"REF-043","Baytown Refinery","Reformer Unit","Pressure Transmitter","192.168.129.164","fe:8d:f9:97:85:44","DNP3","ABB","PressureTransmitter-3019","5.6.36","2025-10-24T05:34:30.636Z","Asset Inventory","76","VLAN-6","Critical","false","false"
"REF-044","Baytown Refinery","Reformer Unit","Flow Transmitter","192.168.230.75","8e:60:b3:87:32:5f","Ethernet/IP","Siemens","FlowTransmitter-4077","3.5.54","2025-10-19T03:25:08.949Z","Protocol Analysis","78","VLAN-70","Critical","true","true"
"REF-045","Baytown Refinery","Reformer Unit","Safety PLC","192.168.82.173","7e:47:ec:8a:90:7b","Ethernet/IP","Honeywell","SafetyPLC-7541","5.1.57","2025-10-24T10:46:34.080Z","Protocol Analysis","90","VLAN-48","Medium","true","true"
"REF-046","Baytown Refinery","Reformer Unit","HMI","192.168.25.55","fd:ed:ed:5a:99:50","DNP3","Honeywell","HMI-3108","5.6.21","2025-10-21T09:24:49.378Z","Protocol Analysis","76","VLAN-81","Low","true","false"
"REF-047","Baytown Refinery","Reformer Unit","Temperature Transmitter","192.168.144.157","5c:3a:46:45:d0:a4","OPC UA","Emerson","TemperatureTransmitter-7949","2.0.16","2025-10-20T04:19:48.647Z","Network Scan","72","VLAN-27","Medium","false","false"
"REF-048","Baytown Refinery","Reformer Unit","Flow Transmitter","192.168.61.29","c4:07:87:55:d8:f2","OPC UA","Siemens","FlowTransmitter-7672","3.4.22","2025-10-18T11:12:50.530Z","Asset Inventory","72","VLAN-62","Low","true","true"
"REF-049","Baytown Refinery","Reformer Unit","Motor Starter","192.168.116.114","31:77:e0:c3:ce:5c","OPC UA","Emerson","MotorStarter-8513","1.7.3","2025-10-19T13:08:18.240Z","Network Scan","64","VLAN-37","Low","true","false"
