tag_id,plant,unit,device_type,ip_address,security_level,vulnerabilities,cve_count,last_security_scan,encryption_enabled,authentication_required,access_control,network_isolation,firewall_protected,risk_score
"QUA-002","San Diego Biotech","Quality Control Lab","Serialization System","192.168.119.251","2","7","3","2025-10-02T09:33:12.073Z","true","false","Basic","false","true","5"
"QUA-003","San Diego Biotech","Quality Control Lab","Serialization System","192.168.184.18","2","9","1","2025-10-18T20:56:06.263Z","true","true","Basic","true","false","84"
"QUA-004","San Diego Biotech","Quality Control Lab","LIMS","192.168.76.165","3","5","3","2025-10-02T18:41:36.958Z","false","true","Advanced","true","true","28"
"QUA-005","San Diego Biotech","Quality Control Lab","LIMS","192.168.210.77","1","4","1","2025-10-04T16:38:58.193Z","false","true","None","false","true","28"
"QUA-006","San Diego Biotech","Quality Control Lab","Batch Controller","192.168.2.1","4","0","0","2025-10-10T02:10:04.956Z","false","false","Basic","true","true","88"
"QUA-007","San Diego Biotech","Quality Control Lab","PLC","192.168.131.30","4","1","1","2025-10-05T02:56:44.129Z","true","true","Advanced","false","false","13"
"QUA-008","San Diego Biotech","Quality Control Lab","Environmental Monitor","192.168.77.27","2","0","3","2025-10-19T05:34:08.223Z","true","false","None","true","true","49"
"QUA-009","San Diego Biotech","Quality Control Lab","PLC","192.168.170.249","1","8","2","2025-10-11T06:33:48.745Z","false","true","None","true","true","51"
"QUA-010","San Diego Biotech","Quality Control Lab","Batch Controller","192.168.140.104","4","9","4","2025-10-04T11:47:43.914Z","true","true","Enterprise","false","true","49"
"QUA-011","San Diego Biotech","Quality Control Lab","LIMS","192.168.247.158","1","9","2","2025-10-02T06:50:35.611Z","true","true","Basic","false","false","22"
"QUA-012","San Diego Biotech","Quality Control Lab","HMI","192.168.181.198","1","2","1","2025-10-01T00:51:55.439Z","true","true","Advanced","false","true","16"
"QUA-013","San Diego Biotech","Quality Control Lab","Serialization System","192.168.94.45","2","4","0","2025-10-02T05:48:35.699Z","true","false","Advanced","true","true","45"
"QUA-014","San Diego Biotech","Quality Control Lab","Safety PLC","192.168.0.115","4","2","4","2025-09-26T15:52:37.157Z","true","false","None","false","false","14"
"QUA-015","San Diego Biotech","Quality Control Lab","PLC","192.168.221.174","1","7","0","2025-09-29T09:21:14.916Z","true","false","Advanced","true","true","50"
"QUA-016","San Diego Biotech","Quality Control Lab","Temperature Controller","192.168.116.220","2","7","1","2025-10-09T19:28:28.630Z","true","true","None","true","true","97"
"QUA-017","San Diego Biotech","Quality Control Lab","Batch Controller","192.168.84.179","1","7","3","2025-09-30T04:36:17.347Z","false","true","Advanced","false","true","12"
"QUA-018","San Diego Biotech","Quality Control Lab","HMI","192.168.247.123","2","7","3","2025-10-11T01:56:07.335Z","true","true","Enterprise","false","false","33"
"QUA-019","San Diego Biotech","Quality Control Lab","SCADA","192.168.239.169","3","4","4","2025-10-13T07:08:37.368Z","true","false","Enterprise","false","false","71"
"QUA-020","San Diego Biotech","Quality Control Lab","SCADA","192.168.58.46","2","9","0","2025-10-07T17:41:23.361Z","false","true","Enterprise","true","true","34"
"QUA-021","San Diego Biotech","Quality Control Lab","Temperature Controller","192.168.116.78","2","8","0","2025-09-28T13:53:36.616Z","false","true","Advanced","false","true","47"
"QUA-022","San Diego Biotech","Quality Control Lab","SCADA","192.168.163.200","2","8","3","2025-10-07T17:00:16.218Z","true","false","Basic","true","false","75"
"QUA-023","San Diego Biotech","Quality Control Lab","Environmental Monitor","192.168.173.228","2","4","3","2025-09-28T08:50:09.017Z","false","true","Basic","false","true","55"
"QUA-024","San Diego Biotech","Quality Control Lab","Safety PLC","192.168.201.254","2","0","2","2025-10-11T21:16:21.067Z","false","true","Advanced","true","true","96"
"QUA-025","San Diego Biotech","Quality Control Lab","Environmental Monitor","192.168.74.223","2","9","0","2025-10-17T20:34:05.982Z","true","false","None","true","false","17"
"QUA-026","San Diego Biotech","Quality Control Lab","Batch Controller","192.168.138.190","1","4","3","2025-10-06T12:13:13.080Z","true","true","None","true","true","28"
"QUA-027","San Diego Biotech","Quality Control Lab","MES","192.168.208.234","2","2","0","2025-09-29T08:26:41.064Z","true","true","None","false","false","32"
"QUA-028","San Diego Biotech","Quality Control Lab","Temperature Controller","192.168.138.136","2","6","2","2025-10-15T17:06:28.055Z","false","true","None","true","true","30"
"QUA-029","San Diego Biotech","Quality Control Lab","Serialization System","192.168.126.154","4","7","0","2025-09-30T12:01:49.246Z","true","true","Advanced","true","true","39"
"QUA-030","San Diego Biotech","Quality Control Lab","Serialization System","192.168.72.36","3","6","2","2025-10-15T19:59:46.533Z","true","true","Advanced","false","true","62"
"QUA-031","San Diego Biotech","Quality Control Lab","Serialization System","192.168.123.130","4","4","2","2025-10-21T00:44:31.256Z","false","false","Enterprise","false","true","66"
"QUA-032","San Diego Biotech","Quality Control Lab","PLC","192.168.197.202","4","5","1","2025-10-10T11:14:54.242Z","true","true","None","false","true","95"
"QUA-033","San Diego Biotech","Quality Control Lab","Batch Controller","192.168.18.60","3","2","1","2025-10-09T04:27:24.849Z","true","true","None","true","true","83"
"UTI-001","San Diego Biotech","Utilities","Safety PLC","192.168.24.229","1","8","2","2025-09-29T06:46:54.098Z","true","false","Advanced","true","false","1"
"UTI-002","San Diego Biotech","Utilities","PLC","192.168.43.76","3","7","1","2025-10-24T08:20:40.608Z","true","false","None","false","true","81"
"UTI-003","San Diego Biotech","Utilities","PLC","192.168.253.12","1","2","2","2025-10-23T20:24:18.860Z","true","true","Advanced","true","true","95"
"UTI-004","San Diego Biotech","Utilities","HMI","192.168.179.31","4","0","2","2025-10-02T12:19:03.637Z","true","true","Advanced","false","true","38"
"UTI-005","San Diego Biotech","Utilities","Serialization System","192.168.142.14","1","1","2","2025-10-23T13:29:02.088Z","true","true","Advanced","true","false","64"
"UTI-006","San Diego Biotech","Utilities","Safety PLC","192.168.149.180","1","1","4","2025-09-25T02:23:41.756Z","true","false","Basic","true","false","33"
"UTI-007","San Diego Biotech","Utilities","Temperature Controller","192.168.35.206","2","6","1","2025-09-29T04:55:06.937Z","false","true","Basic","false","false","75"
"UTI-008","San Diego Biotech","Utilities","LIMS","192.168.32.18","1","1","2","2025-10-16T03:59:19.194Z","true","true","Enterprise","false","true","61"
"UTI-009","San Diego Biotech","Utilities","Temperature Controller","192.168.77.38","4","4","4","2025-10-01T07:20:54.880Z","true","true","Advanced","false","true","70"
"UTI-010","San Diego Biotech","Utilities","HMI","192.168.153.169","1","0","4","2025-10-17T17:15:06.878Z","true","true","Advanced","false","true","16"
"UTI-011","San Diego Biotech","Utilities","HMI","192.168.168.159","2","6","1","2025-09-28T18:05:02.803Z","false","true","Basic","true","true","59"
"UTI-012","San Diego Biotech","Utilities","MES","192.168.22.171","4","8","4","2025-10-14T20:04:14.801Z","false","true","None","false","true","58"
"UTI-013","San Diego Biotech","Utilities","PLC","192.168.104.196","1","7","4","2025-10-24T18:08:18.614Z","true","false","Enterprise","true","true","83"
"UTI-014","San Diego Biotech","Utilities","SCADA","192.168.19.14","3","4","0","2025-10-20T13:11:17.274Z","true","true","Enterprise","true","true","39"
"UTI-015","San Diego Biotech","Utilities","SCADA","192.168.76.95","4","1","3","2025-10-20T09:18:05.489Z","true","true","Advanced","true","true","18"
"UTI-016","San Diego Biotech","Utilities","Serialization System","192.168.219.188","4","5","3","2025-10-14T10:54:12.260Z","false","true","None","true","true","7"
"UTI-017","San Diego Biotech","Utilities","Environmental Monitor","192.168.210.137","2","5","3","2025-10-19T12:17:25.957Z","true","false","Enterprise","false","true","100"
"UTI-018","San Diego Biotech","Utilities","Batch Controller","192.168.206.196","3","6","0","2025-10-03T20:53:19.530Z","false","true","Basic","true","true","79"
"UTI-019","San Diego Biotech","Utilities","Batch Controller","192.168.148.158","4","9","2","2025-10-09T14:41:37.395Z","false","false","Enterprise","true","false","55"
"UTI-020","San Diego Biotech","Utilities","Safety PLC","192.168.15.175","4","2","0","2025-10-13T21:32:06.036Z","false","false","Advanced","false","true","89"
"UTI-021","San Diego Biotech","Utilities","SCADA","192.168.71.173","4","2","0","2025-10-20T20:14:03.259Z","true","true","Advanced","false","true","96"
"UTI-022","San Diego Biotech","Utilities","Safety PLC","192.168.32.119","2","5","0","2025-10-17T04:58:01.686Z","true","true","Basic","false","true","58"
"UTI-023","San Diego Biotech","Utilities","Serialization System","192.168.67.104","4","8","4","2025-09-27T14:13:37.861Z","true","true","Basic","true","true","50"
"UTI-024","San Diego Biotech","Utilities","Safety PLC","192.168.38.169","4","8","2","2025-10-12T14:29:20.588Z","true","true","Basic","false","true","5"
"UTI-025","San Diego Biotech","Utilities","SCADA","192.168.211.166","2","4","3","2025-10-15T12:51:15.979Z","false","true","Advanced","true","true","90"
"UTI-026","San Diego Biotech","Utilities","LIMS","192.168.223.148","3","9","3","2025-10-03T01:52:25.983Z","true","true","Basic","true","true","67"
"UTI-027","San Diego Biotech","Utilities","LIMS","192.168.140.203","4","4","1","2025-10-19T22:06:56.696Z","true","true","None","true","true","85"
"UTI-028","San Diego Biotech","Utilities","Serialization System","192.168.185.172","3","5","3","2025-09-27T19:42:59.020Z","true","true","Basic","false","false","38"
"UTI-029","San Diego Biotech","Utilities","Temperature Controller","192.168.29.29","2","6","1","2025-10-02T21:00:38.053Z","true","true","Advanced","false","true","61"
"UTI-030","San Diego Biotech","Utilities","HMI","192.168.124.30","2","1","0","2025-10-18T16:41:32.433Z","true","true","Basic","true","false","94"
"UTI-031","San Diego Biotech","Utilities","Environmental Monitor","192.168.34.104","1","3","3","2025-10-20T09:36:45.225Z","false","false","None","true","true","60"
"UTI-032","San Diego Biotech","Utilities","MES","192.168.174.223","1","4","2","2025-10-22T17:49:35.138Z","true","true","Enterprise","false","true","76"
"UTI-033","San Diego Biotech","Utilities","PLC","192.168.214.249","2","1","2","2025-10-22T15:51:04.705Z","false","false","Basic","true","true","4"
"UTI-034","San Diego Biotech","Utilities","PLC","192.168.128.149","3","7","1","2025-10-08T15:32:10.724Z","true","true","Basic","true","true","38"
"UTI-035","San Diego Biotech","Utilities","LIMS","192.168.163.164","1","6","3","2025-10-13T04:36:20.781Z","false","true","None","true","true","55"
"UTI-036","San Diego Biotech","Utilities","Serialization System","192.168.61.151","3","9","4","2025-10-06T02:14:57.566Z","true","true","Basic","false","false","4"
"UTI-037","San Diego Biotech","Utilities","SCADA","192.168.4.216","3","9","2","2025-10-05T18:15:25.099Z","true","true","Enterprise","false","true","39"
"WAR-001","San Diego Biotech","Warehouse","Batch Controller","192.168.183.8","3","4","3","2025-09-29T03:59:43.793Z","false","true","Basic","true","true","86"
"WAR-002","San Diego Biotech","Warehouse","PLC","192.168.233.154","1","5","2","2025-10-02T18:21:11.884Z","true","true","Basic","true","true","23"
"WAR-003","San Diego Biotech","Warehouse","HMI","192.168.148.155","1","3","3","2025-10-04T13:50:45.552Z","false","false","Enterprise","true","true","91"
"WAR-004","San Diego Biotech","Warehouse","HMI","192.168.117.217","1","9","2","2025-10-07T07:36:18.377Z","true","false","Enterprise","true","false","98"
"WAR-005","San Diego Biotech","Warehouse","HMI","192.168.63.55","3","2","2","2025-09-26T18:55:48.042Z","true","true","None","false","false","31"
"WAR-006","San Diego Biotech","Warehouse","Environmental Monitor","192.168.48.165","3","9","2","2025-10-13T23:44:17.813Z","true","true","Enterprise","true","false","71"
"WAR-007","San Diego Biotech","Warehouse","Environmental Monitor","192.168.124.130","2","2","2","2025-09-27T18:11:41.452Z","true","true","Enterprise","true","true","4"
"WAR-008","San Diego Biotech","Warehouse","Temperature Controller","192.168.224.10","1","1","0","2025-10-11T06:52:41.724Z","true","true","Enterprise","true","false","50"
"WAR-009","San Diego Biotech","Warehouse","LIMS","192.168.100.246","4","3","1","2025-09-25T05:04:23.316Z","false","true","Basic","true","false","83"
"WAR-010","San Diego Biotech","Warehouse","Serialization System","192.168.132.17","4","8","0","2025-09-28T09:34:31.596Z","true","true","Advanced","false","true","65"
"WAR-011","San Diego Biotech","Warehouse","SCADA","192.168.195.204","1","8","1","2025-09-28T03:45:55.107Z","true","false","None","true","false","3"
"WAR-012","San Diego Biotech","Warehouse","SCADA","192.168.60.15","4","8","2","2025-10-17T22:08:15.961Z","true","true","Basic","false","false","30"
"WAR-013","San Diego Biotech","Warehouse","Temperature Controller","192.168.194.241","3","5","0","2025-10-10T10:47:49.187Z","false","true","None","true","false","74"
"WAR-014","San Diego Biotech","Warehouse","Batch Controller","192.168.63.25","1","6","4","2025-09-28T15:59:33.111Z","true","true","Enterprise","false","true","69"
"WAR-015","San Diego Biotech","Warehouse","LIMS","192.168.181.64","1","3","0","2025-10-18T21:51:58.292Z","false","true","Basic","false","false","18"
"WAR-016","San Diego Biotech","Warehouse","Environmental Monitor","192.168.119.134","2","0","0","2025-10-03T15:56:34.427Z","false","true","Enterprise","true","true","68"
"WAR-017","San Diego Biotech","Warehouse","LIMS","192.168.113.237","3","1","4","2025-09-26T02:53:59.741Z","false","true","None","true","true","21"
"WAR-018","San Diego Biotech","Warehouse","Batch Controller","192.168.223.124","3","9","2","2025-10-03T04:48:53.593Z","true","true","Basic","false","true","73"
"WAR-019","San Diego Biotech","Warehouse","Temperature Controller","192.168.209.97","1","4","0","2025-10-06T12:51:54.024Z","false","true","Enterprise","true","true","64"
"WAR-020","San Diego Biotech","Warehouse","LIMS","192.168.13.96","3","7","0","2025-10-06T11:29:38.072Z","true","true","Advanced","true","true","83"
"WAR-021","San Diego Biotech","Warehouse","PLC","192.168.106.20","1","8","4","2025-10-20T01:28:59.442Z","true","true","Basic","true","true","35"
"WAR-022","San Diego Biotech","Warehouse","MES","192.168.159.97","2","8","3","2025-10-21T07:17:40.076Z","true","false","Enterprise","true","true","95"
"WAR-023","San Diego Biotech","Warehouse","LIMS","192.168.27.45","1","8","4","2025-10-14T01:25:34.644Z","false","true","None","true","true","16"
"WAR-024","San Diego Biotech","Warehouse","Serialization System","192.168.180.252","4","2","1","2025-10-17T11:41:32.223Z","true","true","Enterprise","true","true","17"
"WAR-025","San Diego Biotech","Warehouse","PLC","192.168.31.149","1","7","4","2025-09-30T05:27:48.146Z","false","false","Advanced","true","false","59"
"WAR-026","San Diego Biotech","Warehouse","Temperature Controller","192.168.53.125","1","4","0","2025-10-23T07:54:59.782Z","true","false","Basic","true","true","14"
"WAR-027","San Diego Biotech","Warehouse","HMI","192.168.109.213","3","6","3","2025-10-19T21:26:25.344Z","true","true","Enterprise","false","true","70"
"WAR-028","San Diego Biotech","Warehouse","LIMS","192.168.110.39","4","5","1","2025-10-02T16:59:26.428Z","false","false","Basic","false","true","22"
"WAR-029","San Diego Biotech","Warehouse","PLC","192.168.82.206","4","0","4","2025-09-25T14:11:53.176Z","false","true","None","true","true","65"
"WAR-030","San Diego Biotech","Warehouse","PLC","192.168.253.141","1","1","0","2025-09-25T14:09:57.716Z","false","false","Basic","true","true","26"
"WAR-031","San Diego Biotech","Warehouse","LIMS","192.168.10.221","4","4","2","2025-10-23T04:35:52.138Z","true","true","Enterprise","true","false","10"
"WAR-032","San Diego Biotech","Warehouse","Safety PLC","192.168.50.48","3","3","4","2025-10-02T15:44:12.201Z","true","true","Advanced","false","true","38"
"WAR-033","San Diego Biotech","Warehouse","Serialization System","192.168.52.223","3","8","4","2025-10-24T18:00:06.199Z","true","false","None","false","true","2"
"WAR-034","San Diego Biotech","Warehouse","Safety PLC","192.168.142.181","3","8","2","2025-09-25T21:37:22.849Z","true","true","Advanced","false","false","37"
"WAR-035","San Diego Biotech","Warehouse","Batch Controller","192.168.68.79","1","6","1","2025-10-16T14:12:19.647Z","false","false","Basic","true","true","98"
"WAR-036","San Diego Biotech","Warehouse","MES","192.168.119.44","3","1","1","2025-09-27T12:26:03.740Z","false","false","None","true","true","62"
"WAR-037","San Diego Biotech","Warehouse","HMI","192.168.144.14","3","1","3","2025-10-06T21:07:35.179Z","true","false","Advanced","false","false","42"
"WAR-038","San Diego Biotech","Warehouse","Serialization System","192.168.2.168","3","4","2","2025-10-04T11:24:06.282Z","false","true","Advanced","true","true","29"
"WAR-039","San Diego Biotech","Warehouse","LIMS","192.168.79.215","2","8","0","2025-10-18T21:20:36.089Z","false","false","Enterprise","true","true","88"
"WAR-040","San Diego Biotech","Warehouse","PLC","192.168.80.82","2","7","0","2025-10-09T06:09:52.687Z","true","true","Advanced","false","true","67"
"WAR-041","San Diego Biotech","Warehouse","Serialization System","192.168.27.238","2","2","4","2025-10-13T13:58:21.570Z","false","true","Enterprise","true","true","63"
"WAR-042","San Diego Biotech","Warehouse","LIMS","192.168.21.249","1","1","4","2025-10-08T07:04:18.427Z","true","false","Advanced","false","true","49"
"WAR-043","San Diego Biotech","Warehouse","Temperature Controller","192.168.235.9","3","7","0","2025-10-17T22:01:49.394Z","true","true","Enterprise","false","true","55"
"WAR-044","San Diego Biotech","Warehouse","PLC","192.168.121.253","2","2","1","2025-10-22T07:04:34.015Z","false","true","Advanced","false","true","85"
"WAR-045","San Diego Biotech","Warehouse","HMI","192.168.111.250","2","4","0","2025-09-27T21:59:13.415Z","false","false","Advanced","false","true","3"
"WAR-046","San Diego Biotech","Warehouse","LIMS","192.168.178.97","4","9","3","2025-10-08T18:56:34.724Z","false","true","Advanced","false","false","16"
"WAR-047","San Diego Biotech","Warehouse","LIMS","192.168.114.58","2","1","3","2025-09-25T06:01:33.591Z","true","true","None","false","true","28"
"WAR-048","San Diego Biotech","Warehouse","HMI","192.168.92.74","2","9","4","2025-10-06T20:45:32.898Z","true","false","None","true","false","61"
"WAR-049","San Diego Biotech","Warehouse","SCADA","192.168.13.38","4","9","3","2025-10-18T17:02:07.751Z","true","true","Advanced","false","true","68"
"API-001","New Jersey Labs","API Manufacturing","Safety PLC","192.168.128.74","2","5","4","2025-10-21T22:41:56.734Z","false","true","Advanced","true","true","79"
"API-002","New Jersey Labs","API Manufacturing","Temperature Controller","192.168.102.207","2","8","0","2025-10-07T01:25:54.992Z","false","false","Basic","false","false","82"
"API-003","New Jersey Labs","API Manufacturing","PLC","192.168.231.5","4","7","4","2025-10-20T09:11:45.561Z","false","true","None","false","true","90"
"API-004","New Jersey Labs","API Manufacturing","PLC","192.168.248.200","3","1","0","2025-10-22T22:49:19.881Z","true","true","Enterprise","false","true","68"
"API-005","New Jersey Labs","API Manufacturing","MES","192.168.35.153","2","1","2","2025-09-29T17:27:30.368Z","true","true","Advanced","false","true","27"
"API-006","New Jersey Labs","API Manufacturing","HMI","192.168.83.7","2","8","1","2025-10-18T04:31:26.337Z","true","false","Advanced","true","true","66"
"API-007","New Jersey Labs","API Manufacturing","Batch Controller","192.168.192.109","1","5","4","2025-09-30T12:32:21.045Z","false","false","None","true","true","74"
"API-008","New Jersey Labs","API Manufacturing","LIMS","192.168.102.125","4","4","0","2025-10-19T18:59:43.961Z","true","true","Enterprise","true","true","67"
"API-009","New Jersey Labs","API Manufacturing","MES","192.168.201.125","1","6","0","2025-10-21T17:53:27.673Z","true","false","Advanced","false","true","5"
"API-010","New Jersey Labs","API Manufacturing","HMI","192.168.238.48","2","7","2","2025-10-03T21:10:20.327Z","true","true","Basic","false","true","28"
"API-011","New Jersey Labs","API Manufacturing","HMI","192.168.99.75","4","1","2","2025-10-07T12:52:58.533Z","true","true","None","false","false","64"
"API-012","New Jersey Labs","API Manufacturing","SCADA","192.168.233.10","3","7","0","2025-09-28T09:56:17.368Z","false","true","None","true","true","20"
"API-013","New Jersey Labs","API Manufacturing","Environmental Monitor","192.168.2.173","4","6","0","2025-10-23T01:35:49.378Z","true","false","Basic","false","true","55"
"API-014","New Jersey Labs","API Manufacturing","Batch Controller","192.168.57.238","2","8","3","2025-10-06T17:32:41.409Z","true","true","Advanced","true","true","25"
"API-015","New Jersey Labs","API Manufacturing","Batch Controller","192.168.234.29","4","2","3","2025-10-12T22:03:44.953Z","false","true","Advanced","true","false","3"
"API-016","New Jersey Labs","API Manufacturing","LIMS","192.168.175.124","3","5","1","2025-10-12T15:55:23.553Z","false","false","Basic","true","false","94"
"API-017","New Jersey Labs","API Manufacturing","Batch Controller","192.168.173.158","4","1","3","2025-10-02T00:43:27.205Z","false","false","Basic","true","true","61"
"API-018","New Jersey Labs","API Manufacturing","SCADA","192.168.134.170","3","4","2","2025-10-14T07:25:56.811Z","false","true","Advanced","true","true","2"
"API-019","New Jersey Labs","API Manufacturing","Temperature Controller","192.168.191.1","1","2","2","2025-10-14T20:23:56.396Z","true","false","Basic","true","true","23"
"API-020","New Jersey Labs","API Manufacturing","PLC","192.168.159.14","1","7","0","2025-10-21T03:39:50.630Z","false","true","Enterprise","false","false","40"
"API-021","New Jersey Labs","API Manufacturing","Safety PLC","192.168.234.166","1","7","1","2025-09-28T11:39:19.625Z","true","false","Advanced","true","true","75"
"API-022","New Jersey Labs","API Manufacturing","Environmental Monitor","192.168.115.124","1","2","1","2025-10-14T12:09:43.252Z","true","true","None","true","true","10"
"API-023","New Jersey Labs","API Manufacturing","HMI","192.168.55.229","4","8","2","2025-09-26T23:59:04.924Z","true","false","Advanced","false","true","83"
"API-024","New Jersey Labs","API Manufacturing","LIMS","192.168.249.25","3","8","0","2025-10-16T03:54:42.220Z","true","false","None","true","true","15"
"API-025","New Jersey Labs","API Manufacturing","SCADA","192.168.97.176","1","5","3","2025-10-01T17:31:37.539Z","false","true","Basic","false","false","23"
"API-026","New Jersey Labs","API Manufacturing","Batch Controller","192.168.242.196","1","6","3","2025-09-30T21:15:16.862Z","false","true","Advanced","true","true","79"
"API-027","New Jersey Labs","API Manufacturing","HMI","192.168.84.182","1","6","0","2025-10-07T17:29:08.720Z","true","true","Basic","false","true","73"
"API-028","New Jersey Labs","API Manufacturing","LIMS","192.168.147.108","4","6","1","2025-10-14T15:25:17.345Z","true","true","Advanced","false","true","14"
"API-029","New Jersey Labs","API Manufacturing","LIMS","192.168.186.1","3","8","2","2025-10-06T02:32:51.866Z","true","true","None","true","true","28"
"API-030","New Jersey Labs","API Manufacturing","Batch Controller","192.168.243.236","3","1","4","2025-09-26T23:16:42.407Z","true","true","Basic","false","true","62"
"API-031","New Jersey Labs","API Manufacturing","Serialization System","192.168.192.221","2","6","3","2025-10-07T14:43:04.195Z","true","false","Enterprise","false","true","57"
"API-032","New Jersey Labs","API Manufacturing","Serialization System","192.168.175.129","2","6","4","2025-10-05T04:58:28.010Z","true","true","Enterprise","true","true","2"
"API-033","New Jersey Labs","API Manufacturing","SCADA","192.168.138.28","4","1","0","2025-09-28T17:55:03.110Z","true","false","Enterprise","true","true","22"
"API-034","New Jersey Labs","API Manufacturing","SCADA","192.168.156.200","3","4","0","2025-10-11T14:40:57.973Z","true","false","Basic","false","true","54"
"API-035","New Jersey Labs","API Manufacturing","Safety PLC","192.168.43.5","3","9","1","2025-10-17T16:34:59.494Z","true","false","Enterprise","true","true","72"
"API-036","New Jersey Labs","API Manufacturing","Temperature Controller","192.168.156.223","3","8","2","2025-10-22T17:43:02.160Z","false","true","Advanced","false","true","64"
"API-037","New Jersey Labs","API Manufacturing","Environmental Monitor","192.168.166.217","3","2","3","2025-10-24T00:39:13.984Z","true","true","None","false","true","77"
"API-038","New Jersey Labs","API Manufacturing","SCADA","192.168.216.96","1","7","0","2025-10-20T05:00:42.105Z","false","true","None","true","false","37"
"API-039","New Jersey Labs","API Manufacturing","SCADA","192.168.65.10","2","3","4","2025-10-02T01:50:20.328Z","true","true","Enterprise","true","false","1"
"API-040","New Jersey Labs","API Manufacturing","MES","192.168.63.38","3","0","0","2025-10-13T21:01:39.511Z","true","false","Enterprise","true","true","4"
"API-041","New Jersey Labs","API Manufacturing","LIMS","192.168.60.136","1","5","4","2025-10-08T14:41:16.797Z","false","false","Enterprise","true","true","98"
"FOR-001","New Jersey Labs","Formulation","Environmental Monitor","192.168.187.91","3","1","3","2025-10-15T07:23:56.583Z","false","true","Basic","true","true","83"
"FOR-002","New Jersey Labs","Formulation","Environmental Monitor","192.168.71.19","2","1","1","2025-10-21T19:15:31.931Z","true","true","None","true","false","22"
"FOR-003","New Jersey Labs","Formulation","PLC","192.168.115.151","2","2","0","2025-10-04T16:14:40.701Z","true","false","Advanced","true","true","21"
"FOR-004","New Jersey Labs","Formulation","Safety PLC","192.168.160.51","4","3","3","2025-10-17T12:11:09.960Z","true","true","None","true","true","72"
"FOR-005","New Jersey Labs","Formulation","Batch Controller","192.168.40.248","4","1","3","2025-10-08T12:29:04.362Z","true","true","Basic","false","false","40"
"FOR-006","New Jersey Labs","Formulation","Environmental Monitor","192.168.236.12","4","0","3","2025-10-02T02:16:02.527Z","true","true","Enterprise","false","false","98"
"FOR-007","New Jersey Labs","Formulation","LIMS","192.168.188.7","4","7","1","2025-09-25T12:30:37.745Z","true","true","None","true","false","63"
"FOR-008","New Jersey Labs","Formulation","MES","192.168.130.22","2","3","4","2025-10-08T10:12:15.687Z","true","true","Advanced","false","false","88"
"FOR-009","New Jersey Labs","Formulation","Environmental Monitor","192.168.119.133","4","4","4","2025-10-22T17:22:43.219Z","true","true","None","false","true","71"
"FOR-010","New Jersey Labs","Formulation","HMI","192.168.56.81","2","8","1","2025-10-10T21:43:48.424Z","false","false","Enterprise","true","true","60"
"FOR-011","New Jersey Labs","Formulation","Batch Controller","192.168.65.61","3","3","1","2025-10-10T20:55:59.577Z","true","true","None","true","false","35"
"FOR-012","New Jersey Labs","Formulation","MES","192.168.201.199","1","3","2","2025-10-08T15:13:51.357Z","true","true","Basic","true","true","51"
"FOR-013","New Jersey Labs","Formulation","MES","192.168.229.26","3","6","2","2025-10-13T16:34:37.410Z","true","true","Enterprise","false","true","21"
"FOR-014","New Jersey Labs","Formulation","SCADA","192.168.197.224","2","2","2","2025-10-22T16:45:10.194Z","true","false","Enterprise","true","false","8"
"FOR-015","New Jersey Labs","Formulation","PLC","192.168.202.60","1","0","0","2025-09-25T08:02:26.582Z","false","false","None","true","true","75"
"FOR-016","New Jersey Labs","Formulation","Safety PLC","192.168.74.133","4","7","4","2025-10-21T12:18:47.173Z","true","false","None","true","true","90"
"FOR-017","New Jersey Labs","Formulation","Temperature Controller","192.168.68.207","1","5","4","2025-10-14T19:04:33.987Z","false","true","None","false","true","87"
"FOR-018","New Jersey Labs","Formulation","PLC","192.168.21.127","4","8","0","2025-10-19T14:56:54.013Z","false","false","None","true","false","7"
"FOR-019","New Jersey Labs","Formulation","Safety PLC","192.168.155.36","1","9","1","2025-10-04T15:53:51.402Z","true","true","Basic","false","false","20"
"FOR-020","New Jersey Labs","Formulation","SCADA","192.168.120.58","3","0","4","2025-10-10T02:31:39.264Z","true","true","Basic","false","true","21"
"FOR-021","New Jersey Labs","Formulation","Temperature Controller","192.168.94.47","3","9","0","2025-10-03T23:02:16.887Z","false","true","None","false","false","62"
"FOR-022","New Jersey Labs","Formulation","HMI","192.168.135.142","3","3","3","2025-10-14T15:01:02.322Z","false","false","Enterprise","false","true","45"
"FOR-023","New Jersey Labs","Formulation","Serialization System","192.168.232.9","4","8","4","2025-09-26T05:16:18.473Z","true","true","Basic","true","true","51"
"FOR-024","New Jersey Labs","Formulation","SCADA","192.168.80.41","2","2","2","2025-09-27T23:20:18.423Z","true","true","Basic","false","true","84"
"FOR-025","New Jersey Labs","Formulation","HMI","192.168.232.187","4","0","0","2025-10-21T20:52:54.573Z","true","true","Enterprise","true","true","21"
"FOR-026","New Jersey Labs","Formulation","MES","192.168.87.48","3","2","2","2025-10-08T21:32:46.618Z","true","true","Enterprise","true","true","11"
"FOR-027","New Jersey Labs","Formulation","SCADA","192.168.185.176","2","4","3","2025-10-10T16:33:14.827Z","true","true","Basic","true","true","48"
"FOR-028","New Jersey Labs","Formulation","Safety PLC","192.168.184.132","3","5","4","2025-09-26T22:07:08.759Z","true","true","Enterprise","true","true","50"
