asset_id,plant,unit,instrument_type,oem,model,last_patch_date,maintenance_status,next_maintenance,criticality,nerc_cip,ferc_regulated
"SUB-020","Midwest Electric","Substation","Grid Controller","GE","GridController-6662","2025-02-24","Current","2025-11-10","High","true","true"
"SUB-021","Midwest Electric","Substation","Grid Controller","GE","GridController-8879","2025-05-20","Current","2025-12-15","High","true","true"
"SUB-022","Midwest Electric","Substation","IED","Honeywell","IED-1547","2025-02-25","Current","2025-12-05","High","true","true"
"SUB-023","Midwest Electric","Substation","Protection Relay","Siemens","ProtectionRelay-3471","2025-03-26","Current","2025-11-07","High","true","true"
"SUB-024","Midwest Electric","Substation","HMI","ABB","HMI-5213","2025-10-17","Current","2025-10-29","High","true","true"
"SUB-025","Midwest Electric","Substation","RTU","GE","RTU-6998","2025-09-27","Overdue","2026-01-22","High","true","true"
"SUB-027","Midwest Electric","Substation","Arc Flash Monitor","Honeywell","ArcFlashMonitor-6603","2025-06-29","Current","2026-01-22","High","true","true"
"SUB-028","Midwest Electric","Substation","Protection Relay","ABB","ProtectionRelay-8136","2025-03-16","Current","2025-11-11","High","true","true"
"SUB-029","Midwest Electric","Substation","HMI","Honeywell","HMI-1611","2025-08-10","Current","2025-11-27","High","true","true"
"SUB-033","Midwest Electric","Substation","RTU","Siemens","RTU-2005","2025-09-16","Overdue","2025-11-21","High","true","true"
"SUB-034","Midwest Electric","Substation","RTU","Honeywell","RTU-3340","2025-02-17","Current","2025-12-07","High","true","true"
"SUB-036","Midwest Electric","Substation","SCADA","Schneider","SCADA-2673","2025-04-03","Current","2026-01-08","High","true","true"
"SUB-038","Midwest Electric","Substation","RTU","ABB","RTU-2374","2025-04-08","Current","2025-11-28","High","true","true"
"SUB-039","Midwest Electric","Substation","DMS","Schneider","DMS-8305","2025-07-08","Current","2026-01-01","High","true","true"
"SUB-040","Midwest Electric","Substation","Environmental Monitor","GE","EnvironmentalMonitor-3122","2024-11-18","Current","2025-12-25","High","true","true"
"SUB-042","Midwest Electric","Substation","Protection Relay","ABB","ProtectionRelay-1496","2025-10-23","Overdue","2025-12-28","High","true","true"
"SUB-043","Midwest Electric","Substation","HMI","ABB","HMI-5057","2025-03-02","Overdue","2025-12-29","High","true","true"
"SUB-044","Midwest Electric","Substation","Protection Relay","Schneider","ProtectionRelay-1272","2025-07-20","Overdue","2025-11-24","High","true","true"
"SUB-045","Midwest Electric","Substation","RTU","ABB","RTU-1504","2025-08-23","Current","2025-11-19","High","true","true"
"SUB-046","Midwest Electric","Substation","HMI","Schneider","HMI-9224","2024-12-09","Current","2026-01-11","High","true","true"
"SUB-047","Midwest Electric","Substation","DMS","Honeywell","DMS-2095","2025-06-20","Current","2025-11-01","High","true","true"
"SUB-048","Midwest Electric","Substation","Protection Relay","Schneider","ProtectionRelay-5979","2025-05-29","Current","2026-01-08","High","true","true"
"SUB-051","Midwest Electric","Substation","IED","Honeywell","IED-9121","2024-12-13","Current","2026-01-12","High","true","true"
"SUB-052","Midwest Electric","Substation","DMS","Siemens","DMS-8639","2025-08-02","Overdue","2025-10-29","High","true","true"
"SUB-054","Midwest Electric","Substation","RTU","Siemens","RTU-8417","2025-06-24","Overdue","2025-11-16","High","true","true"
"SUB-055","Midwest Electric","Substation","RTU","Schneider","RTU-6082","2024-12-27","Overdue","2025-11-30","High","true","true"
"SUB-056","Midwest Electric","Substation","IED","ABB","IED-1384","2025-09-25","Current","2025-12-15","High","true","true"
"SUB-057","Midwest Electric","Substation","IED","ABB","IED-2239","2025-06-28","Current","2025-11-02","High","true","true"
"SUB-058","Midwest Electric","Substation","Arc Flash Monitor","GE","ArcFlashMonitor-9467","2025-07-06","Current","2026-01-06","High","true","true"
"SUB-059","Midwest Electric","Substation","Grid Controller","Schneider","GridController-5073","2025-02-02","Overdue","2025-11-19","High","true","true"
"SUB-060","Midwest Electric","Substation","DMS","GE","DMS-7268","2025-04-11","Overdue","2025-11-25","High","true","true"
"SUB-061","Midwest Electric","Substation","SCADA","Schneider","SCADA-6077","2024-10-25","Overdue","2025-11-19","High","true","true"
"SUB-062","Midwest Electric","Substation","Grid Controller","Schneider","GridController-7725","2024-11-21","Current","2025-12-01","High","true","true"
"SUB-063","Midwest Electric","Substation","Arc Flash Monitor","Siemens","ArcFlashMonitor-4974","2025-09-15","Current","2026-01-14","High","true","true"
"ENV-001","Midwest Electric","Environmental Controls","Arc Flash Monitor","Siemens","ArcFlashMonitor-4712","2025-04-15","Current","2025-11-28","Medium","true","false"
"ENV-002","Midwest Electric","Environmental Controls","HMI","ABB","HMI-3386","2025-07-04","Overdue","2026-01-22","Medium","true","false"
"ENV-003","Midwest Electric","Environmental Controls","Environmental Monitor","ABB","EnvironmentalMonitor-4962","2025-05-26","Current","2025-11-27","Medium","true","false"
"ENV-004","Midwest Electric","Environmental Controls","DMS","ABB","DMS-9528","2025-07-05","Current","2025-10-31","Medium","true","false"
"ENV-005","Midwest Electric","Environmental Controls","Grid Controller","Schneider","GridController-7942","2025-06-12","Current","2025-12-18","Medium","true","false"
"ENV-006","Midwest Electric","Environmental Controls","Protection Relay","Schneider","ProtectionRelay-8932","2025-10-19","Overdue","2026-01-18","Medium","true","false"
"ENV-008","Midwest Electric","Environmental Controls","Grid Controller","GE","GridController-5710","2025-04-25","Overdue","2026-01-05","Medium","true","false"
"ENV-009","Midwest Electric","Environmental Controls","Protection Relay","Siemens","ProtectionRelay-9750","2024-12-03","Overdue","2025-11-30","Medium","true","false"
"ENV-010","Midwest Electric","Environmental Controls","RTU","Schneider","RTU-2903","2025-03-25","Overdue","2025-12-30","Medium","true","false"
"ENV-011","Midwest Electric","Environmental Controls","SCADA","Schneider","SCADA-9617","2025-03-21","Current","2025-12-12","Medium","true","false"
"ENV-015","Midwest Electric","Environmental Controls","Protection Relay","GE","ProtectionRelay-1426","2025-08-16","Overdue","2026-01-08","Medium","true","false"
"ENV-016","Midwest Electric","Environmental Controls","Arc Flash Monitor","ABB","ArcFlashMonitor-4438","2025-02-17","Overdue","2026-01-21","Medium","true","false"
"ENV-017","Midwest Electric","Environmental Controls","HMI","Siemens","HMI-2072","2025-10-16","Current","2025-11-20","Medium","true","false"
"ENV-018","Midwest Electric","Environmental Controls","Protection Relay","Siemens","ProtectionRelay-9549","2025-01-27","Current","2025-11-19","Medium","true","false"
"ENV-021","Midwest Electric","Environmental Controls","Protection Relay","Honeywell","ProtectionRelay-9584","2025-05-24","Current","2026-01-16","Medium","true","false"
"ENV-023","Midwest Electric","Environmental Controls","SCADA","GE","SCADA-7291","2025-05-05","Current","2025-12-04","Medium","true","false"
"ENV-024","Midwest Electric","Environmental Controls","HMI","GE","HMI-4518","2024-11-21","Overdue","2025-11-17","Medium","true","false"
"ENV-025","Midwest Electric","Environmental Controls","SCADA","Honeywell","SCADA-1300","2025-08-17","Current","2025-12-24","Medium","true","false"
"ENV-026","Midwest Electric","Environmental Controls","IED","ABB","IED-2221","2025-06-19","Current","2025-10-29","Medium","true","false"
"ENV-027","Midwest Electric","Environmental Controls","Grid Controller","GE","GridController-8747","2025-01-15","Current","2026-01-08","Medium","true","false"
"ENV-028","Midwest Electric","Environmental Controls","IED","Schneider","IED-2403","2024-11-03","Current","2025-10-30","Medium","true","false"
"ENV-030","Midwest Electric","Environmental Controls","DMS","Schneider","DMS-3828","2024-12-05","Current","2026-01-02","Medium","true","false"
"ENV-032","Midwest Electric","Environmental Controls","Protection Relay","Schneider","ProtectionRelay-3785","2025-03-21","Overdue","2026-01-08","Medium","true","false"
"GEN-001","Southeast Utilities","Generation Unit","Arc Flash Monitor","ABB","ArcFlashMonitor-4541","2025-05-27","Current","2025-12-27","Critical","true","true"
"GEN-003","Southeast Utilities","Generation Unit","DMS","Siemens","DMS-1595","2024-11-09","Current","2025-11-13","Critical","true","true"
"GEN-004","Southeast Utilities","Generation Unit","Protection Relay","Siemens","ProtectionRelay-1253","2024-12-17","Current","2025-10-28","Critical","true","true"
"GEN-005","Southeast Utilities","Generation Unit","IED","Schneider","IED-9943","2025-06-17","Current","2025-11-05","Critical","true","true"
"GEN-006","Southeast Utilities","Generation Unit","Environmental Monitor","Siemens","EnvironmentalMonitor-9522","2025-02-28","Current","2025-11-13","Critical","true","true"
"GEN-008","Southeast Utilities","Generation Unit","IED","Siemens","IED-7885","2024-12-05","Overdue","2025-11-01","Critical","true","true"
"GEN-009","Southeast Utilities","Generation Unit","IED","Siemens","IED-9310","2025-09-25","Current","2025-12-13","Critical","true","true"
"GEN-010","Southeast Utilities","Generation Unit","RTU","GE","RTU-8815","2024-12-22","Current","2025-11-01","Critical","true","true"
"GEN-011","Southeast Utilities","Generation Unit","EMS","Schneider","EMS-7359","2025-10-12","Current","2026-01-10","Critical","true","true"
"GEN-012","Southeast Utilities","Generation Unit","HMI","Siemens","HMI-3313","2024-12-13","Overdue","2025-11-20","Critical","true","true"
"GEN-013","Southeast Utilities","Generation Unit","DMS","Honeywell","DMS-1325","2025-09-24","Overdue","2025-12-03","Critical","true","true"
"GEN-014","Southeast Utilities","Generation Unit","HMI","ABB","HMI-2783","2025-07-17","Current","2025-12-20","Critical","true","true"
"GEN-015","Southeast Utilities","Generation Unit","DMS","Honeywell","DMS-5207","2025-09-08","Current","2026-01-06","Critical","true","true"
"GEN-016","Southeast Utilities","Generation Unit","HMI","GE","HMI-3645","2025-03-02","Current","2025-11-20","Critical","true","true"
"GEN-018","Southeast Utilities","Generation Unit","IED","ABB","IED-1405","2025-04-10","Current","2025-12-21","Critical","true","true"
"GEN-019","Southeast Utilities","Generation Unit","HMI","Schneider","HMI-5994","2025-06-05","Overdue","2025-12-23","Critical","true","true"
"GEN-020","Southeast Utilities","Generation Unit","Protection Relay","ABB","ProtectionRelay-3347","2025-06-09","Current","2025-11-07","Critical","true","true"
"GEN-022","Southeast Utilities","Generation Unit","DMS","Siemens","DMS-6987","2024-11-05","Overdue","2025-11-08","Critical","true","true"
"GEN-023","Southeast Utilities","Generation Unit","Arc Flash Monitor","Schneider","ArcFlashMonitor-1851","2025-06-21","Overdue","2025-12-11","Critical","true","true"
"GEN-026","Southeast Utilities","Generation Unit","Protection Relay","Honeywell","ProtectionRelay-8470","2024-12-29","Current","2025-12-31","Critical","true","true"
"GEN-027","Southeast Utilities","Generation Unit","IED","Siemens","IED-2684","2025-09-10","Overdue","2025-12-06","Critical","true","true"
"GEN-028","Southeast Utilities","Generation Unit","DMS","Siemens","DMS-2369","2025-08-15","Current","2025-11-20","Critical","true","true"
"GEN-030","Southeast Utilities","Generation Unit","HMI","Siemens","HMI-2286","2025-08-10","Overdue","2025-12-21","Critical","true","true"
"GEN-031","Southeast Utilities","Generation Unit","RTU","Schneider","RTU-6568","2025-03-19","Overdue","2025-12-22","Critical","true","true"
"GEN-032","Southeast Utilities","Generation Unit","SCADA","Honeywell","SCADA-3600","2025-03-28","Overdue","2025-12-04","Critical","true","true"
"GEN-033","Southeast Utilities","Generation Unit","Protection Relay","GE","ProtectionRelay-8027","2025-03-23","Current","2025-11-15","Critical","true","true"
"GEN-034","Southeast Utilities","Generation Unit","RTU","Honeywell","RTU-6048","2025-10-15","Current","2025-10-27","Critical","true","true"
"GEN-035","Southeast Utilities","Generation Unit","SCADA","ABB","SCADA-9771","2025-08-31","Overdue","2026-01-11","Critical","true","true"
"GEN-036","Southeast Utilities","Generation Unit","SCADA","Honeywell","SCADA-3185","2025-05-17","Current","2025-11-04","Critical","true","true"
"GEN-037","Southeast Utilities","Generation Unit","SCADA","Honeywell","SCADA-7604","2024-11-20","Current","2026-01-01","Critical","true","true"
"GEN-038","Southeast Utilities","Generation Unit","HMI","Schneider","HMI-5502","2025-04-14","Current","2025-12-21","Critical","true","true"
"GEN-039","Southeast Utilities","Generation Unit","EMS","ABB","EMS-6354","2025-04-01","Current","2025-11-03","Critical","true","true"
"GEN-040","Southeast Utilities","Generation Unit","RTU","Siemens","RTU-6039","2025-04-11","Current","2025-12-01","Critical","true","true"
"GEN-041","Southeast Utilities","Generation Unit","EMS","GE","EMS-9721","2025-05-19","Current","2025-11-13","Critical","true","true"
"TRA-001","Southeast Utilities","Transmission","Environmental Monitor","ABB","EnvironmentalMonitor-3832","2025-08-11","Current","2025-12-18","Critical","true","true"
"TRA-002","Southeast Utilities","Transmission","Arc Flash Monitor","Schneider","ArcFlashMonitor-4428","2025-05-10","Current","2025-12-11","Critical","true","true"
"TRA-003","Southeast Utilities","Transmission","Arc Flash Monitor","Siemens","ArcFlashMonitor-5566","2024-11-20","Current","2026-01-01","Critical","true","true"
"TRA-004","Southeast Utilities","Transmission","DMS","Siemens","DMS-3234","2025-01-12","Current","2025-10-26","Critical","true","true"
"TRA-005","Southeast Utilities","Transmission","HMI","GE","HMI-2423","2025-03-01","Current","2025-10-29","Critical","true","true"
"TRA-006","Southeast Utilities","Transmission","RTU","Schneider","RTU-2186","2025-09-02","Current","2025-11-25","Critical","true","true"
"TRA-007","Southeast Utilities","Transmission","Arc Flash Monitor","GE","ArcFlashMonitor-1424","2025-01-15","Overdue","2026-01-11","Critical","true","true"
"TRA-008","Southeast Utilities","Transmission","IED","ABB","IED-3346","2025-02-09","Current","2025-12-06","Critical","true","true"
"TRA-009","Southeast Utilities","Transmission","DMS","GE","DMS-9187","2025-01-21","Current","2026-01-12","Critical","true","true"
"TRA-011","Southeast Utilities","Transmission","SCADA","Schneider","SCADA-8184","2025-01-31","Current","2025-10-26","Critical","true","true"
"TRA-012","Southeast Utilities","Transmission","DMS","Siemens","DMS-7943","2025-05-31","Current","2025-11-10","Critical","true","true"
"TRA-013","Southeast Utilities","Transmission","Protection Relay","GE","ProtectionRelay-7067","2025-06-04","Current","2026-01-16","Critical","true","true"
"TRA-014","Southeast Utilities","Transmission","HMI","Schneider","HMI-9334","2025-05-25","Current","2025-12-31","Critical","true","true"
"TRA-016","Southeast Utilities","Transmission","IED","Siemens","IED-9089","2025-02-07","Current","2025-11-03","Critical","true","true"
"TRA-017","Southeast Utilities","Transmission","SCADA","GE","SCADA-5238","2024-11-17","Overdue","2025-12-21","Critical","true","true"
"TRA-019","Southeast Utilities","Transmission","RTU","Siemens","RTU-1413","2025-10-15","Current","2025-12-20","Critical","true","true"
"TRA-020","Southeast Utilities","Transmission","HMI","Schneider","HMI-5302","2024-11-01","Current","2025-12-16","Critical","true","true"
"TRA-021","Southeast Utilities","Transmission","Grid Controller","Siemens","GridController-2789","2025-06-22","Current","2025-11-19","Critical","true","true"
"TRA-022","Southeast Utilities","Transmission","Protection Relay","GE","ProtectionRelay-9156","2025-04-29","Current","2025-10-29","Critical","true","true"
"TRA-024","Southeast Utilities","Transmission","IED","Honeywell","IED-7901","2025-05-04","Current","2025-11-22","Critical","true","true"
"TRA-025","Southeast Utilities","Transmission","EMS","GE","EMS-3576","2025-03-14","Overdue","2025-11-19","Critical","true","true"
"TRA-026","Southeast Utilities","Transmission","RTU","ABB","RTU-7556","2025-05-17","Current","2025-11-28","Critical","true","true"
"TRA-027","Southeast Utilities","Transmission","HMI","Schneider","HMI-7654","2025-07-13","Current","2025-12-25","Critical","true","true"
"TRA-029","Southeast Utilities","Transmission","IED","GE","IED-5092","2025-10-08","Current","2026-01-11","Critical","true","true"
"TRA-031","Southeast Utilities","Transmission","Grid Controller","ABB","GridController-8356","2025-01-07","Current","2025-12-02","Critical","true","true"
"TRA-032","Southeast Utilities","Transmission","IED","Honeywell","IED-8932","2025-04-21","Current","2025-12-21","Critical","true","true"
"TRA-033","Southeast Utilities","Transmission","Protection Relay","GE","ProtectionRelay-3541","2025-04-04","Overdue","2025-12-29","Critical","true","true"
"TRA-034","Southeast Utilities","Transmission","Arc Flash Monitor","Schneider","ArcFlashMonitor-4387","2024-11-02","Current","2026-01-18","Critical","true","true"
"TRA-035","Southeast Utilities","Transmission","EMS","Siemens","EMS-8978","2025-07-10","Current","2025-10-31","Critical","true","true"
"TRA-036","Southeast Utilities","Transmission","Protection Relay","Siemens","ProtectionRelay-5426","2024-12-19","Overdue","2025-11-04","Critical","true","true"
"TRA-037","Southeast Utilities","Transmission","SCADA","Honeywell","SCADA-3556","2025-05-29","Current","2025-12-22","Critical","true","true"
"TRA-039","Southeast Utilities","Transmission","IED","Honeywell","IED-8998","2025-01-13","Current","2025-11-29","Critical","true","true"
"TRA-041","Southeast Utilities","Transmission","Arc Flash Monitor","Siemens","ArcFlashMonitor-8694","2025-06-07","Current","2025-12-29","Critical","true","true"
"TRA-043","Southeast Utilities","Transmission","RTU","GE","RTU-9173","2025-02-04","Current","2025-11-14","Critical","true","true"
"TRA-044","Southeast Utilities","Transmission","Environmental Monitor","Honeywell","EnvironmentalMonitor-6868","2025-01-31","Current","2025-11-19","Critical","true","true"
"TRA-045","Southeast Utilities","Transmission","Arc Flash Monitor","Schneider","ArcFlashMonitor-5103","2024-12-29","Overdue","2025-11-15","Critical","true","true"
"TRA-046","Southeast Utilities","Transmission","IED","Siemens","IED-5016","2025-10-13","Current","2025-10-24","Critical","true","true"
"TRA-047","Southeast Utilities","Transmission","HMI","Schneider","HMI-2221","2024-11-11","Overdue","2025-11-12","Critical","true","true"
"TRA-048","Southeast Utilities","Transmission","EMS","Schneider","EMS-5055","2025-04-26","Current","2026-01-15","Critical","true","true"
"TRA-049","Southeast Utilities","Transmission","Protection Relay","Honeywell","ProtectionRelay-2462","2025-02-12","Current","2025-11-23","Critical","true","true"
"TRA-050","Southeast Utilities","Transmission","IED","ABB","IED-1552","2024-11-27","Current","2025-11-03","Critical","true","true"
"TRA-051","Southeast Utilities","Transmission","DMS","ABB","DMS-2749","2025-06-16","Overdue","2026-01-16","Critical","true","true"
"TRA-054","Southeast Utilities","Transmission","Environmental Monitor","Siemens","EnvironmentalMonitor-1496","2024-11-02","Current","2025-10-28","Critical","true","true"
"TRA-055","Southeast Utilities","Transmission","Protection Relay","ABB","ProtectionRelay-7662","2025-08-27","Current","2026-01-20","Critical","true","true"
"TRA-056","Southeast Utilities","Transmission","RTU","Siemens","RTU-1991","2025-07-25","Overdue","2026-01-10","Critical","true","true"
"TRA-057","Southeast Utilities","Transmission","Environmental Monitor","Siemens","EnvironmentalMonitor-7335","2025-04-29","Overdue","2025-12-23","Critical","true","true"
"TRA-058","Southeast Utilities","Transmission","SCADA","GE","SCADA-3328","2025-03-26","Current","2025-10-31","Critical","true","true"
"TRA-059","Southeast Utilities","Transmission","EMS","ABB","EMS-4944","2025-06-29","Overdue","2025-11-26","Critical","true","true"
"TRA-060","Southeast Utilities","Transmission","Arc Flash Monitor","Honeywell","ArcFlashMonitor-2574","2025-02-09","Current","2025-11-06","Critical","true","true"
"TRA-061","Southeast Utilities","Transmission","SCADA","Honeywell","SCADA-3112","2025-10-11","Overdue","2026-01-18","Critical","true","true"
"TRA-062","Southeast Utilities","Transmission","Protection Relay","GE","ProtectionRelay-8115","2025-09-08","Overdue","2025-11-21","Critical","true","true"
"TRA-066","Southeast Utilities","Transmission","HMI","Schneider","HMI-8768","2024-12-17","Current","2025-12-12","Critical","true","true"
"TRA-067","Southeast Utilities","Transmission","Environmental Monitor","Honeywell","EnvironmentalMonitor-5141","2025-05-11","Overdue","2025-11-20","Critical","true","true"
"TRA-068","Southeast Utilities","Transmission","EMS","Siemens","EMS-2424","2025-05-24","Current","2025-11-18","Critical","true","true"
"TRA-070","Southeast Utilities","Transmission","Protection Relay","Honeywell","ProtectionRelay-6816","2025-04-04","Overdue","2025-11-28","Critical","true","true"
"TRA-071","Southeast Utilities","Transmission","EMS","Schneider","EMS-1355","2025-09-25","Current","2026-01-13","Critical","true","true"
"TRA-073","Southeast Utilities","Transmission","Arc Flash Monitor","GE","ArcFlashMonitor-9605","2025-07-26","Current","2025-11-10","Critical","true","true"
"TRA-074","Southeast Utilities","Transmission","EMS","Siemens","EMS-8922","2024-12-19","Current","2025-12-14","Critical","true","true"
"TRA-075","Southeast Utilities","Transmission","SCADA","Siemens","SCADA-1516","2025-10-22","Overdue","2025-12-12","Critical","true","true"
"TRA-076","Southeast Utilities","Transmission","IED","GE","IED-3034","2025-07-28","Current","2025-11-24","Critical","true","true"
"TRA-078","Southeast Utilities","Transmission","DMS","Honeywell","DMS-8853","2025-06-30","Current","2025-12-17","Critical","true","true"
"TRA-079","Southeast Utilities","Transmission","SCADA","GE","SCADA-3809","2024-12-05","Current","2025-11-14","Critical","true","true"
"TRA-080","Southeast Utilities","Transmission","IED","Siemens","IED-1197","2025-06-14","Current","2025-12-09","Critical","true","true"
"DIS-001","Southeast Utilities","Distribution","RTU","Schneider","RTU-6104","2025-01-10","Overdue","2025-10-27","High","true","true"
"DIS-002","Southeast Utilities","Distribution","DMS","Schneider","DMS-1590","2025-04-12","Overdue","2025-12-12","High","true","true"
"DIS-003","Southeast Utilities","Distribution","HMI","Schneider","HMI-7591","2025-07-24","Overdue","2025-12-14","High","true","true"
"DIS-006","Southeast Utilities","Distribution","EMS","Honeywell","EMS-3528","2025-08-15","Current","2025-12-11","High","true","true"
"DIS-007","Southeast Utilities","Distribution","Arc Flash Monitor","GE","ArcFlashMonitor-1104","2025-02-11","Current","2025-12-01","High","true","true"
"DIS-008","Southeast Utilities","Distribution","HMI","Schneider","HMI-6050","2025-01-05","Current","2025-12-18","High","true","true"
"DIS-009","Southeast Utilities","Distribution","EMS","ABB","EMS-8409","2025-01-29","Current","2025-11-06","High","true","true"
"DIS-010","Southeast Utilities","Distribution","RTU","Siemens","RTU-9786","2025-04-08","Overdue","2025-11-27","High","true","true"
"DIS-011","Southeast Utilities","Distribution","Arc Flash Monitor","Schneider","ArcFlashMonitor-2329","2025-03-03","Current","2025-10-25","High","true","true"
"DIS-012","Southeast Utilities","Distribution","Grid Controller","Siemens","GridController-6347","2024-11-01","Overdue","2026-01-05","High","true","true"
"DIS-013","Southeast Utilities","Distribution","RTU","GE","RTU-8066","2025-10-16","Current","2025-12-27","High","true","true"
"DIS-015","Southeast Utilities","Distribution","Arc Flash Monitor","Siemens","ArcFlashMonitor-7163","2025-09-11","Overdue","2026-01-09","High","true","true"
"DIS-016","Southeast Utilities","Distribution","DMS","Schneider","DMS-1408","2025-06-14","Overdue","2025-12-04","High","true","true"
"DIS-017","Southeast Utilities","Distribution","Protection Relay","Siemens","ProtectionRelay-9076","2025-04-02","Overdue","2025-12-21","High","true","true"
"DIS-018","Southeast Utilities","Distribution","Protection Relay","Honeywell","ProtectionRelay-2186","2025-04-27","Overdue","2025-11-21","High","true","true"
"DIS-019","Southeast Utilities","Distribution","DMS","ABB","DMS-6056","2025-06-09","Current","2026-01-17","High","true","true"
"DIS-020","Southeast Utilities","Distribution","SCADA","ABB","SCADA-9495","2025-05-18","Overdue","2025-11-01","High","true","true"
"DIS-021","Southeast Utilities","Distribution","Grid Controller","ABB","GridController-3839","2025-02-11","Current","2026-01-16","High","true","true"
"DIS-023","Southeast Utilities","Distribution","IED","ABB","IED-8626","2024-11-02","Current","2025-11-11","High","true","true"
"DIS-024","Southeast Utilities","Distribution","IED","ABB","IED-6026","2025-08-24","Current","2025-12-12","High","true","true"
"DIS-026","Southeast Utilities","Distribution","Arc Flash Monitor","GE","ArcFlashMonitor-6790","2025-01-06","Current","2025-12-27","High","true","true"
"DIS-027","Southeast Utilities","Distribution","SCADA","Schneider","SCADA-6282","2025-09-10","Overdue","2025-11-27","High","true","true"
"DIS-028","Southeast Utilities","Distribution","DMS","Honeywell","DMS-3281","2024-12-16","Overdue","2026-01-09","High","true","true"
"DIS-029","Southeast Utilities","Distribution","SCADA","Schneider","SCADA-7826","2025-03-21","Current","2025-11-12","High","true","true"
"DIS-030","Southeast Utilities","Distribution","SCADA","Siemens","SCADA-5800","2025-07-03","Current","2026-01-21","High","true","true"
"DIS-031","Southeast Utilities","Distribution","RTU","ABB","RTU-2501","2025-01-28","Current","2025-12-20","High","true","true"
"DIS-033","Southeast Utilities","Distribution","Protection Relay","GE","ProtectionRelay-4175","2025-08-19","Current","2025-11-19","High","true","true"
"CON-001","Southeast Utilities","Control Center","Arc Flash Monitor","Schneider","ArcFlashMonitor-8793","2025-01-03","Current","2025-11-05","Critical","true","true"
"CON-002","Southeast Utilities","Control Center","Arc Flash Monitor","Honeywell","ArcFlashMonitor-4633","2024-12-18","Current","2025-11-30","Critical","true","true"
"CON-004","Southeast Utilities","Control Center","SCADA","GE","SCADA-9846","2025-04-01","Current","2025-11-29","Critical","true","true"
"CON-005","Southeast Utilities","Control Center","IED","Siemens","IED-3220","2025-09-08","Current","2026-01-09","Critical","true","true"
"CON-006","Southeast Utilities","Control Center","EMS","GE","EMS-5806","2025-09-10","Overdue","2026-01-12","Critical","true","true"
"CON-007","Southeast Utilities","Control Center","Arc Flash Monitor","Honeywell","ArcFlashMonitor-7321","2025-07-15","Overdue","2025-12-24","Critical","true","true"
"CON-008","Southeast Utilities","Control Center","DMS","Schneider","DMS-9357","2025-09-21","Overdue","2025-11-06","Critical","true","true"
"CON-010","Southeast Utilities","Control Center","RTU","Honeywell","RTU-9994","2024-10-31","Overdue","2025-12-23","Critical","true","true"
"CON-011","Southeast Utilities","Control Center","Environmental Monitor","Honeywell","EnvironmentalMonitor-8006","2025-10-20","Overdue","2025-11-10","Critical","true","true"
"CON-012","Southeast Utilities","Control Center","Arc Flash Monitor","ABB","ArcFlashMonitor-2835","2025-05-04","Overdue","2026-01-01","Critical","true","true"
"CON-013","Southeast Utilities","Control Center","HMI","Schneider","HMI-4559","2025-09-30","Overdue","2025-11-01","Critical","true","true"
"CON-015","Southeast Utilities","Control Center","Arc Flash Monitor","Siemens","ArcFlashMonitor-7464","2024-12-23","Current","2026-01-06","Critical","true","true"
"CON-016","Southeast Utilities","Control Center","Grid Controller","ABB","GridController-8922","2024-11-27","Overdue","2025-12-26","Critical","true","true"
"CON-017","Southeast Utilities","Control Center","SCADA","Honeywell","SCADA-3561","2025-05-11","Current","2025-12-19","Critical","true","true"
"CON-020","Southeast Utilities","Control Center","Grid Controller","Siemens","GridController-7748","2024-12-11","Current","2025-12-30","Critical","true","true"
"CON-021","Southeast Utilities","Control Center","SCADA","Honeywell","SCADA-5288","2024-11-09","Current","2025-11-20","Critical","true","true"
"CON-022","Southeast Utilities","Control Center","Arc Flash Monitor","GE","ArcFlashMonitor-7579","2025-04-03","Current","2025-12-15","Critical","true","true"
"CON-023","Southeast Utilities","Control Center","EMS","ABB","EMS-6897","2025-03-02","Current","2026-01-13","Critical","true","true"
"CON-024","Southeast Utilities","Control Center","SCADA","Honeywell","SCADA-1369","2025-02-21","Current","2026-01-11","Critical","true","true"
"CON-026","Southeast Utilities","Control Center","Grid Controller","GE","GridController-8967","2025-02-09","Overdue","2026-01-01","Critical","true","true"
"CON-027","Southeast Utilities","Control Center","Arc Flash Monitor","GE","ArcFlashMonitor-3734","2025-09-24","Current","2025-12-12","Critical","true","true"
"CON-029","Southeast Utilities","Control Center","SCADA","ABB","SCADA-7938","2025-05-10","Overdue","2025-12-16","Critical","true","true"
"CON-030","Southeast Utilities","Control Center","Arc Flash Monitor","GE","ArcFlashMonitor-4801","2025-03-04","Current","2025-10-25","Critical","true","true"
"CON-031","Southeast Utilities","Control Center","DMS","GE","DMS-1172","2025-08-24","Current","2026-01-18","Critical","true","true"
"CON-032","Southeast Utilities","Control Center","Environmental Monitor","Schneider","EnvironmentalMonitor-1336","2025-10-04","Overdue","2025-11-09","Critical","true","true"
"CON-033","Southeast Utilities","Control Center","RTU","ABB","RTU-6664","2025-07-06","Current","2025-12-24","Critical","true","true"
"CON-035","Southeast Utilities","Control Center","IED","GE","IED-5306","2025-07-27","Current","2025-12-26","Critical","true","true"
"CON-036","Southeast Utilities","Control Center","SCADA","ABB","SCADA-6881","2025-07-24","Current","2025-10-31","Critical","true","true"
"CON-037","Southeast Utilities","Control Center","SCADA","ABB","SCADA-7761","2025-08-23","Current","2025-12-08","Critical","true","true"
