tag_id,plant,unit,device_type,criticality,manufacturer,model,location,description,installation_date,expected_ip,expected_protocol
"UTI-0296","San Diego Biotech","Utilities","PLC","Medium","Honeywell","PLC-6285","Utilities - Station 13","PLC for Utilities operations","2024-05-10","192.168.109.115","DNP3"
"UTI-0297","San Diego Biotech","Utilities","Batch Controller","Critical","ABB","BatchController-5572","Utilities - Station 14","Batch Controller for Utilities operations","2023-05-14","192.168.63.31","Ethernet/IP"
"UTI-0298","San Diego Biotech","Utilities","SCADA","Critical","Honeywell","SCADA-2475","Utilities - Station 15","SCADA for Utilities operations","2022-02-07","192.168.15.168","DNP3"
"UTI-0299","San Diego Biotech","Utilities","Safety PLC","Critical","Rockwell","SafetyPLC-2666","Utilities - Station 16","Safety PLC for Utilities operations","2025-01-13","192.168.67.173","Ethernet/IP"
"UTI-0300","San Diego Biotech","Utilities","HMI","Medium","ABB","HMI-5995","Utilities - Station 17","HMI for Utilities operations","2022-09-24","192.168.102.190","OPC UA"
"UTI-0301","San Diego Biotech","Utilities","MES","High","Rockwell","MES-6669","Utilities - Station 18","MES for Utilities operations","2021-09-02","192.168.28.224","DNP3"
"UTI-0302","San Diego Biotech","Utilities","Serialization System","Low","ABB","SerializationSystem-4927","Utilities - Station 19","Serialization System for Utilities operations","2024-06-06","192.168.4.229","Ethernet/IP"
"UTI-0303","San Diego Biotech","Utilities","Temperature Controller","Medium","Siemens","TemperatureController-2178","Utilities - Station 20","Temperature Controller for Utilities operations","2022-06-29","192.168.86.102","Modbus TCP"
"UTI-0304","San Diego Biotech","Utilities","Safety PLC","Critical","Schneider","SafetyPLC-7990","Utilities - Station 21","Safety PLC for Utilities operations","2025-10-20","192.168.108.5","Ethernet/IP"
"UTI-0305","San Diego Biotech","Utilities","HMI","Critical","Siemens","HMI-2911","Utilities - Station 22","HMI for Utilities operations","2021-02-26","192.168.117.131","Profinet"
"UTI-0306","San Diego Biotech","Utilities","Batch Controller","High","ABB","BatchController-8723","Utilities - Station 23","Batch Controller for Utilities operations","2021-04-17","192.168.210.80","OPC UA"
"UTI-0307","San Diego Biotech","Utilities","Environmental Monitor","High","Rockwell","EnvironmentalMonitor-1951","Utilities - Station 24","Environmental Monitor for Utilities operations","2023-07-03","192.168.149.144","OPC UA"
"UTI-0308","San Diego Biotech","Utilities","PLC","Medium","ABB","PLC-4494","Utilities - Station 25","PLC for Utilities operations","2020-12-08","192.168.41.64","Ethernet/IP"
"API-0309","New Jersey Labs","API Manufacturing","Safety PLC","Critical","Honeywell","SafetyPLC-6756","API Manufacturing - Station 1","Safety PLC for API Manufacturing operations","2023-02-27","192.168.152.135","Ethernet/IP"
"API-0310","New Jersey Labs","API Manufacturing","Environmental Monitor","Critical","Honeywell","EnvironmentalMonitor-9259","API Manufacturing - Station 2","Environmental Monitor for API Manufacturing operations","2023-11-11","192.168.210.141","Profinet"
"API-0311","New Jersey Labs","API Manufacturing","HMI","High","Siemens","HMI-4455","API Manufacturing - Station 3","HMI for API Manufacturing operations","2023-03-11","192.168.135.121","Profinet"
"API-0312","New Jersey Labs","API Manufacturing","Batch Controller","High","Honeywell","BatchController-1553","API Manufacturing - Station 4","Batch Controller for API Manufacturing operations","2022-02-19","192.168.163.84","Modbus TCP"
"API-0313","New Jersey Labs","API Manufacturing","LIMS","Critical","Honeywell","LIMS-1398","API Manufacturing - Station 5","LIMS for API Manufacturing operations","2023-01-07","192.168.52.84","Ethernet/IP"
"API-0314","New Jersey Labs","API Manufacturing","HMI","High","Siemens","HMI-8789","API Manufacturing - Station 6","HMI for API Manufacturing operations","2023-05-17","192.168.16.5","OPC UA"
"API-0315","New Jersey Labs","API Manufacturing","SCADA","Low","Emerson","SCADA-4593","API Manufacturing - Station 7","SCADA for API Manufacturing operations","2022-09-03","192.168.219.141","OPC UA"
"API-0316","New Jersey Labs","API Manufacturing","PLC","Critical","Rockwell","PLC-5593","API Manufacturing - Station 8","PLC for API Manufacturing operations","2022-03-20","192.168.18.0","DNP3"
"API-0317","New Jersey Labs","API Manufacturing","HMI","Low","Honeywell","HMI-4135","API Manufacturing - Station 9","HMI for API Manufacturing operations","2021-01-31","192.168.161.162","Modbus TCP"
"API-0318","New Jersey Labs","API Manufacturing","SCADA","High","ABB","SCADA-8350","API Manufacturing - Station 10","SCADA for API Manufacturing operations","2022-08-11","192.168.98.17","OPC UA"
"API-0319","New Jersey Labs","API Manufacturing","Environmental Monitor","High","Emerson","EnvironmentalMonitor-2413","API Manufacturing - Station 11","Environmental Monitor for API Manufacturing operations","2023-07-21","192.168.48.67","Modbus TCP"
"API-0320","New Jersey Labs","API Manufacturing","Serialization System","Critical","Emerson","SerializationSystem-9529","API Manufacturing - Station 12","Serialization System for API Manufacturing operations","2024-09-13","192.168.174.184","Ethernet/IP"
"API-0321","New Jersey Labs","API Manufacturing","MES","Critical","Emerson","MES-8758","API Manufacturing - Station 13","MES for API Manufacturing operations","2023-06-12","192.168.240.42","DNP3"
"API-0322","New Jersey Labs","API Manufacturing","Temperature Controller","High","Schneider","TemperatureController-5685","API Manufacturing - Station 14","Temperature Controller for API Manufacturing operations","2021-05-07","192.168.192.18","OPC UA"
"API-0323","New Jersey Labs","API Manufacturing","Batch Controller","Critical","Honeywell","BatchController-3631","API Manufacturing - Station 15","Batch Controller for API Manufacturing operations","2023-03-16","192.168.20.192","DNP3"
"API-0324","New Jersey Labs","API Manufacturing","HMI","Critical","Siemens","HMI-2818","API Manufacturing - Station 16","HMI for API Manufacturing operations","2024-11-09","192.168.76.93","DNP3"
"API-0325","New Jersey Labs","API Manufacturing","Serialization System","Medium","Emerson","SerializationSystem-8739","API Manufacturing - Station 17","Serialization System for API Manufacturing operations","2021-05-19","192.168.130.26","Modbus TCP"
"API-0326","New Jersey Labs","API Manufacturing","Temperature Controller","Low","Siemens","TemperatureController-4529","API Manufacturing - Station 18","Temperature Controller for API Manufacturing operations","2025-04-06","192.168.194.48","DNP3"
"API-0327","New Jersey Labs","API Manufacturing","LIMS","Medium","Rockwell","LIMS-1229","API Manufacturing - Station 19","LIMS for API Manufacturing operations","2023-06-16","192.168.107.71","Profinet"
"API-0328","New Jersey Labs","API Manufacturing","Safety PLC","High","Honeywell","SafetyPLC-6994","API Manufacturing - Station 20","Safety PLC for API Manufacturing operations","2022-03-05","192.168.35.220","Profinet"
"API-0329","New Jersey Labs","API Manufacturing","PLC","Low","Rockwell","PLC-3597","API Manufacturing - Station 21","PLC for API Manufacturing operations","2021-08-03","192.168.27.10","OPC UA"
"API-0330","New Jersey Labs","API Manufacturing","Serialization System","Medium","Emerson","SerializationSystem-6517","API Manufacturing - Station 22","Serialization System for API Manufacturing operations","2022-06-19","192.168.243.4","Profinet"
"API-0331","New Jersey Labs","API Manufacturing","MES","Critical","Rockwell","MES-1518","API Manufacturing - Station 23","MES for API Manufacturing operations","2023-07-24","192.168.173.195","Ethernet/IP"
"API-0332","New Jersey Labs","API Manufacturing","SCADA","Low","Emerson","SCADA-3832","API Manufacturing - Station 24","SCADA for API Manufacturing operations","2021-12-09","192.168.144.245","DNP3"
"API-0333","New Jersey Labs","API Manufacturing","PLC","High","Siemens","PLC-9561","API Manufacturing - Station 25","PLC for API Manufacturing operations","2023-05-16","192.168.69.63","OPC UA"
"API-0334","New Jersey Labs","API Manufacturing","Safety PLC","Medium","Emerson","SafetyPLC-4774","API Manufacturing - Station 26","Safety PLC for API Manufacturing operations","2025-05-26","192.168.201.151","Modbus TCP"
"API-0335","New Jersey Labs","API Manufacturing","Temperature Controller","Medium","Siemens","TemperatureController-2161","API Manufacturing - Station 27","Temperature Controller for API Manufacturing operations","2022-06-18","192.168.86.6","OPC UA"
"API-0336","New Jersey Labs","API Manufacturing","Environmental Monitor","High","Honeywell","EnvironmentalMonitor-8512","API Manufacturing - Station 28","Environmental Monitor for API Manufacturing operations","2024-11-12","192.168.144.146","OPC UA"
"API-0337","New Jersey Labs","API Manufacturing","Safety PLC","Critical","Rockwell","SafetyPLC-6042","API Manufacturing - Station 29","Safety PLC for API Manufacturing operations","2020-11-24","192.168.106.152","Modbus TCP"
"API-0338","New Jersey Labs","API Manufacturing","SCADA","Medium","Emerson","SCADA-3534","API Manufacturing - Station 30","SCADA for API Manufacturing operations","2021-10-11","192.168.238.179","Ethernet/IP"
"API-0339","New Jersey Labs","API Manufacturing","LIMS","Critical","Schneider","LIMS-3962","API Manufacturing - Station 31","LIMS for API Manufacturing operations","2024-04-09","192.168.247.24","Modbus TCP"
"API-0340","New Jersey Labs","API Manufacturing","Serialization System","High","ABB","SerializationSystem-8907","API Manufacturing - Station 32","Serialization System for API Manufacturing operations","2022-06-08","192.168.28.205","Modbus TCP"
"FOR-0341","New Jersey Labs","Formulation","Environmental Monitor","Low","ABB","EnvironmentalMonitor-1280","Formulation - Station 1","Environmental Monitor for Formulation operations","2022-10-06","192.168.104.238","OPC UA"
"FOR-0342","New Jersey Labs","Formulation","Serialization System","Low","Siemens","SerializationSystem-2384","Formulation - Station 2","Serialization System for Formulation operations","2022-05-23","192.168.104.89","Modbus TCP"
"FOR-0343","New Jersey Labs","Formulation","HMI","Low","Emerson","HMI-3376","Formulation - Station 3","HMI for Formulation operations","2021-03-11","192.168.155.41","OPC UA"
"FOR-0344","New Jersey Labs","Formulation","Batch Controller","Medium","Emerson","BatchController-8168","Formulation - Station 4","Batch Controller for Formulation operations","2022-06-05","192.168.245.190","Profinet"
"FOR-0345","New Jersey Labs","Formulation","Temperature Controller","Critical","Schneider","TemperatureController-9616","Formulation - Station 5","Temperature Controller for Formulation operations","2024-03-07","192.168.4.40","OPC UA"
"FOR-0346","New Jersey Labs","Formulation","PLC","Low","ABB","PLC-8841","Formulation - Station 6","PLC for Formulation operations","2021-01-15","192.168.182.163","Ethernet/IP"
"FOR-0347","New Jersey Labs","Formulation","LIMS","Medium","Schneider","LIMS-3857","Formulation - Station 7","LIMS for Formulation operations","2022-12-19","192.168.3.231","Ethernet/IP"
"FOR-0348","New Jersey Labs","Formulation","Temperature Controller","Low","Emerson","TemperatureController-2469","Formulation - Station 8","Temperature Controller for Formulation operations","2023-02-28","192.168.247.187","DNP3"
"FOR-0349","New Jersey Labs","Formulation","PLC","High","Rockwell","PLC-6237","Formulation - Station 9","PLC for Formulation operations","2025-03-18","192.168.68.220","OPC UA"
"FOR-0350","New Jersey Labs","Formulation","Batch Controller","Critical","Schneider","BatchController-4546","Formulation - Station 10","Batch Controller for Formulation operations","2022-02-02","192.168.251.74","Profinet"
"FOR-0351","New Jersey Labs","Formulation","HMI","Critical","ABB","HMI-3643","Formulation - Station 11","HMI for Formulation operations","2024-01-27","192.168.128.95","Profinet"
"FOR-0352","New Jersey Labs","Formulation","HMI","High","Schneider","HMI-1928","Formulation - Station 12","HMI for Formulation operations","2024-03-30","192.168.55.57","Profinet"
"FOR-0353","New Jersey Labs","Formulation","HMI","Critical","Schneider","HMI-8218","Formulation - Station 13","HMI for Formulation operations","2020-12-17","192.168.22.173","Modbus TCP"
"FOR-0354","New Jersey Labs","Formulation","HMI","Critical","Siemens","HMI-4420","Formulation - Station 14","HMI for Formulation operations","2022-02-06","192.168.104.218","OPC UA"
"FOR-0355","New Jersey Labs","Formulation","SCADA","Low","Siemens","SCADA-5477","Formulation - Station 15","SCADA for Formulation operations","2023-08-18","192.168.93.94","OPC UA"
"FOR-0356","New Jersey Labs","Formulation","LIMS","High","Schneider","LIMS-6866","Formulation - Station 16","LIMS for Formulation operations","2021-08-09","192.168.21.110","OPC UA"
"FOR-0357","New Jersey Labs","Formulation","PLC","Critical","Honeywell","PLC-1357","Formulation - Station 17","PLC for Formulation operations","2023-11-03","192.168.71.172","DNP3"
"FOR-0358","New Jersey Labs","Formulation","HMI","High","ABB","HMI-2309","Formulation - Station 18","HMI for Formulation operations","2025-02-09","192.168.56.247","OPC UA"
"FOR-0359","New Jersey Labs","Formulation","MES","High","Honeywell","MES-9980","Formulation - Station 19","MES for Formulation operations","2021-08-15","192.168.218.6","DNP3"
"FOR-0360","New Jersey Labs","Formulation","Temperature Controller","Low","Honeywell","TemperatureController-5970","Formulation - Station 20","Temperature Controller for Formulation operations","2022-06-13","192.168.75.96","Ethernet/IP"
"FOR-0361","New Jersey Labs","Formulation","Serialization System","Medium","Rockwell","SerializationSystem-3752","Formulation - Station 21","Serialization System for Formulation operations","2023-08-14","192.168.151.153","Modbus TCP"
"FOR-0362","New Jersey Labs","Formulation","Temperature Controller","Critical","Schneider","TemperatureController-9032","Formulation - Station 22","Temperature Controller for Formulation operations","2022-06-27","192.168.78.192","DNP3"
"FOR-0363","New Jersey Labs","Formulation","PLC","High","Honeywell","PLC-4877","Formulation - Station 23","PLC for Formulation operations","2021-11-15","192.168.30.200","Ethernet/IP"
"FOR-0364","New Jersey Labs","Formulation","Batch Controller","Medium","Siemens","BatchController-6391","Formulation - Station 24","Batch Controller for Formulation operations","2025-02-04","192.168.186.153","DNP3"
"FOR-0365","New Jersey Labs","Formulation","Environmental Monitor","Low","Honeywell","EnvironmentalMonitor-9035","Formulation - Station 25","Environmental Monitor for Formulation operations","2022-12-28","192.168.172.135","Modbus TCP"
"FOR-0366","New Jersey Labs","Formulation","LIMS","Low","Schneider","LIMS-2908","Formulation - Station 26","LIMS for Formulation operations","2022-12-04","192.168.207.224","DNP3"
"FOR-0367","New Jersey Labs","Formulation","Serialization System","High","ABB","SerializationSystem-5897","Formulation - Station 27","Serialization System for Formulation operations","2024-07-08","192.168.34.35","Modbus TCP"
"FOR-0368","New Jersey Labs","Formulation","HMI","Low","Rockwell","HMI-4502","Formulation - Station 28","HMI for Formulation operations","2024-10-29","192.168.185.155","OPC UA"
"FOR-0369","New Jersey Labs","Formulation","LIMS","Critical","Emerson","LIMS-2773","Formulation - Station 29","LIMS for Formulation operations","2023-03-24","192.168.98.149","OPC UA"
"FOR-0370","New Jersey Labs","Formulation","SCADA","High","Emerson","SCADA-1745","Formulation - Station 30","SCADA for Formulation operations","2024-01-13","192.168.25.79","OPC UA"
"FOR-0371","New Jersey Labs","Formulation","Safety PLC","High","Schneider","SafetyPLC-8651","Formulation - Station 31","Safety PLC for Formulation operations","2022-03-28","192.168.88.24","Ethernet/IP"
"FOR-0372","New Jersey Labs","Formulation","PLC","Low","Rockwell","PLC-8310","Formulation - Station 32","PLC for Formulation operations","2020-11-07","192.168.50.164","DNP3"
"FOR-0373","New Jersey Labs","Formulation","HMI","Medium","Siemens","HMI-2644","Formulation - Station 33","HMI for Formulation operations","2022-08-16","192.168.188.25","DNP3"
"FOR-0374","New Jersey Labs","Formulation","Temperature Controller","Critical","ABB","TemperatureController-3558","Formulation - Station 34","Temperature Controller for Formulation operations","2024-05-04","192.168.251.254","Modbus TCP"
"FOR-0375","New Jersey Labs","Formulation","SCADA","Medium","Schneider","SCADA-9033","Formulation - Station 35","SCADA for Formulation operations","2021-08-18","192.168.183.30","Ethernet/IP"
"FOR-0376","New Jersey Labs","Formulation","Environmental Monitor","Low","Emerson","EnvironmentalMonitor-1561","Formulation - Station 36","Environmental Monitor for Formulation operations","2024-02-06","192.168.185.210","OPC UA"
"FOR-0377","New Jersey Labs","Formulation","LIMS","High","ABB","LIMS-8418","Formulation - Station 37","LIMS for Formulation operations","2024-06-05","192.168.136.27","Modbus TCP"
"FOR-0378","New Jersey Labs","Formulation","Batch Controller","Medium","Honeywell","BatchController-9276","Formulation - Station 38","Batch Controller for Formulation operations","2021-07-10","192.168.157.40","Modbus TCP"
"FOR-0379","New Jersey Labs","Formulation","HMI","Low","Honeywell","HMI-9049","Formulation - Station 39","HMI for Formulation operations","2024-01-23","192.168.48.199","OPC UA"
"FOR-0380","New Jersey Labs","Formulation","SCADA","Medium","Honeywell","SCADA-6274","Formulation - Station 40","SCADA for Formulation operations","2022-10-11","192.168.124.251","Modbus TCP"
"FOR-0381","New Jersey Labs","Formulation","Temperature Controller","High","ABB","TemperatureController-8928","Formulation - Station 41","Temperature Controller for Formulation operations","2021-05-27","192.168.18.208","OPC UA"
"FOR-0382","New Jersey Labs","Formulation","Safety PLC","Medium","Schneider","SafetyPLC-9379","Formulation - Station 42","Safety PLC for Formulation operations","2025-03-04","192.168.22.254","Profinet"
"FOR-0383","New Jersey Labs","Formulation","Safety PLC","Low","Siemens","SafetyPLC-8535","Formulation - Station 43","Safety PLC for Formulation operations","2023-04-02","192.168.178.71","Profinet"
"FOR-0384","New Jersey Labs","Formulation","Environmental Monitor","Medium","Emerson","EnvironmentalMonitor-3929","Formulation - Station 44","Environmental Monitor for Formulation operations","2024-05-14","192.168.188.164","Profinet"
"FOR-0385","New Jersey Labs","Formulation","SCADA","Low","Emerson","SCADA-4828","Formulation - Station 45","SCADA for Formulation operations","2023-08-18","192.168.8.76","OPC UA"
"FOR-0386","New Jersey Labs","Formulation","MES","Medium","Schneider","MES-1591","Formulation - Station 46","MES for Formulation operations","2023-11-29","192.168.59.166","Modbus TCP"
"FOR-0387","New Jersey Labs","Formulation","Temperature Controller","High","ABB","TemperatureController-1196","Formulation - Station 47","Temperature Controller for Formulation operations","2020-12-01","192.168.143.188","Modbus TCP"
"PAC-0388","New Jersey Labs","Packaging","MES","Low","ABB","MES-5269","Packaging - Station 1","MES for Packaging operations","2023-07-30","192.168.221.157","Modbus TCP"
"PAC-0389","New Jersey Labs","Packaging","Serialization System","Medium","Rockwell","SerializationSystem-8831","Packaging - Station 2","Serialization System for Packaging operations","2021-02-22","192.168.131.164","DNP3"
"PAC-0390","New Jersey Labs","Packaging","LIMS","Medium","Honeywell","LIMS-3488","Packaging - Station 3","LIMS for Packaging operations","2022-10-19","192.168.141.162","Profinet"
"PAC-0391","New Jersey Labs","Packaging","MES","High","Rockwell","MES-9358","Packaging - Station 4","MES for Packaging operations","2023-02-03","192.168.207.95","Modbus TCP"
"PAC-0392","New Jersey Labs","Packaging","MES","Low","Siemens","MES-4508","Packaging - Station 5","MES for Packaging operations","2024-09-11","192.168.149.44","Modbus TCP"
"PAC-0393","New Jersey Labs","Packaging","MES","Low","Siemens","MES-5469","Packaging - Station 6","MES for Packaging operations","2021-05-04","192.168.119.108","OPC UA"
"PAC-0394","New Jersey Labs","Packaging","HMI","Critical","Rockwell","HMI-4655","Packaging - Station 7","HMI for Packaging operations","2025-01-03","192.168.169.247","Ethernet/IP"
"PAC-0395","New Jersey Labs","Packaging","Serialization System","Critical","Emerson","SerializationSystem-9204","Packaging - Station 8","Serialization System for Packaging operations","2025-04-22","192.168.98.243","Ethernet/IP"
"PAC-0396","New Jersey Labs","Packaging","Safety PLC","Low","Honeywell","SafetyPLC-8274","Packaging - Station 9","Safety PLC for Packaging operations","2022-07-23","192.168.220.168","OPC UA"
"PAC-0397","New Jersey Labs","Packaging","Batch Controller","Medium","Rockwell","BatchController-8779","Packaging - Station 10","Batch Controller for Packaging operations","2022-11-12","192.168.155.73","Profinet"
"PAC-0398","New Jersey Labs","Packaging","LIMS","Low","Siemens","LIMS-9690","Packaging - Station 11","LIMS for Packaging operations","2022-08-11","192.168.132.100","Modbus TCP"
"PAC-0399","New Jersey Labs","Packaging","Environmental Monitor","High","Rockwell","EnvironmentalMonitor-7961","Packaging - Station 12","Environmental Monitor for Packaging operations","2023-09-25","192.168.128.207","Ethernet/IP"
"PAC-0400","New Jersey Labs","Packaging","PLC","High","Honeywell","PLC-3896","Packaging - Station 13","PLC for Packaging operations","2022-08-14","192.168.24.32","DNP3"
"PAC-0401","New Jersey Labs","Packaging","PLC","Medium","Honeywell","PLC-2309","Packaging - Station 14","PLC for Packaging operations","2023-07-04","192.168.181.227","Ethernet/IP"
"PAC-0402","New Jersey Labs","Packaging","HMI","Critical","ABB","HMI-7125","Packaging - Station 15","HMI for Packaging operations","2021-06-03","192.168.125.136","Profinet"
"PAC-0403","New Jersey Labs","Packaging","Serialization System","High","Siemens","SerializationSystem-9285","Packaging - Station 16","Serialization System for Packaging operations","2025-09-17","192.168.218.24","Profinet"
"PAC-0404","New Jersey Labs","Packaging","LIMS","Critical","Schneider","LIMS-1506","Packaging - Station 17","LIMS for Packaging operations","2022-12-03","192.168.163.57","Modbus TCP"
"PAC-0405","New Jersey Labs","Packaging","Safety PLC","Critical","Siemens","SafetyPLC-5347","Packaging - Station 18","Safety PLC for Packaging operations","2021-09-13","192.168.104.63","DNP3"
"PAC-0406","New Jersey Labs","Packaging","Temperature Controller","Low","Emerson","TemperatureController-7518","Packaging - Station 19","Temperature Controller for Packaging operations","2023-01-08","192.168.206.94","DNP3"
"PAC-0407","New Jersey Labs","Packaging","Safety PLC","Low","Emerson","SafetyPLC-8626","Packaging - Station 20","Safety PLC for Packaging operations","2022-06-19","192.168.187.181","Ethernet/IP"
"PAC-0408","New Jersey Labs","Packaging","Batch Controller","Critical","Siemens","BatchController-1590","Packaging - Station 21","Batch Controller for Packaging operations","2023-04-09","192.168.7.170","Profinet"
"PAC-0409","New Jersey Labs","Packaging","Serialization System","Critical","Siemens","SerializationSystem-7837","Packaging - Station 22","Serialization System for Packaging operations","2025-01-30","192.168.246.170","Ethernet/IP"
"PAC-0410","New Jersey Labs","Packaging","SCADA","Low","Honeywell","SCADA-3188","Packaging - Station 23","SCADA for Packaging operations","2023-05-13","192.168.153.77","Modbus TCP"
"PAC-0411","New Jersey Labs","Packaging","LIMS","Critical","Honeywell","LIMS-5648","Packaging - Station 24","LIMS for Packaging operations","2025-02-14","192.168.63.50","Ethernet/IP"
"PAC-0412","New Jersey Labs","Packaging","Environmental Monitor","Medium","Emerson","EnvironmentalMonitor-6838","Packaging - Station 25","Environmental Monitor for Packaging operations","2024-11-17","192.168.69.107","Ethernet/IP"
"PAC-0413","New Jersey Labs","Packaging","Environmental Monitor","Critical","ABB","EnvironmentalMonitor-3281","Packaging - Station 26","Environmental Monitor for Packaging operations","2025-05-27","192.168.232.119","OPC UA"
"PAC-0414","New Jersey Labs","Packaging","Safety PLC","Medium","Emerson","SafetyPLC-7576","Packaging - Station 27","Safety PLC for Packaging operations","2023-10-04","192.168.208.186","OPC UA"
"PAC-0415","New Jersey Labs","Packaging","Serialization System","Low","Siemens","SerializationSystem-3931","Packaging - Station 28","Serialization System for Packaging operations","2025-01-13","192.168.160.201","Profinet"
"PAC-0416","New Jersey Labs","Packaging","PLC","Critical","Siemens","PLC-4332","Packaging - Station 29","PLC for Packaging operations","2022-12-16","192.168.212.70","OPC UA"
"PAC-0417","New Jersey Labs","Packaging","Batch Controller","Medium","Rockwell","BatchController-7053","Packaging - Station 30","Batch Controller for Packaging operations","2022-05-28","192.168.249.162","OPC UA"
"PAC-0418","New Jersey Labs","Packaging","PLC","High","Siemens","PLC-1610","Packaging - Station 31","PLC for Packaging operations","2025-04-15","192.168.150.19","Profinet"
"PAC-0419","New Jersey Labs","Packaging","SCADA","Critical","Schneider","SCADA-9119","Packaging - Station 32","SCADA for Packaging operations","2021-03-16","192.168.8.11","Profinet"
"PAC-0420","New Jersey Labs","Packaging","SCADA","High","ABB","SCADA-6101","Packaging - Station 33","SCADA for Packaging operations","2023-08-17","192.168.186.225","OPC UA"
"PAC-0421","New Jersey Labs","Packaging","LIMS","Medium","Schneider","LIMS-6862","Packaging - Station 34","LIMS for Packaging operations","2021-03-26","192.168.91.163","Modbus TCP"
"PAC-0422","New Jersey Labs","Packaging","LIMS","Medium","Emerson","LIMS-3548","Packaging - Station 35","LIMS for Packaging operations","2020-12-13","192.168.126.41","Ethernet/IP"
"PAC-0423","New Jersey Labs","Packaging","Temperature Controller","High","Emerson","TemperatureController-9379","Packaging - Station 36","Temperature Controller for Packaging operations","2025-01-28","192.168.183.163","DNP3"
"PAC-0424","New Jersey Labs","Packaging","SCADA","Critical","Rockwell","SCADA-5201","Packaging - Station 37","SCADA for Packaging operations","2022-05-18","192.168.119.116","DNP3"
"PAC-0425","New Jersey Labs","Packaging","HMI","High","Honeywell","HMI-9476","Packaging - Station 38","HMI for Packaging operations","2025-05-30","192.168.68.198","DNP3"
"PAC-0426","New Jersey Labs","Packaging","MES","Low","Honeywell","MES-2554","Packaging - Station 39","MES for Packaging operations","2025-10-12","192.168.113.205","Profinet"
"PAC-0427","New Jersey Labs","Packaging","Batch Controller","Critical","Rockwell","BatchController-3549","Packaging - Station 40","Batch Controller for Packaging operations","2022-03-12","192.168.150.152","DNP3"
"PAC-0428","New Jersey Labs","Packaging","PLC","Critical","Siemens","PLC-7561","Packaging - Station 41","PLC for Packaging operations","2021-12-15","192.168.214.180","Modbus TCP"
"PAC-0429","New Jersey Labs","Packaging","HMI","Critical","Rockwell","HMI-6314","Packaging - Station 42","HMI for Packaging operations","2025-04-21","192.168.123.141","OPC UA"
"PAC-0430","New Jersey Labs","Packaging","HMI","Critical","Honeywell","HMI-7494","Packaging - Station 43","HMI for Packaging operations","2023-04-29","192.168.64.177","DNP3"
"QUA-0431","New Jersey Labs","Quality Control Lab","SCADA","Low","Siemens","SCADA-8730","Quality Control Lab - Station 1","SCADA for Quality Control Lab operations","2025-06-08","192.168.104.126","Profinet"
"QUA-0432","New Jersey Labs","Quality Control Lab","SCADA","High","Siemens","SCADA-3541","Quality Control Lab - Station 2","SCADA for Quality Control Lab operations","2025-07-05","192.168.80.125","Profinet"
"QUA-0433","New Jersey Labs","Quality Control Lab","Batch Controller","High","Rockwell","BatchController-2767","Quality Control Lab - Station 3","Batch Controller for Quality Control Lab operations","2020-11-13","192.168.222.204","OPC UA"
"QUA-0434","New Jersey Labs","Quality Control Lab","MES","Critical","Honeywell","MES-9386","Quality Control Lab - Station 4","MES for Quality Control Lab operations","2025-09-20","192.168.100.85","Profinet"
"QUA-0435","New Jersey Labs","Quality Control Lab","Environmental Monitor","Medium","Honeywell","EnvironmentalMonitor-3442","Quality Control Lab - Station 5","Environmental Monitor for Quality Control Lab operations","2025-04-04","192.168.183.10","Ethernet/IP"
"QUA-0436","New Jersey Labs","Quality Control Lab","SCADA","Medium","Rockwell","SCADA-2962","Quality Control Lab - Station 6","SCADA for Quality Control Lab operations","2020-11-25","192.168.45.245","Profinet"
"QUA-0437","New Jersey Labs","Quality Control Lab","Safety PLC","Medium","Schneider","SafetyPLC-2188","Quality Control Lab - Station 7","Safety PLC for Quality Control Lab operations","2024-07-28","192.168.158.152","Profinet"
"QUA-0438","New Jersey Labs","Quality Control Lab","LIMS","Low","Rockwell","LIMS-7112","Quality Control Lab - Station 8","LIMS for Quality Control Lab operations","2024-07-22","192.168.111.169","Ethernet/IP"
"QUA-0439","New Jersey Labs","Quality Control Lab","HMI","High","Rockwell","HMI-9822","Quality Control Lab - Station 9","HMI for Quality Control Lab operations","2022-11-12","192.168.134.241","Profinet"
"QUA-0440","New Jersey Labs","Quality Control Lab","Environmental Monitor","Critical","Emerson","EnvironmentalMonitor-9427","Quality Control Lab - Station 10","Environmental Monitor for Quality Control Lab operations","2024-08-27","192.168.7.187","OPC UA"
"QUA-0441","New Jersey Labs","Quality Control Lab","Batch Controller","Critical","ABB","BatchController-5896","Quality Control Lab - Station 11","Batch Controller for Quality Control Lab operations","2021-08-15","192.168.191.185","Profinet"
"QUA-0442","New Jersey Labs","Quality Control Lab","Environmental Monitor","Critical","ABB","EnvironmentalMonitor-2439","Quality Control Lab - Station 12","Environmental Monitor for Quality Control Lab operations","2024-04-11","192.168.209.87","DNP3"
"QUA-0443","New Jersey Labs","Quality Control Lab","PLC","High","Honeywell","PLC-7431","Quality Control Lab - Station 13","PLC for Quality Control Lab operations","2024-11-23","192.168.122.159","DNP3"
"QUA-0444","New Jersey Labs","Quality Control Lab","Environmental Monitor","Critical","Emerson","EnvironmentalMonitor-6703","Quality Control Lab - Station 14","Environmental Monitor for Quality Control Lab operations","2025-03-11","192.168.28.14","Profinet"
